Chimpanzee gene name,Chinese hamster CHOK1GS gene name,Chinese medaka gene name,Chinese softshell turtle gene name,Chinook salmon gene name,Gene name
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,,,,5_8S_rRNA
5_8S_rRNA,,,,,RNA5-8SN5
,,,,,
,,,,,
,,,,,
,,,,,
5_8S_rRNA,,,,,5_8S_rRNA
,Tekt4,,,tekt4,MAFIP
,Tekt4,tekt4,,tekt4,MAFIP
,Prodh,,,prodha,
,Prodh,,,prodha,
,Prodh,,,prodhb,
,Prodh,prodha,,prodha,
,Prodh,prodha,,prodha,
,Prodh,prodha,,prodhb,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Y_RNA,,,,,Y_RNA
Y_RNA,,,,,Y_RNA
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
U6,U6,,,,U6
U6,U6,,,,U6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Dgcr6,dgcr6,,dgcr6,
,Dgcr6,dgcr6,,dgcr6,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Gm56421,,,,
,,,,,
MRPL23,Mrpl23,,,mrpl23,
,,,,,
U1,U1,,,,U1
,,,,,
,Gm56420,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Y_RNA,,,,,Y_RNA
Y_RNA,,,,,Y_RNA
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,U2,,,,U2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
U1,,,,,U1
U1,,,,,U1
FAM231D,,,,,
,,,,,
,,,,,
U1,,,,,U1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,ighv6-1,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,U2,,,,U2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Frg1,frg1,,frg1,
,Frg1,frg1,,frg1,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Slc6a8,slc6a8,,slc6a8,
,Slc6a8,slc6a8,,slc6a8,
,Slc6a8,slc6a8,,slc6a8,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,SYT15B
,,,,,
,,,,,
,,,,,
,,,,,
5_8S_rRNA,,,,,RNA5-8SN4
,,,,,5_8S_rRNA
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,NPY4R2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,LINC03015
,,,,,
,,,,,
,,,,,FAM25C
,,,,,AGAP12P
,,,,,
,,,,,
,,,,,LINC03014
,,,,,AGAP12P
,,,,,RNA5SP315
,,,,,BMS1P7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,FAM20C
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,LINC01784
,,,,,PRAMEF11
,,,,,
,,,,,RNU5B-4P
,,,,,ECSCR
,,,,,PRAMEF30P
,,,,,HNRNPCL1
,,,,,PRAMEF2
,,,,,SMIM33
,,,,,PRAMEF4
,,,,,STING1
,,,,,PRAMEF10
,,,,,PRAMEF7
,,,,,RNU6-1072P
,,,,,PRAMEF29P
,,,,,PRAMEF6
,,,,,PRAMEF28P
,,,,,PRAMEF27
,,,,,ARHGEF19
,,,,,HNRNPCL3
,,,,,
,,,,,PRAMEF25
,,,,,ANO7L1
,,,,,
,,,,,CPLANE2
,,,,,MT1XP1
,,,,,FBXO42
,,,,,PRAMEF34P
,,,,,SZRD1
,,,,,PRAMEF35P
,,,,,
,,,,,NCOA4P4
,,,,,HNRNPCL2
,,,,,PRAMEF36P
,,,,,RPL22P3
,,,,,
,,,,,SPATA21
,,,,,
,,,,,PRAMEF26
,,,,,HNRNPCL4
,,,,,NECAP2
,,,,,PRAMEF9
,,,,,PRAMEF13
,,,,,PRAMEF18
,,,,,PRAMEF31P
,,,,,LINC01772
,,,,,PRAMEF5
,,,,,CROCCP3
,,,,,RNU1-1
,,,,,
,,,,,
,,,,,LINC01783
,,,,,RNU1-6P
,,,,,PDE4DIPP8
,,,,,
,,,,,PRAMEF32P
,,,,,RNU6-771P
,,,,,RNU1-2
,,,,,PRAMEF8
,,,,,
,,,,,
,,,,,LINC03126
,,,,,PRAMEF33
,,,,,PRAMEF22
,,,,,RNU1-5P
,,,,,
,,,,,
,,,,,EIF1AXP1
,,,,,RNU1-3
,,,,,RNU1-4
,,,,,PADI2
,,,,,
,,,,,CROCCP4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,NAA50P1
,,,,,
,,,,,OR8J2
,,,,,OR5T2
,,,,,OR5T3
,,,,,OR5T1
,,,,,NBPF1
,,,,,OR8H1
,,,,,OR8I1P
,,,,,OR8K3
,,,,,FAM8A2P
,,,,,OR8K2P
,,,,,OR8K1
,,,,,RPL5P29
,,,,,OR8J1
,,,,,OR8U8
,,,,,OR8U9
,,,,,OR8L1P
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,MIR4740
,,,,,MIR3186
,,,,,
,,,,,LINC01971
,,,,,
,,,,,ACTG1
,,,,,BAHCC1
,,,,,
,,,,,
,,,,,
,,,,,LINC03048
,,,,,
,,,,,U6
,,,,,ABCD1P4
,,,,,
,,,,,PABPC1P9
,,,,,SLC9B1P4
,,,,,ACTR3BP6
,,,,,BCL2L14
,,,,,PTMAP9
,,,,,MIR1244-4
,,,,,LRP6
,,,,,
,,,,,OR9G1
,,,,,OR9G9
,,,,,
,,,,,OR9G3P
,,,,,OR9G4
,,,,,OR9G2P
,,,,,OR5G1P
,,,,,OR5G4P
,,,,,OR5G5P
,,,,,OR5G3
,,,,,LINC02735
,,,,,RPL21P100
,,,,,RNU6-545P
,,,,,
,,,,,RNU6-318P
,,,,,MANSC1
,,,,,RPL23AP66
,,,,,LOH12CR2
,,,,,BORCS5
,,,,,
,,,,,DUSP16
,,,,,
,,,,,
,,,,,
,,,,,TOLLIP
,,,,,
,,,,,
,,,,,
,,,,,Y_RNA
,,,,,TOLLIP-DT
,,,,,
,,,,,LINC02689
,,,,,BRSK2
,,,,,
,,,,,DUSP8
,,,,,KRTAP5-AS1
,,,,,KRTAP5-1
,,,,,KRTAP5-2
,,,,,KRTAP5-3
,,,,,KRTAP5-4
,,,,,KRTAP5-5
,,,,,
,,,,,FAM99A
,,,,,FAM99B
,,,,,LINC02708
,,,,,MOB2
,,,,,PPP2R3B
,,,,,RPL14P5
,,,,,
,,,,,IL3RA
,,,,,P2RY8
,,,,,SLC25A6
,,,,,DHRSX-IT1
,,,,,DHRSX
,,,,,ASMTL
,,,,,LINC00685
,,,,,PLCXD1
,,,,,ZBED1
,,,,,MIR6089
,,,,,LINC00102
,,,,,CD99
,,,,,Metazoa_SRP
,,,,,FABP5P13
,,,,,KRT18P53
,,,,,SHOX
,,,,,MIR3690
,,,,,RNA5SP498
,,,,,CD99P1
,,,,,CRLF2
,,,,,AKAP17A
,,,,,ASMT
,,,,,
,,,,,ELOCP5
,,,,,CDY10P
,,,,,CSF2RA
,,,,,USP9YP3
,,,,,C1R
,,,,,USP9YP8
,,,,,CDY11P
,,,,,OFD1P16Y
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,ASMTL-AS1
,,,,,
,,,,,
,,,,,
,,,,,LINC00106
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,LINC02968
,,,,,CD99P1
,,,,,GRK1
,,,,,LINC00552
,,,,,LINC03112
,,,,,
,,,,,C1RL
,,,,,GTPBP6
,,,,,AMD1P2
,,,,,DPH3P2
,,,,,VAMP7
,,,,,ELOCP24
,,,,,TRPC6P1
,,,,,
,,,,,DDX11L16
,,,,,WASH6P
,,,,,
,,,,,
,,,,,WASIR1
,,,,,C1RL-AS1
,,,,,IL9R
,,,,,
,,,,,RBP5
,,,,,TSPY24P
,,,,,ZNF92P1Y
,,,,,SERBP1P2
,,,,,TSPY12P
,,,,,DUX4L19
,,,,,
,,,,,OFD1P3Y
,,,,,RBMY2HP
,,,,,
,,,,,ELOCP35
,,,,,SLC9B1P1
,,,,,USP12PY
,,,,,KDM5DP1
,,,,,DUX4L17
,,,,,RNU6-485P
,,,,,
,,,,,PRY
,,,,,PRY
,,,,,PRY
,,,,,PRY
,,,,,CLSTN3
,,,,,
,,,,,
,,,,,
,,,,,ZNF736P6Y
,,,,,TUSC2P1
,,,,,PUDPP1
,,,,,
,,,,,CDRT15P10
USP9Y,,usp9,,usp9,USP9Y
USP9Y,,usp9,,usp9,USP9Y
USP9Y,,usp9,,usp9,USP9Y
USP9Y,,usp9,,usp9,USP9Y
,,,,,PRY2
,,,,,PRY2
,,,,,PRY2
,,,,,PRY2
,,,,,
,,,,,OFD1P8Y
,,,,,RNF19BPY
,,,,,
,,,,,TSPY23P
,,,,,TUBB1P2
,,,,,
,,,,,
,,,,,
,,,,,ACTR3BP1
,,,,,RPS24P1
,,,,,RCC2P2
,,,,,ZNF736P8Y
EIF1AY,,eif1axa,,eif1axb,EIF1AY
EIF1AY,,eif1axa,,,EIF1AY
EIF1AY,,eif1axa,,eif1axb,EIF1AY
EIF1AY,,eif1axa,,,EIF1AY
,,,,,PEX5
,,,,,RBMY3AP
,,,,,CDY3P
,,,,,TSPY25P
,,,,,USP9YP22
,,,,,TSPY16P
,,,,,USP9YP4
,,,,,ELOCP4
,,,,,RBMY1A3P
,,,,,
,,,,,TTTY20
,,,,,TSPY8
,,,,,BPY2
,,,,,FAM197Y7
,,,,,
,,,,,TSPY4
,,,,,MTND1P12
,,,,,CTBP2P1
,,,,,MTND6P1
,,,,,PABPC1P5
,,,,,TSPY9
,,,,,FAM197Y2
,,,,,FAM197Y4
,,,,,FAM197Y4
,,,,,TSPY22P
,,,,,RCC2P1
,,,,,FAM197Y8
,,,,,SHROOM2P1
,,,,,FAM197Y8
,,,,,
,,,,,
,,,,,DUX4L18
,,,,,ZNF736P11Y
,,,,,OFD1P9Y
,,,,,BPY2DP
,,,,,CHEK2P1
,,,,,RBMY2UP
,,,,,ZNF886P
,,,,,ELOCP8
,,,,,OFD1P16Y
,,,,,TTTY25P
,,,,,
,,,,,ASS1P6
,,,,,SNX18P1Y
,,,,,
,,,,,MED14P1
,,,,,ZNF885P
,,,,,ARSFP1
,,,,,
,,,,,ZNF736P7Y
,,,,,SURF6P1
,,,,,
,,,,,ANKRD20A6P
,,,,,
,,,,,RBMY2KP
,,,,,TSPY21P
,,,,,TTTY19
,,,,,TTTY4
,,,,,
,,,,,MXRA5Y
,,,,,DUX4L16
,,,,,MTCYBP1
,,,,,
,,,,,USP9YP17
,,,,,TTTY17A
,,,,,AGPAT5P1
,,,,,
,,,,,FAM41AY1
,,,,,ELOCP15
,,,,,
,,,,,TRIM60P3Y
,,,,,MTND1P1
,,,,,
,,,,,PRRC2CP1
,,,,,ZNF736P10Y
,,,,,
,,,,,CDY12P
,,,,,
,,,,,MTND2P3
,,,,,CDY13P
,,,,,RBMY1KP
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,ARSDP1
,,,,,TTTY5
,,,,,CDY4P
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,RBMY1D
,,,,,USP9YP24
,,,,,
,,,,,UBE2V1P3
,,,,,FAM8A4P
,,,,,
,,,,,TRIM60P8Y
,,,,,MED13P1
,,,,,CYCSP46
U6,U6,,,,RNU6-303P
U6,U6,,,,RNU6-303P
,,,,,
,,,,,
Metazoa_SRP,,,,,RN7SL702P
,,,,,RNA5SP520
,,,,,RNA5SP521
,,,,,
,,,,,RNU6-109P
,,,,,RNU6-184P
,Hsfy2,,,,HSFY2
,,,,,
,,,,,GPM6BP2
,,,,,USP9YP2
,,,,,ELOCP14
,,,,,PRYP6
,,,,,XKRYP2
,,,,,USP9YP10
,U1,,,,RNU1-41P
,,,,,OFD1P7Y
,,,,,MTCYBP2
,,,,,ZNF839P1
,,,,,CD24P4
U6,,,,,RNU6-255P
,,,,,
,,,,,GAPDHP19
,,,,,CLUHP1
,,,,,TAF9P1
,,,,,CDY5P
,,,,,ELOCP36
,,,,,ACTG1P2
,,,,,USP9YP23
,,,,,USP9YP27
U1,U1,,,,RNU1-128P
U1,U1,,,,RNU1-128P
U1,U1,,,,RNU1-128P
U1,U1,,,,RNU1-128P
U1,U1,,,,RNU1-128P
,,,,,TRAPPC2P3
,,,,,ELOCP6
,,,,,CDY6P
,,,,,USP9YP7
,,,,,USP9YP6
,,,,,CDY7P
,,,,,USP9YP34
,,,,,USP9YP32
,,,,,CDY8P
,,,,,ELOCP12
,,,,,TRAPPC2P8
,,,,,USP9YP15
U1,U1,,,,RNU1-95P
U1,U1,,,,RNU1-95P
U1,U1,,,,RNU1-95P
U1,U1,,,,RNU1-95P
U1,U1,,,,RNU1-95P
,,,,,USP9YP16
,,,,,ACTG1P11
,,,,,ELOCP26
,,,,,CDY9P
,,,,,TAF9P2
,,,,,CLUHP2
,,,,,
,,,,,
,,,,,RNA5SP522
,,,,,RNA5SP523
,,,,,TUBB1P1
,,,,,ELOCP13
,,,,,OFD1P4Y
,U1,,,,RNU1-48P
,,,,,USP9YP5
,,,,,XKRYP1
,,,,,PRYP5
,,,,,ELOCP7
,,,,,USP9YP1
,,,,,GPM6BP1
,,,,,RAB9AP4
,,,,,TRAPPC2P7
,,,,,
,,,,,
KDM5D,,,,,KDM5D
KDM5D,,,,PDE3A,KDM5D
KDM5D,,,,,KDM5D
KDM5D,,,,KDM4C,KDM5D
,,,,,OR4C12
,,,,,OR4C48P
,,,,,OR4C49P
,,,,,OR4C45
,Hsfy2,,,,HSFY1
,,pbx4,,PBX4,TGIF2LY
,,pbx4,,PBX4,TGIF2LY
,,pbx4,,PBX4,TGIF2LY
,,pbx4,,PBX2,TGIF2LY
,,pbx4,,PBX2,TGIF2LY
,,pbx2,,PBX4,TGIF2LY
,,pbx2,,PBX4,TGIF2LY
,,pbx2,,PBX4,TGIF2LY
,,pbx2,,PBX2,TGIF2LY
,,pbx2,,PBX2,TGIF2LY
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,RBMY1F
,,,,,
,,cdyl,,cdyl,CDY2A
,,cdyl,,cdyl,CDY2A
,,,,,ZNF736P3Y
,,,,,TRIM60P9Y
7SK,,,,,RN7SKP282
Y_RNA,,,,,Y_RNA
U6,,,,,RNU6-941P
U6,,,,,RNU6-521P
,,,,,SRIP3
,,,,,
,,,,,GOT2P5
,,,,,ATP5PFP1
,,,,,
,,,,,TRIM60P10Y
,,,,,ZNF736P2Y
,,,,,TRIM60P11Y
,,,,,
,,,,,ZNF736P1Y
,,,,,
,,,,,ZNF736P5Y
,,,,,BPY2C
,,,,,TTTY4C
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,Dazl,,,DAZL,DAZ4
,,cdyl,,cdyl,CDY2B
,,cdyl,,cdyl,CDY2B
U6,,,,,RNU6-1334P
SRY,,sox19b,,sox19b,SRY
SRY,,sox19b,,sox19a,SRY
SRY,,sox19b,,sox19b,SRY
SRY,,sox19b,,sox19a,SRY
SRY,,sox19b,,sox32,SRY
SRY,,sox19b,,sox32,SRY
SRY,,sox32,,sox19b,SRY
SRY,,sox32,,sox19a,SRY
SRY,,sox32,,sox19b,SRY
SRY,,sox32,,sox19a,SRY
SRY,,sox32,,sox32,SRY
SRY,,sox32,,sox32,SRY
,,,,,TOMM22P2
,,,,,
RPS4Y1,,rps4x,,rps4x,RPS4Y1
RPS4Y1,,rps4x,,rps4x,RPS4Y1
,,,,,NAP1L1P2
,,,,,
ZFY,,,,,ZFY
,,,,,EEF1A1P41
,,,,,PSMA6P1
,,,,,SFPQP1
,,,,,DPPA2P1
DDX3Y,,,,ddx3xa,DDX3Y
DDX3Y,,,,ddx3xa,DDX3Y
DDX3Y,,,,ddx3xa,DDX3Y
DDX3Y,,,,ddx3xa,DDX3Y
DDX3Y,,ddx3xa,,ddx3xa,DDX3Y
DDX3Y,,ddx3xa,,ddx3xa,DDX3Y
DDX3Y,,ddx3xa,,ddx3xa,DDX3Y
DDX3Y,,ddx3xa,,ddx3xa,DDX3Y
,,,,,SERTAD4-AS1
,,,,,CASKP1
,,,,,SERTAD4
UTY,,,,KDM6A,UTY
UTY,,,,KDM6A,UTY
,,,,,ST13P19
,,,,,
,,,,,HHAT
,,,,,
,,,,,RNU5A-8P
,,,,,
,,,,,BPNT2P1
TMSB4Y,,,,,TMSB4Y
,,,,,VCY
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ3
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
,Dazl,,,DAZL,DAZ1
SNORA70,SNORA70,,SNORA70,,SNORA70
,,,,,
,,,,,
AMELY,,,,,AMELY
TBL1Y,,tbl1x,,tbl1x,TBL1Y
TBL1Y,,tbl1x,,tbl1x,TBL1Y
,,,,,H3-4
,,,,,RPL23AP15
,,,,,H2AC25
,,,,,H2BC26
,,,,,MIR4666A
,,,,,H2BC27P
,,,,,
,,,,,RNF187
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,Dazl,,,DAZL,DAZ2
,,,,,RNA5S1
,,,,,RNA5S2
,,,,,RNA5S3
,,,,,RNA5S16
,,,,,RNA5S17
,,,,,RNA5SP18
,,,,,DUSP5P1
,,,,,
,,,,,FTH1P2
,,,,,RHOU
,,,,,BTNL10P
,,,,,
,,,,,AGKP1
,,,,,NLGN4Y-AS1
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
,,,,,RBMY1E
NLGN4Y,,nlgn4xa,,nlgn4xa,NLGN4Y
NLGN4Y,,nlgn4xa,,nlgn4xa,NLGN4Y
NLGN4Y,,nlgn4xa,,nlgn4xa,NLGN4Y
NLGN4Y,,nlgn4xa,,nlgn4xa,NLGN4Y
,,,,,CDY22P
,,,,,ELOCP17
,,,,,OFD1P18Y
,,,,,TRAPPC2P4
,,,,,RAB9AP3
,,,,,USP9YP20
U1,U1,,,,RNU1-40P
U1,U1,,,,RNU1-40P
U1,U1,,,,RNU1-40P
U1,U1,,,,RNU1-40P
U1,U1,,,,RNU1-40P
,,,,,USP9YP21
,,,,,XKRYP6
,,,,,PRYP4
,,,,,ELOCP11
,,,,,CDY23P
,,,,,USP9YP26
,,,,,HSFY8P
,,,,,
,,,,,
SNORA70,SNORA70,,SNORA70,,SNORA70
U6,,,,,RNU6-1314P
,,,,,CYCSP48
,,,,,VCY1B
,,,,,PNPLA4P1
,,,,,
,,,,,TBL1YP1
RPS4Y2,,rps4x,,rps4x,RPS4Y2
RPS4Y2,,rps4x,,rps4x,RPS4Y2
,,,,,HSFY4P
,,,,,
