,collision,ENSG_ID,gene_symbol,source
31,AD026,"ENSG00000121933, ENSG00000282608","TMIGD3, ADORA3",ENSG
32,AD1,"ENSG00000135404, ENSG00000142192","CD63, APP",ENSG
33,AD3,"ENSG00000080815, ENSG00000204634","PSEN1, TBC1D8",ENSG
34,ADA1,"ENSG00000152382, ENSG00000196839","TADA1, ADA",ENSG
35,AE2,"ENSG00000164889, ENSG00000142794","SLC4A2, NBPF3",ENSG
36,AF-1,"ENSG00000159352, ENSG00000159128","PSMD4, IFNGR2",ENSG
37,AG2,"ENSG00000187479, ENSG00000106541","C11ORF96, AGR2",ENSG
38,AGC1,"ENSG00000157766, ENSG00000115840","ACAN, SLC25A12",ENSG
39,AGPAT10,"ENSG00000275079, ENSG00000138678","LPCAT1, GPAT3",ENSG
40,AGPAT9,"ENSG00000275079, ENSG00000138678","LPCAT1, GPAT3",ENSG
41,AGS1,"ENSG00000213689, ENSG00000108551","TREX1, RASD1",ENSG
42,AGS3,"ENSG00000172922, ENSG00000160360","RNASEH2C, GPSM1",ENSG
43,AGS4,"ENSG00000213654, ENSG00000104889","GPSM3, RNASEH2A",ENSG
44,AHA1,"ENSG00000100591, ENSG00000173209","AHSA1, AHSA2P",ENSG
45,AIBP,"ENSG00000163382, ENSG00000127423","NAXE, AUNIP",ENSG
46,AIM-1,"ENSG00000178999, ENSG00000164175","AURKB, SLC45A2",ENSG
47,AIP1,"ENSG00000170248, ENSG00000071127, ENSG00000123165, ENSG00000170540, ENSG00000136848, ENSG00000187391","PDCD6IP, WDR1, ACTRT1, ARL6IP1, DAB2IP, MAGI2",ENSG
48,AK3L1,"ENSG00000162433, ENSG00000147853","AK4, AK3",ENSG
49,ALC1,"ENSG00000131778, ENSG00000198336","CHD1L, MYL4",ENSG
50,ALDH4,"ENSG00000143149, ENSG00000159423","ALDH9A1, ALDH4A1",ENSG
51,ALDH7,"ENSG00000143149, ENSG00000006534","ALDH9A1, ALDH3B1",ENSG
52,ALDRP,"ENSG00000213452, ENSG00000173208","AKR1B1P2, ABCD2",ENSG
53,ALIEN,"ENSG00000166200, ENSG00000259974","COPS2, LINC00261",ENSG
54,ALK1,"ENSG00000171094, ENSG00000139567, ENSG00000124107","ALK, ACVRL1, SLPI",ENSG
55,ALP,"ENSG00000162174, ENSG00000124107, ENSG00000213927, ENSG00000154553, ENSG00000107518","ASRGL1, SLPI, CCL27, PDLIM3, ATRNL1",ENSG
56,ALP1,"ENSG00000154438, ENSG00000162174","ASZ1, ASRGL1",ENSG
57,ALR,"ENSG00000291944, ENSG00000117448, ENSG00000167548","GFER, AKR1A1, KMT2D",ENSG
58,ALS,"ENSG00000099769, ENSG00000142168","IGFALS, SOD1",ENSG
59,ALX,"ENSG00000196684, ENSG00000171049","HSH2D, FPR2",ENSG
60,AM,"ENSG00000148926, ENSG00000171681","ADM, ATF7IP",ENSG
61,AMCD2B,"ENSG00000288250, ENSG00000288219","TNNT3, TNNI2",ENSG
62,AMY1,"ENSG00000187733, ENSG00000237763, ENSG00000174876","AMY1C, AMY1A, AMY1B",ENSG
63,AMY2,"ENSG00000240038, ENSG00000243480","AMY2B, AMY2A",ENSG
64,AN,"ENSG00000139734, ENSG00000150636, ENSG00000007372","DIAPH3, CCDC102B, PAX6",ENSG
65,ANCR,"ENSG00000114062, ENSG00000226950","UBE3A, DANCR",ENSG
66,ANG1,"ENSG00000154188, ENSG00000149809","ANGPT1, TM7SF2",ENSG
67,ANG2,"ENSG00000091879, ENSG00000149823","ANGPT2, VPS51",ENSG
68,ANG3,"ENSG00000149823, ENSG00000116194","VPS51, ANGPTL1",ENSG
69,ANK,"ENSG00000154122, ENSG00000029534","ANKH, ANK1",ENSG
70,AOH1,"ENSG00000138356, ENSG00000244301","AOX1, AOX3P",ENSG
71,AP-1,"ENSG00000130522, ENSG00000125740, ENSG00000177606, ENSG00000170345","JUND, FOSB, JUN, FOS",ENSG
72,AP2,"ENSG00000122034, ENSG00000170323","GTF3A, FABP4",ENSG
73,AP3AASE,"ENSG00000189283, ENSG00000001561","FHIT, ENPP4",ENSG
74,AP47B,"ENSG00000100478, ENSG00000070718","AP4S1, AP3M2",ENSG
75,APC1,"ENSG00000284468, ENSG00000153107","SLC25A24, ANAPC1",ENSG
76,APC2,"ENSG00000125648, ENSG00000176248","SLC25A23, ANAPC2",ENSG
77,APC4,"ENSG00000181240, ENSG00000053900","SLC25A41, ANAPC4",ENSG
78,APC7,"ENSG00000168077, ENSG00000196510","SCARA3, ANAPC7",ENSG
79,APE,"ENSG00000100823, ENSG00000115355","APEX1, CCDC88A",ENSG
80,APH2,"ENSG00000162736, ENSG00000171307","NCSTN, ZDHHC16",ENSG
81,API5L1,"ENSG00000234558, ENSG00000166181","API5P1, API5",ENSG
82,APR,"ENSG00000123384, ENSG00000141682","LRP1, PMAIP1",ENSG
83,APRIL,"ENSG00000136938, ENSG00000161955","ANP32B, TNFSF13",ENSG
84,APRO5,"ENSG00000141232, ENSG00000183864","TOB1, TOB2",ENSG
85,APS,"ENSG00000142515, ENSG00000160999","KLK3, SH2B2",ENSG
86,AR,"ENSG00000109321, ENSG00000085662, ENSG00000161513","AREG, AKR1B1, FDXR",ENSG
87,ARA,"ENSG00000054598, ENSG00000275331","FOXC1, ABCC6",ENSG
88,ARD1,"ENSG00000113595, ENSG00000117751, ENSG00000102030","TRIM23, PPP1R8, NAA10",ENSG
89,ARG,"ENSG00000142599, ENSG00000143322","RERE, ABL2",ENSG
90,ARH2,"ENSG00000153531, ENSG00000157978","ADPRHL1, LDLRAP1",ENSG
91,ARIP1,"ENSG00000123165, ENSG00000187391","ACTRT1, MAGI2",ENSG
92,ARK,"ENSG00000157450, ENSG00000167601","RNF111, AXL",ENSG
93,ARP,"ENSG00000145050, ENSG00000142599, ENSG00000124812, ENSG00000101246","MANF, RERE, CRISP1, ARFRP1",ENSG
94,ARP1,"ENSG00000164093, ENSG00000124701, ENSG00000185551, ENSG00000138107, ENSG00000101246, ENSG00000116194","PITX2, APOBEC2, NR2F2, ACTR1A, ARFRP1, ANGPTL1",ENSG
95,ARP10,"ENSG00000131966, ENSG00000100298","ACTR10, APOBEC3H",ENSG
96,ARP11,"ENSG00000131966, ENSG00000106526, ENSG00000133627","ACTR10, ACTR3C, ACTR3B",ENSG
97,ARP2,"ENSG00000111732, ENSG00000136859, ENSG00000138071","AICDA, ANGPTL2, ACTR2",ENSG
98,ARP3,"ENSG00000115091, ENSG00000128383","ACTR3, APOBEC3A",ENSG
99,ARP4,"ENSG00000167772, ENSG00000136518","ANGPTL4, ACTL6A",ENSG
100,ARP5,"ENSG00000101442, ENSG00000244509, ENSG00000130812","ACTR5, APOBEC3C, ANGPTL6",ENSG
101,ARP6,"ENSG00000243811, ENSG00000075089","APOBEC3D, ACTR6",ENSG
102,ARP8,"ENSG00000128394, ENSG00000113812","APOBEC3F, ACTR8",ENSG
103,AS,"ENSG00000206450, ENSG00000114062","HLA-B, UBE3A",ENSG
104,ASAP,"ENSG00000164114, ENSG00000153363","MAP9, LINC00467",ENSG
105,ASB,"ENSG00000158578, ENSG00000113273","ALAS2, ARSB",ENSG
106,ASC-1,"ENSG00000130876, ENSG00000103671","SLC7A10, TRIP4",ENSG
107,ASC2,"ENSG00000198646, ENSG00000169900","NCOA6, PYDC1",ENSG
108,ASF,"ENSG00000136450, ENSG00000062096","SRSF1, ARSF",ENSG
109,ASH1,"ENSG00000116539, ENSG00000139352","ASH1L, ASCL1",ENSG
110,ASH2,"ENSG00000129691, ENSG00000183734","ASH2L, ASCL2",ENSG
111,ASM,"ENSG00000166311, ENSG00000288237","SMPD1, H19",ENSG
112,ASP,"ENSG00000145491, ENSG00000108381, ENSG00000101440, ENSG00000148584, ENSG00000066279, ENSG00000057663, ENSG00000153802","ROPN1L, ASPA, ASIP, A1CF, ASPM, ATG5, TMPRSS11D",ENSG
113,AST,"ENSG00000120053, ENSG00000119899","GOT1, SLC17A5",ENSG
114,AT1,"ENSG00000144891, ENSG00000169359, ENSG00000282728","AGTR1, SLC33A1, PGR-AS1",ENSG
115,AT2,"ENSG00000282728, ENSG00000180772","PGR-AS1, AGTR2",ENSG
116,AT3,"ENSG00000282728, ENSG00000117601","PGR-AS1, SERPINC1",ENSG
117,ATDC,"ENSG00000137699, ENSG00000149311","TRIM29, ATM",ENSG
118,ATP5A,"ENSG00000152234, ENSG00000154723","ATP5F1A, ATP5PF",ENSG
119,ATP6C,"ENSG00000185883, ENSG00000155097","ATP6V0C, ATP6V1C1",ENSG
120,ATP6D,"ENSG00000159720, ENSG00000155097","ATP6V0D1, ATP6V1C1",ENSG
121,ATP6G,"ENSG00000136888, ENSG00000213760","ATP6V1G1, ATP6V1G2",ENSG
122,ATPM,"ENSG00000154723, ENSG00000152234","ATP5PF, ATP5F1A",ENSG
123,ATR,"ENSG00000169604, ENSG00000274821","ANTXR1, SERPINA2",ENSG
124,ATR1,"ENSG00000138079, ENSG00000144891","SLC3A1, AGTR1",ENSG
125,ATX,"ENSG00000197587, ENSG00000157106, ENSG00000136960","DMBX1, SMG1, ENPP2",ENSG
126,AUTL1,"ENSG00000168397, ENSG00000125703","ATG4B, ATG4C",ENSG
127,AZ1,"ENSG00000104904, ENSG00000141577","OAZ1, CEP131",ENSG
128,B1,"ENSG00000156738, ENSG00000122507","MS4A1, BBS9",ENSG
129,B12,"ENSG00000109079, ENSG00000119013","TNFAIP1, NDUFB3",ENSG
130,B17,"ENSG00000159147, ENSG00000165264","DONSON, NDUFB6",ENSG
131,B18,"ENSG00000166979, ENSG00000099795","EVA1C, NDUFB7",ENSG
132,B29,"ENSG00000134042, ENSG00000007312","MRO, CD79B",ENSG
133,B37,"ENSG00000111676, ENSG00000205929","ATN1, EPCIP",ENSG
134,B3GN-T1,"ENSG00000170340, ENSG00000174684","B3GNT2, B4GAT1",ENSG
135,B3GNT1,"ENSG00000170340, ENSG00000174684","B3GNT2, B4GAT1",ENSG
136,B7-H5,"ENSG00000107738, ENSG00000114455","VSIR, HHLA2",ENSG
137,B9,"ENSG00000276220, ENSG00000108641","NDUFA3, B9D1",ENSG
138,BA548K23.1,"ENSG00000243289, ENSG00000203942","AGAP13P, C10ORF62",ENSG
139,BAF190,"ENSG00000127616, ENSG00000080503","SMARCA4, SMARCA2",ENSG
140,BAP1,"ENSG00000151276, ENSG00000121481","MAGI1, RNF2",ENSG
141,BAR,"ENSG00000169252, ENSG00000275618","ADRB2, BFAR",ENSG
142,BART,"ENSG00000102931, ENSG00000162399","ARL2BP, BSND",ENSG
143,BAT1,"ENSG00000021488, ENSG00000198563","SLC7A9, DDX39B",ENSG
144,BB1,"ENSG00000278322, ENSG00000135577","MBOAT7, NMBR",ENSG
145,BB2,"ENSG00000090339, ENSG00000126010","ICAM1, GRPR",ENSG
146,BBP,"ENSG00000162604, ENSG00000168066","TM2D1, SF1",ENSG
147,BCAP,"ENSG00000155629, ENSG00000136147","PIK3AP1, PHF11",ENSG
148,BCD1,"ENSG00000117174, ENSG00000067082","ZNHIT6, KLF6",ENSG
149,BCD541,"ENSG00000275349, ENSG00000273772","SMN1, SMN2",ENSG
150,BDP,"ENSG00000179361, ENSG00000163644","ARID3B, PPM1K",ENSG
151,BEC1,"ENSG00000184113, ENSG00000135519","CLDN5, KCNH3",ENSG
152,BEDP,"ENSG00000293543, ENSG00000111701","DUSP13A, APOBEC1",ENSG
153,BETA-4,"ENSG00000258947, ENSG00000134262","TUBB3, AP4B1",ENSG
154,BETA2,"ENSG00000188229, ENSG00000162992","TUBB4B, NEUROD1",ENSG
155,BFNC,"ENSG00000101204, ENSG00000075043","CHRNA4, KCNQ2",ENSG
156,BMD,"ENSG00000198947, ENSG00000167995","DMD, BEST1",ENSG
157,BOP,"ENSG00000128617, ENSG00000115593, ENSG00000215012","OPN1SW, SMYD1, RTL10",ENSG
158,BOR,"ENSG00000104313, ENSG00000134690","EYA1, CDCA8",ENSG
159,BRCC1,"ENSG00000012048, ENSG00000128915","BRCA1, ICE2",ENSG
160,BRCC2,"ENSG00000139618, ENSG00000259571","BRCA2, BLID",ENSG
161,BRWD2,"ENSG00000120008, ENSG00000146247","WDR11, PHIP",ENSG
162,BRX,"ENSG00000170776, ENSG00000204116","AKAP13, CHIC1",ENSG
163,BTF2,"ENSG00000124508, ENSG00000288114, ENSG00000276910, ENSG00000163161, ENSG00000111358","BTN2A2, GTF2H1, GTF2H2, ERCC3, GTF2H3",ENSG
164,BTF4,"ENSG00000188342, ENSG00000125651","GTF2F2, GTF2F1",ENSG
165,BTN1,"ENSG00000292177, ENSG00000188603","BTN1A1, CLN3",ENSG
166,BUB1A,"ENSG00000156970, ENSG00000169679","BUB1B, BUB1",ENSG
167,C1,"ENSG00000089820, ENSG00000101132, ENSG00000211689","ARHGAP4, PFDN4, TRGC1",ENSG
168,C11,"ENSG00000198610, ENSG00000161980","AKR1C4, POLR3K",ENSG
169,C11ORF2,"ENSG00000149823, ENSG00000118096","VPS51, IFT46",ENSG
170,C11ORF3,"ENSG00000134153, ENSG00000149823","EMC7, VPS51",ENSG
171,C11ORF4,"ENSG00000173264, ENSG00000149792","GPR137, MRPL49",ENSG
172,C11ORF48,"ENSG00000278615, ENSG00000162194","C11ORF98, LBHD1",ENSG
173,C11ORF5,"ENSG00000174276, ENSG00000150316","ZNHIT2, CWC15",ENSG
174,C12ORF2,"ENSG00000110925, ENSG00000123094","CSRNP2, RASSF8",ENSG
175,C17,"ENSG00000241258, ENSG00000170891","CRCP, CYTL1",ENSG
176,C17ORF1,"ENSG00000184922, ENSG00000171931","FMNL1, FBXW10",ENSG
177,C18ORF2,"ENSG00000255112, ENSG00000132204","CHMP1B, LINC00470",ENSG
178,C1QTNF15,"ENSG00000178752, ENSG00000182447","ERFE, OTOL1",ENSG
179,C2ORF27B,"ENSG00000274362, ENSG00000290517","CDRT15P3, LINC03124",ENSG
180,C2TA,"ENSG00000179583, ENSG00000159147","CIITA, DONSON",ENSG
181,C4BP,"ENSG00000123843, ENSG00000123838","C4BPB, C4BPA",ENSG
182,C53,"ENSG00000108465, ENSG00000168495","CDK5RAP3, POLR3D",ENSG
183,C5A,"ENSG00000197405, ENSG00000106804","C5AR1, C5",ENSG
184,C6ORF37,"ENSG00000257232, ENSG00000112773","MUCL3, TENT5A",ENSG
185,C6ST,"ENSG00000122863, ENSG00000175264, ENSG00000175040","CHST3, CHST1, CHST2",ENSG
186,CA125,"ENSG00000188554, ENSG00000291738","NBR1, MUC16",ENSG
187,CAD,"ENSG00000169598, ENSG00000102794, ENSG00000167080","DFFB, ACOD1, B4GALNT2",ENSG
188,CAF-1,"ENSG00000159259, ENSG00000167670","CHAF1B, CHAF1A",ENSG
189,CAF1,"ENSG00000167670, ENSG00000159259, ENSG00000198791, ENSG00000155508","CHAF1A, CHAF1B, CNOT7, CNOT8",ENSG
190,CAK,"ENSG00000204580, ENSG00000134058","DDR1, CDK7",ENSG
191,CAK1,"ENSG00000102854, ENSG00000134058","MSLN, CDK7",ENSG
192,CAL,"ENSG00000047932, ENSG00000162458","GOPC, FBLIM1",ENSG
193,CALM,"ENSG00000073921, ENSG00000065609","PICALM, SNAP91",ENSG
194,CAMKIINALPHA,"ENSG00000162545, ENSG00000070808","CAMK2N1, CAMK2A",ENSG
195,CANP,"ENSG00000014216, ENSG00000189057, ENSG00000126247","CAPN1, FAM111B, CAPNS1",ENSG
196,CAP,"ENSG00000113441, ENSG00000165996, ENSG00000124570, ENSG00000095637, ENSG00000131236, ENSG00000141867","LNPEP, HACD1, SERPINB6, SORBS1, CAP1, BRD4",ENSG
197,CAP2,"ENSG00000166401, ENSG00000137648","SERPINB8, TMPRSS4",ENSG
198,CAP3,"ENSG00000170542, ENSG00000149418","SERPINB9, ST14",ENSG
199,CAPS1,"ENSG00000105519, ENSG00000163618","CAPS, CADPS",ENSG
200,CAR,"ENSG00000154639, ENSG00000214319, ENSG00000143257, ENSG00000197912","CXADR, CXADRP1, NR1I3, SPG7",ENSG
201,CAR1,"ENSG00000143257, ENSG00000133742","NR1I3, CA1",ENSG
202,CARD2,"ENSG00000170421, ENSG00000140939","KRT8, NOL3",ENSG
203,CARDINAL,"ENSG00000179136, ENSG00000105483","LINC00670, CARD8",ENSG
204,CARF,"ENSG00000240849, ENSG00000168564","PEDS1, CDKN2AIP",ENSG
205,CARMEN,"ENSG00000142867, ENSG00000249669","BCL10, CARMN",ENSG
206,CARP,"ENSG00000148677, ENSG00000178538, ENSG00000148481","ANKRD1, CA8, MINDY3",ENSG
207,CARP2,"ENSG00000092871, ENSG00000063180","RFFL, CA11",ENSG
208,CART1,"ENSG00000180318, ENSG00000076604","ALX1, TRAF4",ENSG
209,CAS,"ENSG00000050820, ENSG00000124207","BCAR1, CSE1L",ENSG
210,CAS1,"ENSG00000250107, ENSG00000127995","CACNA1G-AS1, CASD1",ENSG
211,CASP,"ENSG00000170275, ENSG00000257923, ENSG00000115165","CRTAP, CUX1, CYTIP",ENSG
212,CAST,"ENSG00000117877, ENSG00000187672","POLR1G, ERC2",ENSG
213,CAT1,"ENSG00000165125, ENSG00000095321","TRPV6, CRAT",ENSG
214,CAV,"ENSG00000174990, ENSG00000105974, ENSG00000105971","CA5A, CAV1, CAV2",ENSG
215,CBBM,"ENSG00000102076, ENSG00000268221","OPN1LW, OPN1MW",ENSG
216,CBL-3,"ENSG00000270123, ENSG00000142273","VTRNA2-1, CBLC",ENSG
217,CBP,"ENSG00000076641, ENSG00000102076, ENSG00000005339","PAG1, OPN1LW, CREBBP",ENSG
218,CCBP2,"ENSG00000129048, ENSG00000144648","ACKR4, ACKR2",ENSG
219,CCP1,"ENSG00000136710, ENSG00000135049","CCDC115, AGTPBP1",ENSG
220,CCRL1,"ENSG00000168329, ENSG00000129048","CX3CR1, ACKR4",ENSG
221,CD,"ENSG00000163599, ENSG00000167207","CTLA4, NOD2",ENSG
222,CD1,"ENSG00000158485, ENSG00000158481, ENSG00000158477","CD1B, CD1C, CD1A",ENSG
223,CD158K,"ENSG00000273661, ENSG00000288389","KIR2DL2, KIR3DL2",ENSG
224,CD16,"ENSG00000162747, ENSG00000203747","FCGR3B, FCGR3A",ENSG
225,CD25,"ENSG00000134460, ENSG00000172183","IL2RA, ISG20",ENSG
226,CD32,"ENSG00000072694, ENSG00000143226","FCGR2B, FCGR2A",ENSG
227,CD3G,"ENSG00000289746, ENSG00000211689","TARP, TRGC1",ENSG
228,CD85,"ENSG00000277807, ENSG00000278355","LILRB1, LILRA5",ENSG
229,CD98,"ENSG00000103257, ENSG00000168003","SLC7A5, SLC3A2",ENSG
230,CDC14B2,"ENSG00000081377, ENSG00000218305","CDC14B, CDC14C",ENSG
231,CDC2,"ENSG00000062822, ENSG00000170312","POLD1, CDK1",ENSG
232,CDC25,"ENSG00000158402, ENSG00000058335","CDC25C, RASGRF1",ENSG
233,CDH14,"ENSG00000129910, ENSG00000145526","CDH15, CDH18",ENSG
234,CDH7,"ENSG00000101542, ENSG00000071991","CDH20, CDH19",ENSG
235,CDK11-P110,"ENSG00000008128, ENSG00000248333","CDK11A, CDK11B",ENSG
236,CDK11-P46,"ENSG00000248333, ENSG00000008128","CDK11B, CDK11A",ENSG
237,CDK11-P58,"ENSG00000248333, ENSG00000008128","CDK11B, CDK11A",ENSG
238,CDK4I,"ENSG00000147883, ENSG00000147889","CDKN2B, CDKN2A",ENSG
239,CDM,"ENSG00000185825, ENSG00000122786","BCAP31, CALD1",ENSG
240,CDR,"ENSG00000288642, ENSG00000198610, ENSG00000079102","CDR1, AKR1C4, RUNX1T1",ENSG
241,CEA,"ENSG00000280501, ENSG00000105388, ENSG00000242221","CEACAM7, CEACAM5, PSG2",ENSG
242,CED-12,"ENSG00000102890, ENSG00000155849, ENSG00000062598","ELMO3, ELMO1, ELMO2",ENSG
243,CED12,"ENSG00000102890, ENSG00000062598, ENSG00000155849","ELMO3, ELMO2, ELMO1",ENSG
244,CELIAC1,"ENSG00000179344, ENSG00000196735","HLA-DQB1, HLA-DQA1",ENSG
245,CEP1,"ENSG00000128283, ENSG00000119397","CDC42EP1, CNTRL",ENSG
246,CEP2,"ENSG00000149798, ENSG00000126001","CDC42EP2, CEP250",ENSG
247,CEP4,"ENSG00000179604, ENSG00000174799","CDC42EP4, CEP135",ENSG
248,CFAG,"ENSG00000143546, ENSG00000163220","S100A8, S100A9",ENSG
249,CFD1,"ENSG00000095906, ENSG00000066468","NUBP2, FGFR2",ENSG
250,CFP1,"ENSG00000108100, ENSG00000154832","CCNY, CXXC1",ENSG
251,CG1,"ENSG00000013619, ENSG00000126777, ENSG00000136243","MAMLD1, KTN1, NUP42",ENSG
252,CGI-141,"ENSG00000174567, ENSG00000111711","GOLT1A, GOLT1B",ENSG
253,CGRP,"ENSG00000163221, ENSG00000110680","S100A12, CALCA",ENSG
254,CHAMP,"ENSG00000073146, ENSG00000198824","MOV10L1, CHAMP1",ENSG
255,CHD5,"ENSG00000124177, ENSG00000182093","CHD6, GET1",ENSG
256,CHE1,"ENSG00000114200, ENSG00000276072","BCHE, AATF",ENSG
257,CHED,"ENSG00000065883, ENSG00000125850","CDK13, OVOL2",ENSG
258,CHIF,"ENSG00000150201, ENSG00000006634","FXYD4, DBF4",ENSG
259,CHK,"ENSG00000007264, ENSG00000110721","MATK, CHKA",ENSG
260,CHN,"ENSG00000119508, ENSG00000128656","NR4A3, CHN1",ENSG
261,CHP,"ENSG00000187446, ENSG00000104140","CHP1, RHOV",ENSG
262,CHS1,"ENSG00000143669, ENSG00000132549","LYST, VPS13B",ENSG
263,CIA,"ENSG00000111875, ENSG00000124160","ASF1A, NCOA5",ENSG
264,CIB,"ENSG00000185043, ENSG00000114779","CIB1, ABHD14B",ENSG
265,CINAP,"ENSG00000184205, ENSG00000085231","TSPYL2, AK6",ENSG
266,CIP1,"ENSG00000124762, ENSG00000146828","CDKN1A, SLC12A9",ENSG
267,CIR,"ENSG00000138433, ENSG00000120457","CIR1, KCNJ5",ENSG
268,CKB1,"ENSG00000277236, ENSG00000204435","CCL14, CSNK2B",ENSG
269,CKMT1,"ENSG00000223572, ENSG00000237289","CKMT1A, CKMT1B",ENSG
270,CKR-1,"ENSG00000163823, ENSG00000163464","CCR1, CXCR1",ENSG
271,CKS1,"ENSG00000173207, ENSG00000254331","CKS1B, CKS1BP7",ENSG
272,CL-11,"ENSG00000283954, ENSG00000118004","KIR3DL1, COLEC11",ENSG
273,CL-6,"ENSG00000186480, ENSG00000283702","INSIG1, KIR2DL3",ENSG
274,CLA1,"ENSG00000165688, ENSG00000073060","PMPCA, SCARB1",ENSG
275,CLA20,"ENSG00000100478, ENSG00000070718","AP4S1, AP3M2",ENSG
276,CLAMP,"ENSG00000174827, ENSG00000101222","PDZK1, SPEF1",ENSG
277,CLAN,"ENSG00000228742, ENSG00000091106","LINC02577, NLRC4",ENSG
278,CLC2,"ENSG00000006659, ENSG00000114859","LGALS14, CLCN2",ENSG
279,CLDN21,"ENSG00000185758, ENSG00000177300","CLDN24, CLDN22",ENSG
280,CLECSF13,"ENSG00000132514, ENSG00000152672","CLEC10A, CLEC4F",ENSG
281,CLF,"ENSG00000101343, ENSG00000006016","CRNKL1, CRLF1",ENSG
282,CLG,"ENSG00000196611, ENSG00000090924","MMP1, PLEKHG2",ENSG
283,CLIM1,"ENSG00000107438, ENSG00000169744","PDLIM1, LDB2",ENSG
284,CLIP,"ENSG00000130779, ENSG00000115138, ENSG00000106665, ENSG00000019582","CLIP1, POMC, CLIP2, CD74",ENSG
285,CLM,"ENSG00000091136, ENSG00000173335","LAMB1, CST9",ENSG
286,CLMF,"ENSG00000113302, ENSG00000168811","IL12B, IL12A",ENSG
287,CLP,"ENSG00000103187, ENSG00000129170, ENSG00000178363","COTL1, CSRP3, CALML3",ENSG
288,CLPSMCR,"ENSG00000229749, ENSG00000235323","COTL1P1, COTL1P2",ENSG
289,CLU1,"ENSG00000132361, ENSG00000120885","CLUH, CLU",ENSG
290,CMG1,"ENSG00000185650, ENSG00000096872","ZFP36L1, IFT74",ENSG
291,CMPD2,"ENSG00000183873, ENSG00000118194","SCN5A, TNNT2",ENSG
292,CMT2,"ENSG00000124688, ENSG00000054523","MAD2L1BP, KIF1B",ENSG
293,CN1,"ENSG00000116981, ENSG00000150656","NT5C1A, CNDP1",ENSG
294,CNA2,"ENSG00000107758, ENSG00000139330","PPP3CB, KERA",ENSG
295,CNIL,"ENSG00000174871, ENSG00000100528","CNIH2, CNIH1",ENSG
296,CNK,"ENSG00000142675, ENSG00000173846","CNKSR1, PLK3",ENSG
297,CO4,"ENSG00000244207, ENSG00000224389","C4A, C4B",ENSG
298,COD1,"ENSG00000156313, ENSG00000103051","RPGR, COG4",ENSG
299,COD5,"ENSG00000102076, ENSG00000268221","OPN1LW, OPN1MW",ENSG
