,collision,ENSG_ID,gene_symbol,source
970,ECK,"nan, ENSG00000142627","CTPP, EPHA2",NCBI
971,ECYT7,"ENSG00000188536, ENSG00000206172","HBA2, HBA1",NCBI
972,ED3,"ENSG00000135960, ENSG00000186197","EDAR, EDARADD",NCBI
973,EDA3,"ENSG00000135960, ENSG00000186197","EDAR, EDARADD",NCBI
974,EDF,"ENSG00000122641, ENSG00000113525","INHBA, IL5",NCBI
975,EDG-2,"ENSG00000198121, ENSG00000106245","LPAR1, BUD31",NCBI
976,EDG1,"ENSG00000170989, ENSG00000186834","S1PR1, HEXIM1",NCBI
977,EDG2,"ENSG00000198121, ENSG00000106245","LPAR1, BUD31",NCBI
978,EDH17B2,"ENSG00000086696, ENSG00000108786","HSD17B2, HSD17B1",NCBI
979,EDHB17,"ENSG00000108786, nan","HSD17B1, HSD17B1P1",NCBI
980,EDM4,"ENSG00000155850, ENSG00000145217","SLC26A2, SLC26A1",NCBI
981,EDSC,"ENSG00000130635, ENSG00000204262, ENSG00000108821","COL5A1, COL5A2, COL1A1",NCBI
982,EEF-1,"ENSG00000213864, ENSG00000156508","EEF1B2P2, EEF1A1",NCBI
983,EEF1AL,"ENSG00000232587, ENSG00000101210","EEF1A1P3, EEF1A2",NCBI
984,EEF1B,"ENSG00000213864, ENSG00000114942","EEF1B2P2, EEF1B2",NCBI
985,EEF1B1,"ENSG00000114942, nan","EEF1B2, EEF1B2P1",NCBI
986,EEG1,"ENSG00000134802, ENSG00000110888","SLC43A3, CAPRIN2",NCBI
987,EF1A,"ENSG00000156508, ENSG00000101210","EEF1A1, EEF1A2",NCBI
988,EF1B,"nan, ENSG00000114942","EEF1B2P1, EEF1B2",NCBI
989,EFA6R,"ENSG00000156011, ENSG00000164039","PSD3, BDH2",NCBI
990,EFG,"ENSG00000118513, ENSG00000168827","MYB, GFM1",NCBI
991,EFTUD1,"ENSG00000140598, ENSG00000120690","EFL1, ELF1",NCBI
992,EHK,"ENSG00000186395, ENSG00000167768","KRT10, KRT1",NCBI
993,EHK1,"ENSG00000167768, ENSG00000145242","KRT1, EPHA5",NCBI
994,EHK2,"ENSG00000080224, ENSG00000186395","EPHA6, KRT10",NCBI
995,EIF-2A,"ENSG00000144895, ENSG00000134001","EIF2A, EIF2S1",NCBI
996,EIF-2B,"ENSG00000115211, ENSG00000070785, ENSG00000145191","EIF2B4, EIF2B3, EIF2B5",NCBI
997,EIF-2GA,"ENSG00000180574, ENSG00000130741","EIF2S3B, EIF2S3",NCBI
998,EIF-4C,"ENSG00000198692, ENSG00000173674","EIF1AY, EIF1AX",NCBI
999,EIF-4D,"ENSG00000253626, ENSG00000132507","EIF5AL1, EIF5A",NCBI
1000,EIF-5A,"ENSG00000253626, ENSG00000132507, ENSG00000100664","EIF5AL1, EIF5A, EIF5",NCBI
1001,EIF1A,"ENSG00000173674, ENSG00000173812","EIF1AX, EIF1",NCBI
1002,EIF1AP1,"ENSG00000173674, nan","EIF1AX, EIF1AXP1",NCBI
1003,EIF2,"ENSG00000134001, ENSG00000130741, ENSG00000125977","EIF2S1, EIF2S3, EIF2S2",NCBI
1004,EIF2B,"ENSG00000119718, ENSG00000115211, ENSG00000111361, ENSG00000125977","EIF2B2, EIF2B4, EIF2B1, EIF2S2",NCBI
1005,EIF3-P110,"ENSG00000106263, ENSG00000184110","EIF3B, EIF3C",NCBI
1006,EIF4A,"ENSG00000161960, ENSG00000156976","EIF4A1, EIF4A2",NCBI
1007,EIF4F,"ENSG00000114867, ENSG00000156976, ENSG00000151247","EIF4G1, EIF4A2, EIF4E",NCBI
1008,EIG7,"nan, nan","EJM2, DEL15Q13.3",NCBI
1009,EIT-6,"ENSG00000269858, nan","EGLN2, RAB4B-EGLN2",NCBI
1010,EIT6,"nan, ENSG00000269858","RAB4B-EGLN2, EGLN2",NCBI
1011,EJM,"ENSG00000022355, ENSG00000182389","GABRA1, CACNB4",NCBI
1012,EJM6,"ENSG00000114859, ENSG00000182389","CLCN2, CACNB4",NCBI
1013,EK,"ENSG00000100288, ENSG00000110721, ENSG00000176358","CHKB, CHKA, TAC4",NCBI
1014,EKV,"ENSG00000188910, ENSG00000189433","GJB3, GJB4",NCBI
1015,EL,"ENSG00000154114, ENSG00000101670","TBCEL, LIPG",NCBI
1016,EL32,"ENSG00000144713, ENSG00000085063","RPL32, CD59",NCBI
1017,ELK,"ENSG00000154928, ENSG00000183960","EPHB1, KCNH8",NCBI
1018,ELK1,"ENSG00000183960, ENSG00000089558","KCNH8, KCNH4",NCBI
1019,ELK2,"nan, ENSG00000135519","ELK2AP, KCNH3",NCBI
1020,ELOA3,"ENSG00000288607, nan","ELOA3BP, ELOA3P",NCBI
1021,ELOA3B,"ENSG00000288607, nan","ELOA3BP, ELOA3CP",NCBI
1022,ELOA3C,"nan, ENSG00000288607","ELOA3CP, ELOA3BP",NCBI
1023,EMA,"ENSG00000185499, ENSG00000140374","MUC1, ETFA",NCBI
1024,EMAP-2,"ENSG00000125746, ENSG00000165521","EML2, EML5",NCBI
1025,EMAP2,"ENSG00000164022, ENSG00000125746","AIMP1, EML2",NCBI
1026,EMC19,"ENSG00000113558, nan","SKP1, SKP1P1",NCBI
1027,EMT,"ENSG00000113263, ENSG00000146477","ITK, SLC22A3",NCBI
1028,ENH1,"nan, ENSG00000163110","MCS+9.7, PDLIM5",NCBI
1029,ENOS,"ENSG00000188316, ENSG00000164867","ENO4, NOS3",NCBI
1030,ENV,"nan, nan, ENSG00000242950, nan","ERVK-32, ERVK-20, ERVW-1, ERVK-18",NCBI
1031,EOS,"ENSG00000123411, ENSG00000103355","IKZF4, PRSS33",NCBI
1032,EP,"ENSG00000155368, ENSG00000130427, ENSG00000124882","DBI, EPO, EREG",NCBI
1033,EP2,"ENSG00000125384, ENSG00000164871","PTGER2, SPAG11B",NCBI
1034,EPAC,"ENSG00000091428, ENSG00000079337","RAPGEF4, RAPGEF3",NCBI
1035,EPF5,"ENSG00000108106, ENSG00000230081","UBE2S, HSPE1P28",NCBI
1036,EPO,"ENSG00000121053, ENSG00000102265","EPX, TIMP1",NCBI
1037,EPP,"ENSG00000066926, ENSG00000121053","FECH, EPX",NCBI
1038,EPPK,"ENSG00000167768, ENSG00000171403","KRT1, KRT9",NCBI
1039,EPR-1,"ENSG00000089685, ENSG00000163435","BIRC5, ELF3",NCBI
1040,ER,"ENSG00000103335, ENSG00000124882, ENSG00000091831","PIEZO1, EREG, ESR1",NCBI
1041,ERA,"ENSG00000132591, ENSG00000091831","ERAL1, ESR1",NCBI
1042,ERF1,"ENSG00000087510, ENSG00000185650, ENSG00000120705","TFAP2C, ZFP36L1, ETF1",NCBI
1043,ERG-1,"ENSG00000138161, ENSG00000055118","CUZD1, KCNH2",NCBI
1044,ERG1,"ENSG00000055118, ENSG00000138161","KCNH2, CUZD1",NCBI
1045,ERG3,"ENSG00000184611, ENSG00000109929","KCNH7, SC5D",NCBI
1046,ERIS,"ENSG00000184584, ENSG00000145354","STING1, CISD2",NCBI
1047,ERK,"ENSG00000133216, ENSG00000100030","EPHB2, MAPK1",NCBI
1048,ERK3,"ENSG00000069956, ENSG00000188130","MAPK6, MAPK12",NCBI
1049,ERK4,"ENSG00000141639, ENSG00000166484","MAPK4, MAPK7",NCBI
1050,ERP1,"ENSG00000196263, ENSG00000156509","ZNF471, FBXO43",NCBI
1051,ERP60,"ENSG00000167004, nan","PDIA3, PDIA3P1",NCBI
1052,ERV1,"ENSG00000127554, ENSG00000174600","GFER, CMKLR1",NCBI
1053,ERVR,"ENSG00000038427, ENSG00000213462","VCAN, ERV3-1",NCBI
1054,ES1,"ENSG00000145425, ENSG00000160221","RPS3A, GATD3",NCBI
1055,ES31,"ENSG00000172828, ENSG00000143947","CES3, RPS27A",NCBI
1056,ESA,"ENSG00000119888, ENSG00000005421, ENSG00000132589","EPCAM, PON1, FLOT2",NCBI
1057,ESA1,"ENSG00000132589, ENSG00000172977","FLOT2, KAT5",NCBI
1058,ESG,"ENSG00000196781, ENSG00000127990, ENSG00000065717, ENSG00000140332, ENSG00000106829","TLE1, SGCE, TLE2, TLE3, TLE4",NCBI
1059,ESG1,"ENSG00000203909, ENSG00000196781","DPPA5, TLE1",NCBI
1060,ESO1,"ENSG00000141446, ENSG00000184033, ENSG00000268651","ESCO1, CTAG1B, CTAG1A",NCBI
1061,ESP,"ENSG00000293457, ENSG00000258484","PTPRVP, SPESP1",NCBI
1062,ESP1,"ENSG00000135476, ENSG00000182809, ENSG00000007038, ENSG00000104964","ESPL1, CRIP2, PRSS21, TLE5",NCBI
1063,EST,"ENSG00000107968, ENSG00000109193","MAP3K8, SULT1E1",NCBI
1064,ET,"ENSG00000092931, ENSG00000185813","MFSD11, PCYT2",NCBI
1065,ETK,"ENSG00000102010, ENSG00000044524","BMX, EPHA3",NCBI
1066,ETL1,"ENSG00000163104, ENSG00000108231","SMARCAD1, LGI1",NCBI
1067,EVA,"ENSG00000091137, ENSG00000149573","SLC26A4, MPZL2",NCBI
1068,EVR1,"ENSG00000174804, ENSG00000162337","FZD4, LRP5",NCBI
1069,EWSR2,"ENSG00000151702, ENSG00000134954","FLI1, ETS1",NCBI
1070,F10,"ENSG00000125898, ENSG00000126226","FAM110A, PCID2",NCBI
1071,F379,"ENSG00000237613, ENSG00000249054, ENSG00000282591, ENSG00000226516, ENSG00000248893, ENSG00000218839","FAM138A, FAM138D, FAM138F, FAM138B, FAM138E, FAM138C",NCBI
1072,F5F8D,"ENSG00000180398, ENSG00000074695","MCFD2, LMAN1",NCBI
1073,FA,"ENSG00000165060, ENSG00000187741","FXN, FANCA",NCBI
1074,FA1,"ENSG00000185559, ENSG00000187741, ENSG00000100138","DLK1, FANCA, SNU13",NCBI
1075,FAAP16,"ENSG00000175279, ENSG00000251503","CENPS, CENPS-CORT",NCBI
1076,FACD,"ENSG00000139618, ENSG00000144554","BRCA2, FANCD2",NCBI
1077,FACE,"ENSG00000170522, ENSG00000112039","ELOVL6, FANCE",NCBI
1078,FAD,"ENSG00000139618, ENSG00000144554, ENSG00000080815","BRCA2, FANCD2, PSEN1",NCBI
1079,FAD1,"ENSG00000160688, ENSG00000139618","FLAD1, BRCA2",NCBI
1080,FADS,"ENSG00000030304, ENSG00000160688, ENSG00000165917","MUSK, FLAD1, RAPSN",NCBI
1081,FADS4,"ENSG00000108559, ENSG00000145284","NUP88, SCD5",NCBI
1082,FAE,"ENSG00000170522, ENSG00000112039","ELOVL6, FANCE",NCBI
1083,FAF,"ENSG00000183161, ENSG00000124486","FANCF, USP9X",NCBI
1084,FAL1,"nan, ENSG00000141543","FALEC, EIF4A3",NCBI
1085,FALDH,"ENSG00000072210, ENSG00000197894","ALDH3A2, ADH5",NCBI
1086,FAM10A4,"ENSG00000100380, nan","ST13, ST13P4",NCBI
1087,FAM18B2,"ENSG00000175106, ENSG00000259024","TVP23C, TVP23C-CDRT4",NCBI
1088,FAM21A,"ENSG00000099290, ENSG00000172661","WASHC2A, WASHC2C",NCBI
1089,FAM25A,"ENSG00000189090, nan","FAM25G, FAM25BP",NCBI
1090,FAM25B,"nan, ENSG00000189090","FAM25BP, FAM25G",NCBI
1091,FAM25C,"nan, ENSG00000189090","FAM25BP, FAM25G",NCBI
1092,FAM28A,"ENSG00000182552, nan","RWDD4, RWDD4P2",NCBI
1093,FAM48B1,"ENSG00000223611, ENSG00000223731","SUPT20HL2, SUPT20HL1",NCBI
1094,FAM75D3,"ENSG00000186788, ENSG00000189357","SPATA31D3, SPATA31D4",NCBI
1095,FAM90A16P,"ENSG00000285620, ENSG00000285720","FAM90A16, FAM90A17",NCBI
1096,FAM90A17P,"ENSG00000285720, ENSG00000285620","FAM90A17, FAM90A16",NCBI
1097,FAM90A18P,"ENSG00000285913, ENSG00000285657","FAM90A18, FAM90A19",NCBI
1098,FAM90A19P,"ENSG00000285657, ENSG00000285913","FAM90A19, FAM90A18",NCBI
1099,FAME,"ENSG00000177570, ENSG00000084090, ENSG00000100557","SAMD12, STARD7, CCDC198",NCBI
1100,FAME2,"ENSG00000274286, ENSG00000084090","ADRA2B, STARD7",NCBI
1101,FAME3,"ENSG00000291281, ENSG00000145495","COL6A4P1, MARCHF6",NCBI
1102,FAN,"ENSG00000119397, ENSG00000035681","CNTRL, NSMAF",NCBI
1103,FANCD,"ENSG00000144554, ENSG00000139618","FANCD2, BRCA2",NCBI
1104,FAP,"ENSG00000174842, ENSG00000170835","GLMN, CEL",NCBI
1105,FAPP2,"ENSG00000293316, ENSG00000106086","PLEKHA8P1, PLEKHA8",NCBI
1106,FAST,"ENSG00000230798, ENSG00000164896","FOXD3-AS1, FASTK",NCBI
1107,FAT,"ENSG00000135218, ENSG00000083857","CD36, FAT1",NCBI
1108,FB,"ENSG00000243649, ENSG00000125375","CFB, DMAC2L",NCBI
1109,FBI1,"ENSG00000178951, ENSG00000135334","ZBTB7A, AKIRIN2",NCBI
1110,FBL2,"ENSG00000153558, ENSG00000108306","FBXL2, FBXL20",NCBI
1111,FBL3,"ENSG00000153558, ENSG00000005812","FBXL2, FBXL3",NCBI
1112,FBL4,"ENSG00000112234, ENSG00000118564","FBXL4, FBXL5",NCBI
1113,FBL5,"ENSG00000112234, ENSG00000118564","FBXL4, FBXL5",NCBI
1114,FBL6,"ENSG00000183580, ENSG00000182325","FBXL7, FBXL6",NCBI
1115,FBL7,"ENSG00000183580, ENSG00000173120","FBXL7, KDM2A",NCBI
1116,FBP,"nan, ENSG00000165457, ENSG00000162613, ENSG00000119396, ENSG00000165140, ENSG00000110195","ECB2, FOLR2, FUBP1, RAB14, FBP1, FOLR1",NCBI
1117,FBP2,"ENSG00000126773, ENSG00000088247","PCNX4, KHSRP",NCBI
1118,FBRNP,"nan, ENSG00000170144","HNRNPA3P1, HNRNPA3",NCBI
1119,FBS,"ENSG00000164117, ENSG00000156860","FBXO8, FBRS",NCBI
1120,FBS1,"ENSG00000116661, ENSG00000156860","FBXO2, FBRS",NCBI
1121,FBW6,"ENSG00000109670, ENSG00000174989","FBXW7, FBXW8",NCBI
1122,FBX30,"ENSG00000109670, ENSG00000118496, ENSG00000132879","FBXW7, FBXO30, FBXO44",NCBI
1123,FBXW6,"ENSG00000174989, ENSG00000109670","FBXW8, FBXW7",NCBI
1124,FCCMS,"ENSG00000108556, ENSG00000138435, ENSG00000135902","CHRNE, CHRNA1, CHRND",NCBI
1125,FCERI,"ENSG00000149534, ENSG00000179639","MS4A2, FCER1A",NCBI
1126,FCG1,"ENSG00000150337, ENSG00000291135","FCGR1A, FCGR1BP",NCBI
1127,FCG2,"nan, ENSG00000143226, ENSG00000072694","FCGR2C, FCGR2A, FCGR2B",NCBI
1128,FCG3,"ENSG00000203747, ENSG00000162747","FCGR3A, FCGR3B",NCBI
1129,FCGR1,"ENSG00000291135, ENSG00000150337","FCGR1BP, FCGR1A",NCBI
1130,FCGR2,"ENSG00000072694, ENSG00000143226","FCGR2B, FCGR2A",NCBI
1131,FCGR3,"ENSG00000162747, ENSG00000203747","FCGR3B, FCGR3A",NCBI
1132,FCHL2,"nan, ENSG00000084674","HYPLIP2, APOB",NCBI
1133,FCP,"nan, nan","FCP1, HBFQTL2",NCBI
1134,FCR-10,"ENSG00000203747, ENSG00000162747","FCGR3A, FCGR3B",NCBI
1135,FCRI,"ENSG00000150337, ENSG00000291135","FCGR1A, FCGR1BP",NCBI
1136,FCRIII,"ENSG00000162747, ENSG00000203747","FCGR3B, FCGR3A",NCBI
1137,FCT3A,"ENSG00000196371, ENSG00000156413","FUT4, FUT6",NCBI
1138,FDH,"ENSG00000144908, ENSG00000197894","ALDH1L1, ADH5",NCBI
1139,FE,"ENSG00000197265, ENSG00000153767","GTF2E2, GTF2E1",NCBI
1140,FEB3B,"nan, ENSG00000169432","GEFSP7, SCN9A",NCBI
1141,FETA,"ENSG00000290567, ENSG00000081051","ATP8B5P, AFP",NCBI
1142,FEVR,"ENSG00000174804, ENSG00000124479","FZD4, NDP",NCBI
1143,FEZ,"ENSG00000153266, ENSG00000128610","FEZF2, FEZF1",NCBI
1144,FGD2,"nan, ENSG00000170262","GCCD3, MRAP",NCBI
1145,FGF-13,"ENSG00000129682, ENSG00000158815","FGF13, FGF17",NCBI
1146,FH,"ENSG00000000971, ENSG00000130164","CFH, LDLR",NCBI
1147,FHC,"ENSG00000134571, ENSG00000167996, ENSG00000130164","MYBPC3, FTH1, LDLR",NCBI
1148,FHL-1,"ENSG00000022267, ENSG00000244414","FHL1, CFHR1",NCBI
1149,FHL1,"ENSG00000000971, nan","CFH, HPLH1",NCBI
1150,FHM3,"ENSG00000144285, nan","SCN1A, MGR6",NCBI
1151,FIB2,"ENSG00000253953, ENSG00000171560","PCDHGB4, FGA",NCBI
1152,FIG,"ENSG00000165507, ENSG00000047932","DEPP1, GOPC",NCBI
1153,FIH1,"ENSG00000152266, ENSG00000166135","PTH, HIF1AN",NCBI
1154,FIL1,"ENSG00000136694, ENSG00000136696, ENSG00000125571, ENSG00000136695","IL36A, IL36B, IL37, IL36RN",NCBI
1155,FIP1,"ENSG00000145216, ENSG00000155876","FIP1L1, RRAGA",NCBI
1156,FIP3,"ENSG00000090565, ENSG00000269335","RAB11FIP3, IKBKG",NCBI
1157,FIR,"ENSG00000006607, ENSG00000179950","FARP2, PUF60",NCBI
1158,FIX,"ENSG00000101981, ENSG00000147853","F9, AK3",NCBI
1159,FJHN,"ENSG00000275410, ENSG00000169344","HNF1B, UMOD",NCBI
1160,FKBP12,"ENSG00000088832, nan, nan, nan, nan","FKBP1A, FKBP1AP3, FKBP1AP2, FKBP1AP1, FKBP1AP4",NCBI
1161,FKBP51,"ENSG00000004478, ENSG00000096060","FKBP4, FKBP5",NCBI
1162,FLIP,"ENSG00000003402, ENSG00000000460","CFLAR, FIRRM",NCBI
1163,FMD,"nan, ENSG00000196924","FSHMD1A, FLNA",NCBI
1164,FMLP-R-II,"ENSG00000187474, ENSG00000171049","FPR3, FPR2",NCBI
1165,FMR1,"nan, nan","FMR1-IT1, FRAXA",NCBI
1166,FMR2,"nan, ENSG00000155966","FRAXE, AFF2",NCBI
1167,FOP,"ENSG00000160679, ENSG00000115170, ENSG00000213066","CHTOP, ACVR1, CEP43",NCBI
1168,FOXD4B,"ENSG00000184659, ENSG00000187559","FOXD4L4, FOXD4L3",NCBI
1169,FOXD4L2,"ENSG00000184659, ENSG00000187559","FOXD4L4, FOXD4L3",NCBI
1170,FP,"ENSG00000122420, ENSG00000073578","PTGFR, SDHA",NCBI
1171,FPRH1,"ENSG00000171049, ENSG00000187474","FPR2, FPR3",NCBI
1172,FPRH2,"ENSG00000171049, ENSG00000187474","FPR2, FPR3",NCBI
1173,FPS,"ENSG00000160752, ENSG00000182511","FDPS, FES",NCBI
1174,FRA,"ENSG00000177548, ENSG00000175592","RABEP2, FOSL1",NCBI
1175,FRAG1,"ENSG00000176208, ENSG00000148985","ATAD5, PGAP2",NCBI
1176,FRITZ,"ENSG00000162998, ENSG00000143951","FRZB, WDPCP",NCBI
1177,FRP,"ENSG00000104332, ENSG00000122641, ENSG00000163430","SFRP1, INHBA, FSTL1",NCBI
1178,FRP-2,"ENSG00000145423, ENSG00000005884","SFRP2, ITGA3",NCBI
1179,FRP1,"ENSG00000104332, ENSG00000175054","SFRP1, ATR",NCBI
1180,FS,"ENSG00000134363, ENSG00000148288","FST, GBGT1",NCBI
1181,FSP1,"ENSG00000198513, ENSG00000042286, ENSG00000196154","ATL1, AIFM2, S100A4",NCBI
1182,FSP2,"ENSG00000154040, ENSG00000021574","CABYR, SPAST",NCBI
1183,FUS1,"ENSG00000114383, ENSG00000089280","TUSC2, FUS",NCBI
1184,FX,"ENSG00000205542, ENSG00000126218, ENSG00000104522","TMSB4X, F10, GFUS",NCBI
1185,FY,"ENSG00000213088, ENSG00000010361","ACKR1, FUZ",NCBI
1186,G0S19-2,"nan, ENSG00000276085","CCL3L1, CCL3L3",NCBI
1187,G10,"ENSG00000204366, ENSG00000106245","ZBTB12, BUD31",NCBI
1188,G13,"ENSG00000213676, ENSG00000120063","ATF6B, GNA13",NCBI
1189,G15,"ENSG00000003756, ENSG00000204310","RBM5, AGPAT1",NCBI
1190,G17,"ENSG00000188338, ENSG00000204304","SLC38A3, PBX2",NCBI
1191,G18,"ENSG00000213654, ENSG00000114737","GPSM3, CISH",NCBI
1192,G2,"ENSG00000110427, ENSG00000290929, ENSG00000204469","KIAA1549L, CRYGEP, PRRC2A",NCBI
1193,G3PP,"ENSG00000160190, ENSG00000184207","SLC37A1, PGP",NCBI
1194,G6PT,"ENSG00000137700, ENSG00000131482","SLC37A4, G6PC1",NCBI
1195,GA,"ENSG00000038002, ENSG00000135423","AGA, GLS2",NCBI
1196,GAAP,"ENSG00000155957, ENSG00000095951","TMBIM4, HIVEP1",NCBI
1197,GAGE-12B,"ENSG00000216649, ENSG00000227488, ENSG00000237671, ENSG00000275113","GAGE12E, GAGE12D, GAGE12C, GAGE12B",NCBI
1198,GAGE-2,"nan, nan, ENSG00000189064","GAGE2B, GAGE2C, GAGE2A",NCBI
1199,GAGE-7,"nan, ENSG00000236362","GAGE7, GAGE12F",NCBI
1200,GAGE-7B,"ENSG00000236362, nan","GAGE12F, GAGE12I",NCBI
1201,GAGE-8,"nan, nan, ENSG00000236362","GAGE8, GAGE2D, GAGE12F",NCBI
1202,GAGE-9,"ENSG00000068985, ENSG00000101951","PAGE1, PAGE4",NCBI
1203,GAGE2,"ENSG00000189064, nan","GAGE2A, GAGE2C",NCBI
1204,GAGE7B,"ENSG00000236362, nan","GAGE12F, GAGE12I",NCBI
1205,GAGE8,"nan, nan","GAGE2D, GAGE2E",NCBI
1206,GAGED2,"ENSG00000204382, ENSG00000204379","XAGE1B, XAGE1A",NCBI
1207,GAL-NAC6S,"ENSG00000008513, ENSG00000157350, ENSG00000110080","ST3GAL1, ST3GAL2, ST3GAL4",NCBI
1208,GAL7,"ENSG00000178934, ENSG00000205076","LGALS7B, LGALS7",NCBI
1209,GALNAC-T4,"ENSG00000257594, ENSG00000259075","GALNT4, POC1B-GALNT4",NCBI
1210,GALNAC-T5L,"ENSG00000106648, ENSG00000185274","GALNTL5, GALNT17",NCBI
1211,GALNT15,"ENSG00000110328, ENSG00000158089, ENSG00000106648","GALNT18, GALNT14, GALNTL5",NCBI
1212,GAP,"ENSG00000145715, ENSG00000182732","RASA1, RGS6",NCBI
1213,GARI-L1,"ENSG00000172717, ENSG00000135248","GARIN2, GARIN1B",NCBI
1214,GARP,"ENSG00000137507, ENSG00000070729","LRRC32, CNGB1",NCBI
1215,GARS,"ENSG00000106105, ENSG00000159131","GARS1, GART",NCBI
1216,GAS,"ENSG00000280789, ENSG00000141012, ENSG00000184502","PAGR1, GALNS, GAST",NCBI
1217,GASP,"ENSG00000172673, ENSG00000198932, ENSG00000154978","THEMIS, GPRASP1, VOPP1",NCBI
1218,GASP-1,"ENSG00000173714, ENSG00000198932","WFIKKN2, GPRASP1",NCBI
1219,GAT2,"ENSG00000111181, ENSG00000010379","SLC6A12, SLC6A13",NCBI
1220,GAT3,"ENSG00000132164, ENSG00000010379","SLC6A11, SLC6A13",NCBI
1221,GATD6,"ENSG00000244038, ENSG00000021826","DDOST, CPS1",NCBI
1222,GBA,"ENSG00000177628, ENSG00000291137","GBA1, GBA1LP",NCBI
1223,GBBB2,"nan, ENSG00000100014","OGS2, SPECC1L",NCBI
1224,GBP,"ENSG00000084754, ENSG00000033800, ENSG00000100097, ENSG00000006118","HADHA, PIAS1, LGALS1, TMEM132A",NCBI
1225,GC1,"ENSG00000177542, ENSG00000291237, ENSG00000102837","SLC25A22, SOD2, OLFM4",NCBI
1226,GCAP,"ENSG00000163286, ENSG00000048545","ALPG, GUCA1A",NCBI
1227,GCAP-I,"ENSG00000197273, ENSG00000048545","GUCA2A, GUCA1A",NCBI
1228,GCAP-II,"ENSG00000112599, ENSG00000044012","GUCA1B, GUCA2B",NCBI
1229,GCB,"ENSG00000177628, ENSG00000159899","GBA1, NPR2",NCBI
1230,GCCD2,"ENSG00000170262, nan","MRAP, GCCD3",NCBI
1231,GCD,"nan, ENSG00000105607","GUCY2EP, GCDH",NCBI
1232,GCD10,"ENSG00000089195, ENSG00000088766","TRMT6, CRLS1",NCBI
1233,GCE,"ENSG00000145020, ENSG00000140905, ENSG00000178445","AMT, GCSH, GLDC",NCBI
1234,GCL,"ENSG00000087338, ENSG00000001084, ENSG00000115271, ENSG00000244234","GMCL1, GCLC, GCA, GMCL2",NCBI
1235,GCOM1,"ENSG00000255529, ENSG00000263155","POLR2M, MYZAP",NCBI
1236,GCOM2,"nan, ENSG00000137878","POLR2MP1, GCOM1",NCBI
1237,GCP,"ENSG00000268221, ENSG00000173230, ENSG00000269433","OPN1MW, GOLGB1, OPN1MW3",NCBI
1238,GCP-1,"ENSG00000169429, ENSG00000131462","CXCL8, TUBG1",NCBI
1239,GCP-2,"ENSG00000124875, ENSG00000130640","CXCL6, TUBGCP2",NCBI
1240,GCP2,"ENSG00000144674, ENSG00000124875, ENSG00000130640, ENSG00000086205","GOLGA4, CXCL6, TUBGCP2, FOLH1",NCBI
1241,GCP3,"ENSG00000077616, ENSG00000126216","NAALAD2, TUBGCP3",NCBI
1242,GCR2,"ENSG00000276393, ENSG00000122882","NR3C1P1, ECD",NCBI
1243,GCS,"ENSG00000148154, ENSG00000001084","UGCG, GCLC",NCBI
1244,GDA,"ENSG00000122912, ENSG00000122133","SLC25A16, PAEP",NCBI
1245,GDH,"ENSG00000148672, ENSG00000109814, ENSG00000049239, ENSG00000165475","GLUD1, UGDH, H6PD, CRYL1",NCBI
1246,GDH2,"ENSG00000115159, ENSG00000182890","GPD2, GLUD2",NCBI
1247,GDN,"ENSG00000196782, ENSG00000135919","MAML3, SERPINE2",NCBI
1248,GE,"ENSG00000197561, ENSG00000136732","ELANE, GYPC",NCBI
1249,GEF,"ENSG00000116584, ENSG00000125520","ARHGEF2, SLC2A4RG",NCBI
1250,GEF720,"ENSG00000171680, ENSG00000215788","PLEKHG5, TNFRSF25",NCBI
1251,GEMIN1,"ENSG00000205571, ENSG00000172062","SMN2, SMN1",NCBI
1252,GEP,"ENSG00000030582, ENSG00000146535","GRN, GNA12",NCBI
1253,GF1,"ENSG00000102145, ENSG00000115904","GATA1, SOS1",NCBI
1254,GFAT,"ENSG00000131459, ENSG00000198380","GFPT2, GFPT1",NCBI
1255,GGF2,"nan, ENSG00000157168","GINGF2, NRG1",NCBI
1256,GGT,"ENSG00000100031, ENSG00000230712, ENSG00000274252, ENSG00000276160, nan","GGT1, GGTLC4P, GGTLC3, GGTLC5P, GGT2P",NCBI
1257,GGTA,"ENSG00000188419, ENSG00000204136","CHM, GGTA1",NCBI
1258,GGTA1P,"ENSG00000237766, ENSG00000204136","GGTA2P, GGTA1",NCBI
1259,GH,"ENSG00000137563, ENSG00000259384","GGH, GH1",NCBI
1260,GID2,"ENSG00000145916, ENSG00000153561","RMND5B, RMND5A",NCBI
1261,GIF,"ENSG00000087250, ENSG00000240972, ENSG00000134812","MT3, MIF, CBLIF",NCBI
1262,GIG1,"ENSG00000142871, ENSG00000105374, ENSG00000164684, ENSG00000166340","CCN1, NKG7, ZNF704, TPP1",NCBI
1263,GIG18,"ENSG00000106415, ENSG00000120053","GLCCI1, GOT1",NCBI
1264,GIP,"ENSG00000114353, ENSG00000173918","GNAI2, C1QTNF1",NCBI
1265,GJA10,"ENSG00000131233, nan","GJA9, GJA9-MYCBP",NCBI
1266,GJA9,"nan, ENSG00000159248","GJA9-MYCBP, GJD2",NCBI
1267,GK1,"ENSG00000198814, ENSG00000108479","GK, GALK1",NCBI
1268,GL,"ENSG00000182333, ENSG00000081087, ENSG00000173281","LIPF, OSTM1, PPP1R3B",NCBI
