,gene_symbol,alias_symbol,ENSG_ID,HGNC_ID,NCBI_ID,collision,source
1396,SPACA9,Mast,ENSG00000165698,1367,11092.0,MAST,HGNC
1397,MSC-AS1,MAT1,ENSG00000235531,48724,100132891.0,MAT1,HGNC
1398,PEA15,"HMAT1,MAT1,PED,PEA-15,MAT1H,HUMMAT1H,PED-PEA15,PED/PEA15",ENSG00000162734,8822,8682.0,MAT1,HGNC
1399,MNAT1,"MAT1,RNF66",ENSG00000020426,7181,4331.0,MAT1,HGNC
1400,CD79A,"MB-1,Ig-alpha,MB1,IGAlpha",ENSG00000105369,1698,973.0,MB1,HGNC
1401,PSMB5,MB1,ENSG00000100804,9542,5693.0,MB1,HGNC
1402,PRG2,"MBP,BMPG,proMBP",ENSG00000186652,9362,5553.0,MBP,HGNC
1403,MBL2,"COLEC1,MBP-C,MBP1,MBP",ENSG00000165471,6922,4153.0,MBP,HGNC
1404,HIVEP1,"CIRIP,MBP-1,CRYBP1,PRDII-BF1,ZAS1,Schnurri-1,ZNF40A",ENSG00000095951,4920,3096.0,MBP-1,HGNC
1405,ENO1,"PPH,MBP-1",ENSG00000074800,3350,2023.0,MBP-1,HGNC
1406,ATF7IP,"FLJ10688,p621,ATF7IP1,MCAF1,MCAF,AM",ENSG00000171681,20092,55729.0,MCAF,HGNC
1407,CCL2,"MCP1,MCP-1,MCAF,SMC-CF,GDCF-2,HC11,MGC9434",ENSG00000108691,10618,6347.0,MCAF,HGNC
1408,MUC1,"CD227,PEM,ADMCKD,ADMCKD1,MCKD,MCD,KL-6,EMA,Ca15-3",ENSG00000185499,7508,4582.0,MCD,HGNC
1409,MLYCD,"MCD,hMCD",ENSG00000103150,7150,23417.0,MCD,HGNC
1410,MCHR2,"SLT,MCH2,MCH2R",ENSG00000152034,20867,84539.0,MCH2,HGNC
1411,CASP6,"MCH2,caspase-6,CSP-6",ENSG00000138794,1507,839.0,MCH2,HGNC
1412,CSPG4,"MCSPG,MEL-CSPG,MSK16,NG2,MCSP,HMW-MAA,CSPG4A",ENSG00000173546,2466,1464.0,MCSP,HGNC
1413,GPX4,"PHGPx,MCSP",ENSG00000167468,4556,2879.0,MCSP,HGNC
1414,MCAT,"MT,MCT,fabD,FASN2C,NET62,MCT1",ENSG00000100294,29622,27349.0,MCT,HGNC
1415,SLC16A1,"MCT,MCT1",ENSG00000155380,10922,6566.0,MCT,HGNC
1416,MCAT,"MT,MCT,fabD,FASN2C,NET62,MCT1",ENSG00000100294,29622,27349.0,MCT1,HGNC
1417,SLC16A1,"MCT,MCT1",ENSG00000155380,10922,6566.0,MCT1,HGNC
1418,SLC16A3,"MCT3,MCT4",ENSG00000141526,10924,9123.0,MCT3,HGNC
1419,SLC16A8,"MCT3,REMP",ENSG00000100156,16270,23539.0,MCT3,HGNC
1420,SLC16A4,"MCT4,MCT5",ENSG00000168679,10925,9122.0,MCT4,HGNC
1421,SLC16A3,"MCT3,MCT4",ENSG00000141526,10924,9123.0,MCT4,HGNC
1422,SLC16A4,"MCT4,MCT5",ENSG00000168679,10925,9122.0,MCT5,HGNC
1423,SLC16A5,"MCT5,MCT6",ENSG00000170190,10926,9121.0,MCT5,HGNC
1424,SLC16A5,"MCT5,MCT6",ENSG00000170190,10926,9121.0,MCT6,HGNC
1425,SLC16A6,"MCT6,MCT7",ENSG00000108932,10927,9120.0,MCT6,HGNC
1426,SLC16A2,"XPCT,MCT8,MCT7,DXS128E",ENSG00000147100,10923,6567.0,MCT7,HGNC
1427,SLC16A6,"MCT6,MCT7",ENSG00000108932,10927,9120.0,MCT7,HGNC
1428,CELSR1,"ME2,HFMI2,FMI2,CDHF9,ADGRC1",ENSG00000075275,1850,9620.0,ME2,HGNC
1429,PCDHB11,"PCDH-BETA11,ME2",ENSG00000197479,8682,56125.0,ME2,HGNC
1430,COL9A2,MED,ENSG00000049089,2218,1298.0,MED,HGNC
1431,COMP,"MED,THBS5,TSP5,TSP-5",ENSG00000105664,2227,1311.0,MED,HGNC
1432,COL9A3,"IDD,MED,EDM3,FLJ90759,DJ885L7.4.1",ENSG00000092758,2219,1299.0,MED,HGNC
1433,LY6G6F-LY6G6D,"MEGT1,MEGT-1,G6F-LY6G6D",ENSG00000250641,38821,110599563.0,MEGT1,HGNC
1434,LY6G6D,"MEGT1,Ly6-D,G6D,LY6-D,NG25",ENSG00000244355,13935,58530.0,MEGT1,HGNC
1435,TMEM41A,MGC15397,ENSG00000163900,30544,90407.0,MGC15397,HGNC
1436,GLYATL1,"MGC15397,FLJ34646",ENSG00000166840,30519,92292.0,MGC15397,HGNC
1437,PHOSPHO2,MGC22679,ENSG00000144362,28316,493911.0,MGC22679,HGNC
1438,KLHL23,"MGC2610,FLJ37812,MGC22679",ENSG00000213160,27506,151230.0,MGC22679,HGNC
1439,CCDC24,MGC45441,ENSG00000159214,28688,149473.0,MGC45441,HGNC
1440,SVBP,MGC45441,ENSG00000177868,29204,374969.0,MGC45441,HGNC
1441,PRSS30P,"Disp,MGC5228",ENSG00000172460,28753,124221.0,MGC5228,HGNC
1442,SRSF1,"ASF,SF2,SRp30a,SF2p33,MGC5228",ENSG00000136450,10780,6426.0,MGC5228,HGNC
1443,CFAP100,"FLJ40083,MIA1",ENSG00000163885,26842,348807.0,MIA1,HGNC
1444,MIA,"CD-RAP,MIA1",ENSG00000261857,7076,8190.0,MIA1,HGNC
1445,GDF15,"PLAB,MIC-1,PDF,MIC1,NAG-1,PTGFB",ENSG00000130513,30142,9518.0,MIC1,HGNC
1446,RMC1,"MIC1,HsT2591",ENSG00000141452,24326,29919.0,MIC1,HGNC
1447,S100A9,"P14,MIF,NIF,LIAG,MRP14,MAC387,60B8AG,CGLB,MRP-14,S100-A9",ENSG00000163220,10499,6280.0,MIF,HGNC
1448,AMH,"MIF,MIS",ENSG00000104899,464,268.0,MIF,HGNC
1449,CENPC,"CENP-C,hcp-4,MIF2",ENSG00000145241,1854,1060.0,MIF2,HGNC
1450,DDT,"DDCT,MIF2,MIF-2,D-DT",ENSG00000099977,2732,1652.0,MIF2,HGNC
1451,MMP23B,"MIFR,MIFR-1",ENSG00000189409,7171,8510.0,MIFR,HGNC
1452,MMP23A,MIFR,ENSG00000215914,7170,8511.0,MIFR,HGNC
1453,MFSD1,"FLJ14153,UG0581B09,Minerva",ENSG00000118855,25874,64747.0,MINERVA,HGNC
1454,NIBAN2,"DKFZP434H0820,FLJ13518,FLJ22151,FLJ22298,bA356B19.6,MINERVA",ENSG00000136830,25282,64855.0,MINERVA,HGNC
1455,MINK1,"B55,MINK,ZC3,MAP4K6,YSK2",ENSG00000141503,17565,50488.0,MINK,HGNC
1456,KCNE1,"minK,IsK,JLNS2,LQT5",ENSG00000180509,6240,3753.0,MINK,HGNC
1457,SPEN,"KIAA0929,MINT,SHARP,RBM15C",ENSG00000065526,17575,23013.0,MINT,HGNC
1458,CISD3,"Miner2,MiNT",ENSG00000277972,27578,284106.0,MINT,HGNC
1459,MLXIPL,"WS-bHLH,MIO,CHREBP,MONDOB,bHLHd14",ENSG00000009950,12744,51085.0,MIO,HGNC
1460,MIOS,"FLJ20323,MIO,Sea4,Yulink",ENSG00000164654,21905,54468.0,MIO,HGNC
1461,TNPO1,"MIP,TRN,IPO2,MIP1",ENSG00000083312,6401,3842.0,MIP,HGNC
1462,MIPEP,MIP,ENSG00000027001,7104,4285.0,MIP,HGNC
1463,MAFIP,"FLJ35473,FLJ00219,FLJ39633,MIP,pp5644,TEKT4P4",ENSG00000274847,31102,727764.0,MIP,HGNC
1464,TRAPPC2,"TRS20,SEDT,MIP-2A,ZNF547L,hYP38334",ENSG00000196459,23068,6399.0,MIP-2A,HGNC
1465,CXCL2,"SCYB2,GROb,MIP-2a,MGSA-b,CINC-2a",ENSG00000081041,4603,2920.0,MIP-2A,HGNC
1466,TRAPPC2B,"SEDLP1,MIP-2A",ENSG00000256060,10710,10597.0,MIP-2A,HGNC
1467,TNPO1,"MIP,TRN,IPO2,MIP1",ENSG00000083312,6401,3842.0,MIP1,HGNC
1468,MAPKAP1,"MGC2745,SIN1,MIP1",ENSG00000119487,18752,79109.0,MIP1,HGNC
1469,RPTOR,"KOG1,Mip1,KIAA1303,raptor",ENSG00000141564,30287,57521.0,MIP1,HGNC
1470,MYLIP,"MIR,IDOL",ENSG00000007944,21155,29116.0,MIR,HGNC
1471,MLXIP,"MONDOA,KIAA0867,MIR,bHLHe36",ENSG00000175727,17055,22877.0,MIR,HGNC
1472,PIAS2,"PIASX-BETA,miz,PIASX-ALPHA,ZMIZ4,ARIP3",ENSG00000078043,17311,9063.0,MIZ,HGNC
1473,ZMIZ1,"RP11-519K18.1,KIAA1224,FLJ13541,hZIMP10,Zimp10,MIZ",ENSG00000108175,16493,57178.0,MIZ,HGNC
1474,MDK,"MK,FLJ27379",ENSG00000110492,6972,4192.0,MK,HGNC
1475,MVK,"LRBP,MK",ENSG00000110921,7530,4598.0,MK,HGNC
1476,MAPKAPK3,"3pK,MAPKAP3,3PK,MK-3,MK3",ENSG00000114738,6888,7867.0,MK3,HGNC
1477,KCNA3,"Kv1.3,MK3,HLK3,HPCN3,RP11-284N8.3",ENSG00000177272,6221,3738.0,MK3,HGNC
1478,ATP8A2,"ATPIB,ML-1",ENSG00000132932,13533,51761.0,ML-1,HGNC
1479,IL17F,"IL-17F,ML-1,ML1",ENSG00000112116,16404,112744.0,ML-1,HGNC
1480,MYLK,"MLCK,smMLCK,MYLK1,MLCK1,KRP,Telokin,MLCK108,MLCK210,MYLK-L",ENSG00000065534,7590,4638.0,MLCK,HGNC
1481,MYLK3,"caMLCK,MLCK",ENSG00000140795,29826,91807.0,MLCK,HGNC
1482,KMT2B,"KIAA0304,MLL2,TRX2,HRX2,WBP7,MLL1B,MLL4,CXXC10",ENSG00000272333,15840,9757.0,MLL4,HGNC
1483,KMT2D,"ALR,MLL4,CAGL114",ENSG00000167548,7133,8085.0,MLL4,HGNC
1484,CSRP3,"CLP,MLP,CMD1M",ENSG00000129170,2472,8048.0,MLP,HGNC
1485,MUC2,"MLP,MUC-2",ENSG00000198788,7512,4583.0,MLP,HGNC
1486,MARCKSL1,"F52,MacMARCKS,MLP1",ENSG00000175130,7142,65108.0,MLP1,HGNC
1487,ABCC6,"MRP6,EST349056,MLP1,URG7",ENSG00000091262,57,368.0,MLP1,HGNC
1488,GYPA,"GPA,MN,CD235a,PAS-2",ENSG00000170180,4702,2993.0,MN,HGNC
1489,CA9,"MN,CAIX",ENSG00000107159,1383,768.0,MN,HGNC
1490,OPN4,"MOP,melanopsin",ENSG00000122375,14449,94233.0,MOP,HGNC
1491,OPRM1,"MOR1,MOP",ENSG00000112038,8156,4988.0,MOP,HGNC
1492,BMAL1,"MOP3,JAP3,PASD3,bHLHe5,ARNTL1",ENSG00000133794,701,406.0,MOP3,HGNC
1493,SBNO1,"MOP3,FLJ10701,FLJ10833,Sno",ENSG00000139697,22973,55206.0,MOP3,HGNC
1494,NOX1,"NOH1,NOH-1,MOX1,GP91-2,NOH-1L",ENSG00000007952,7889,27035.0,MOX1,HGNC
1495,MEOX1,MOX1,ENSG00000005102,7013,4222.0,MOX1,HGNC
1496,LAMTOR3,"MP1,MAPBP,Ragulator3",ENSG00000109270,15606,8649.0,MP1,HGNC
1497,PITRM1,"MP1,KIAA1104,hMP1,PreP",ENSG00000107959,17663,10531.0,MP1,HGNC
1498,MTUS1,"MTSG1,KIAA1288,DKFZp586D1519,FLJ14295,ATIP1,MP44,ATBP,ICIS,ATIP3",ENSG00000129422,29789,57509.0,MP44,HGNC
1499,NUP35,MP44,ENSG00000163002,29797,129401.0,MP44,HGNC
1500,TTK,"MPS1,MPS1L1,CT96,MPH1",ENSG00000112742,12401,7272.0,MPS1,HGNC
1501,IDUA,"MPS1,MPSI",ENSG00000127415,5391,3425.0,MPS1,HGNC
1502,RPS27,"MPS-1,MPS1,S27,eS27",ENSG00000177954,10416,6232.0,MPS1,HGNC
1503,MORF4L1P1,MRG1,ENSG00000218283,20400,326591.0,MRG1,HGNC
1504,CITED2,MRG1,ENSG00000164442,1987,10370.0,MRG1,HGNC
1505,MEIS2,"MRG1,HsT18361",ENSG00000134138,7001,4212.0,MRG1,HGNC
1506,MEIS3,"MRG2,DKFZp547H236",ENSG00000105419,29537,56917.0,MRG2,HGNC
1507,MEIS3P1,MRG2,ENSG00000179277,7002,4213.0,MRG2,HGNC
1508,CILK1,"MRK,LCK2,KIAA0936,MGC46090",ENSG00000112144,21219,22858.0,MRK,HGNC
1509,MAP3K20,"MLTKalpha,MLTKbeta,ZAK,MLTK,MLK7,MRK",ENSG00000091436,17797,51776.0,MRK,HGNC
1510,MYL11,"MRLC2,HUMMLC2B",ENSG00000180209,29824,29895.0,MRLC2,HGNC
1511,MYL12B,MRLC2,ENSG00000118680,29827,103910.0,MRLC2,HGNC
1512,MRPL19,"MRP-L15,RPML15,KIAA0104,RLX1,bL19m",ENSG00000115364,14052,9801.0,MRP-L15,HGNC
1513,MRPL15,"RPML7,MRP-L7,HSPC145,L15mt,MRP-L15,uL15m",ENSG00000137547,14054,29088.0,MRP-L15,HGNC
1514,MRPL14,"RPML32,MRP-L32,uL14m",ENSG00000180992,14279,64928.0,MRP-L32,HGNC
1515,MRPL,"MRP-L32,RPML32",,14041,,MRP-L32,HGNC
1516,MRPL32,"HSPC283,L32mt,MRP-L32,bMRP-59b,bL32m",ENSG00000106591,14035,64983.0,MRP-L32,HGNC
1517,ABCC2,"DJS,MRP2,cMRP",ENSG00000023839,53,1244.0,MRP2,HGNC
1518,SYCE1L,MRP2,ENSG00000205078,37236,100130958.0,MRP2,HGNC
1519,KLHL1,"KIAA1490,MRP2,FLJ30047",ENSG00000150361,6352,57626.0,MRP2,HGNC
1520,S100A12,"p6,MRP6,CGRP,CAAF1,CAGC,ENRAGE",ENSG00000163221,10489,6283.0,MRP6,HGNC
1521,ABCC6,"MRP6,EST349056,MLP1,URG7",ENSG00000091262,57,368.0,MRP6,HGNC
1522,CFTR,"MRP7,ABC35,TNR-CFTR,dJ760C5.1,CFTR/MRP",ENSG00000001626,1884,1080.0,MRP7,HGNC
1523,ABCC10,"EST182763,MRP7,SIMRP7",ENSG00000124574,52,89845.0,MRP7,HGNC
1524,ABCC11,MRP8,ENSG00000121270,14639,85320.0,MRP8,HGNC
1525,ABCC8,"HI,PHHI,SUR1,MRP8,ABC36,HHF1,TNDM2",ENSG00000006071,59,6833.0,MRP8,HGNC
1526,S100A8,"P8,MRP8,MRP-8,60B8AG,CGLA,S100-A8",ENSG00000143546,10498,6279.0,MRP8,HGNC
1527,FN1,"MSF,CIG,LETS,GFND2,FINC,lnc-ABCA12-8",ENSG00000115414,3778,2335.0,MSF,HGNC
1528,PRG4,"JCAP,SZP,MSF,HAPO,bG174L6.2,FLJ32635",ENSG00000116690,9364,10216.0,MSF,HGNC
1529,POMC,"MSH,POC,CLIP,ACTH,NPP,LPH",ENSG00000115138,9201,5443.0,MSH,HGNC
1530,MSX2,"CRS2,FPP,HOX8,MSH,PFM",ENSG00000120149,7392,4488.0,MSH,HGNC
1531,MST1,"MSP,NF15S2",ENSG00000173531,7380,4485.0,MSP,HGNC
1532,LMLN,"Gp63,Msp,LMNL1",ENSG00000185621,15991,89782.0,MSP,HGNC
1533,MSMB,"PSP-94,PSP57,PSP94,IGBF,MSP,MSPB,PN44,PRPS,PSP",ENSG00000263639,7372,4477.0,MSP,HGNC
1534,GTPBP3,"MSS1,THDF1,GTPBG3,MTGP1,FLJ14700",ENSG00000130299,14880,84705.0,MSS1,HGNC
1535,PSMC2,"MSS1,S7,Nbla10058,RPT1",ENSG00000161057,9548,5701.0,MSS1,HGNC
1536,RABIF,mss4,ENSG00000183155,9797,5877.0,MSS4,HGNC
1537,PIP5K1B,"STM7,MSS4",ENSG00000107242,8995,8395.0,MSS4,HGNC
1538,MPST,"MST,TST2,TUM1",ENSG00000128309,7223,4357.0,MST,HGNC
1539,MSTO1,"FLJ10504,LST005,MST,misato",ENSG00000125459,29678,55154.0,MST,HGNC
1540,MAP3K10,"MST,MEKK10",ENSG00000130758,6849,4294.0,MST,HGNC
1541,METTL3,"Spo8,M6A,MT-A70",ENSG00000165819,17563,56339.0,MT-A70,HGNC
1542,PCIF1,"bA465L10.1,PPP1R121,CAPAM,MT-A70",ENSG00000100982,16200,63935.0,MT-A70,HGNC
1543,NCAPG2,"FLJ20311,MTB,CAP-G2,hCAP-G2",ENSG00000146918,21904,54892.0,MTB,HGNC
1544,MT1JP,MTB,ENSG00000255986,7402,4498.0,MTB,HGNC
1545,MELTF,"CD228,FLJ38863,MAP97,MGC4856,MTF1,MTf",ENSG00000163975,7037,4241.0,MTF,HGNC
1546,MT1L,"MTF,MT1R",ENSG00000260549,7404,4500.0,MTF,HGNC
1547,FTMT,MtF,ENSG00000181867,17345,94033.0,MTF,HGNC
1548,MYT1,"MTF1,MYTI,ZC2HC4A,NZF2,ZC2H2C1",ENSG00000196132,7622,4661.0,MTF1,HGNC
1549,MELTF,"CD228,FLJ38863,MAP97,MGC4856,MTF1,MTf",ENSG00000163975,7037,4241.0,MTF1,HGNC
1550,TRPM5,"LTRPC5,MTR1",ENSG00000070985,14323,29850.0,MTR1,HGNC
1551,CMTR1,"MTr1,ISG95",ENSG00000137200,21077,23070.0,MTR1,HGNC
1552,CMTR2,"FLJ11171,AFT,MTr2",ENSG00000180917,25635,55783.0,MTR2,HGNC
1553,NXT1,"P15,MTR2",ENSG00000132661,15913,29107.0,MTR2,HGNC
1554,TFAMP1,MTTF1,ENSG00000230444,11636,260341.0,MTTF1,HGNC
1555,TFAMP2,MTTF1,ENSG00000254798,11638,260340.0,MTTF1,HGNC
1556,BLOC1S5,"MU,dJ303A1.3",ENSG00000188428,18561,63915.0,MU,HGNC
1557,PSMA2,"MU,HC3,PMSA2",ENSG00000106588,9531,5683.0,MU,HGNC
1558,GSTM1,"MU,H-B",ENSG00000134184,4632,2944.0,MU,HGNC
1559,AP2M1,"AP50,mu2",ENSG00000161203,564,1173.0,MU2,HGNC
1560,AP1M2,"HSMU1B,mu2,AP1-mu2",ENSG00000129354,558,10053.0,MU2,HGNC
1561,TRAPPC1,"MUM2,BET5",ENSG00000170043,19894,58485.0,MUM2,HGNC
1562,WTAP,"KIAA0105,MGC3925,Mum2",ENSG00000146457,16846,9589.0,MUM2,HGNC
1563,ZMYM6,"ZNF198L4,MYM,Buster2,ZBED7,KIAA1353",ENSG00000163867,13050,9204.0,MYM,HGNC
1564,ZMYM4,"KIAA0425,ZNF198L3,MYM",ENSG00000146463,13055,9202.0,MYM,HGNC
1565,ZMYM2,"RAMP,FIM,MYM",ENSG00000121741,12989,7750.0,MYM,HGNC
1566,ZMYM1,"FLJ23151,MYM",ENSG00000197056,26253,79830.0,MYM,HGNC
1567,ZMYM5,"ZNF198L1,MYM",ENSG00000132950,13029,9205.0,MYM,HGNC
1568,ZMYM3,"ZNF198L2,DXS6673E,KIAA0385,MYM",ENSG00000147130,13054,9203.0,MYM,HGNC
1569,BCAS1,"NABC1,AIBC1,PMES-2",ENSG00000064787,974,8537.0,NABC1,HGNC
1570,SLC4A11,"dJ794I6.2,BTR1,NaBC1,FECD4",ENSG00000088836,16438,83959.0,NABC1,HGNC
1571,NACC1,"NAC1,NAC-1,BEND8,BTBD30",ENSG00000160877,20967,112939.0,NAC1,HGNC
1572,SCN1A,"Nav1.1,GEFSP2,HBSCI,NAC1,SMEI",ENSG00000144285,10585,6323.0,NAC1,HGNC
1573,NAGLU,NAG,ENSG00000108784,7632,4669.0,NAG,HGNC
1574,NBAS,NAG,ENSG00000151779,15625,51594.0,NAG,HGNC
1575,SCN7A,"Nav2.1,Nav2.2,NaG",ENSG00000136546,10594,6332.0,NAG,HGNC
1576,NAPSA,"NAP1,NAPA,Kdap,KAP",ENSG00000131400,13395,9476.0,NAP1,HGNC
1577,NAP1L1,"NRP,NAP1,NAP1L,MGC8688,MGC23410",ENSG00000187109,7637,4673.0,NAP1,HGNC
1578,ACOT8,"hACTE-III,hTE,PTE-2,NAP1",ENSG00000101473,15919,10005.0,NAP1,HGNC
1579,NCKAP1,"Nap1,HEM2,NAP125",ENSG00000061676,7666,10787.0,NAP1,HGNC
1580,AZI2,"NAP1,FLJ21939,AZ2",ENSG00000163512,24002,64343.0,NAP1,HGNC
1581,CXCL8,"SCYB8,LUCT,LECT,MDNCF,TSG-1,IL-8,NAP-1,3-10C,MONAP,AMCF-I,LYNAP,NAF,b-ENAP,GCP-1,K60,GCP1,NAP1",ENSG00000169429,6025,3576.0,NAP1,HGNC
1582,NAP1L1,"NRP,NAP1,NAP1L,MGC8688,MGC23410",ENSG00000187109,7637,4673.0,NAP1L,HGNC
1583,NAPSB,"NAP1L,NAP2,NAPB,NAPSBP",ENSG00000131401,13396,256236.0,NAP1L,HGNC
1584,NAPSB,"NAP1L,NAP2,NAPB,NAPSBP",ENSG00000131401,13396,256236.0,NAP2,HGNC
1585,NAP1L4,NAP2,ENSG00000205531,7640,4676.0,NAP2,HGNC
1586,SLC38A4,"PAAT,NAT3,ATA3,SNAT4",ENSG00000139209,14679,55089.0,NAT3,HGNC
1587,NAA20,"dJ1002M8.1,NAT3",ENSG00000173418,15908,51126.0,NAT3,HGNC
1588,SLC4A7,"NBC3,SBC2",ENSG00000033867,11033,9497.0,NBC3,HGNC
1589,SLC4A8,NBC3,ENSG00000050438,11034,9498.0,NBC3,HGNC
1590,TP63,"p51,SHFM4,EEC3,p63,p73L,OFC8,KET,p73H,NBP,p53CP,p40",ENSG00000073282,15979,8626.0,NBP,HGNC
1591,COASY,"DPCK,NBP,PPAT",ENSG00000068120,29932,80347.0,NBP,HGNC
1592,EXD3,"LOC54932,FLJ20433,mut-7,Nbr",ENSG00000187609,26023,54932.0,NBR,HGNC
1593,ARHGEF16,"NBR,GEF16",ENSG00000130762,15515,27237.0,NBR,HGNC
1594,IVNS1ABP,"NS1-BP,HSPC068,NS-1,KIAA0850,ND1,KLHL39,ARA3",ENSG00000116679,16951,10625.0,ND1,HGNC
1595,MT-ND1,"ND1,NAD1",ENSG00000198888,7455,4535.0,ND1,HGNC
1596,STK38,"NDR,NDR1",ENSG00000112079,17847,11329.0,NDR,HGNC
1597,HEMGN,"EDAG,CT155,NDR",ENSG00000136929,17509,55363.0,NDR,HGNC
1598,STK38,"NDR,NDR1",ENSG00000112079,17847,11329.0,NDR1,HGNC
1599,NDRG1,"DRG1,RTP,TDD5,NDR1",ENSG00000104419,7679,10397.0,NDR1,HGNC
1600,ELK3,"ERP,NET,SAP2",ENSG00000111145,3325,2004.0,NET,HGNC
1601,SLC6A2,NET,ENSG00000103546,11048,6530.0,NET,HGNC
1602,NTN1,"NTN1L,NET1",ENSG00000065320,8029,9423.0,NET1,HGNC
1603,PRPF38B,"FLJ10330,NET1",ENSG00000134186,25512,55119.0,NET1,HGNC
1604,KLK8,"HNP,TADG14,neuropsin,ovasin",ENSG00000129455,6369,11202.0,NEUROPSIN,HGNC
1605,OPN5,"neuropsin,dJ402H5.1",ENSG00000124818,19992,221391.0,NEUROPSIN,HGNC
1606,YY1,"NF-E1,DELTA,UCRBP,YIN-YANG-1,INO80S",ENSG00000100811,12856,7528.0,NF-E1,HGNC
1607,GATA1,"ERYF1,NFE1,GATA-1,NF-E1",ENSG00000102145,4170,2623.0,NF-E1,HGNC
1608,RNF5,"NG2,G16,RING5,RMA1",ENSG00000204308,10068,6048.0,NG2,HGNC
1609,CSPG4,"MCSPG,MEL-CSPG,MSK16,NG2,MCSP,HMW-MAA,CSPG4A",ENSG00000173546,2466,1464.0,NG2,HGNC
1610,MAP3K14,"NIK,HSNIK,FTDCR1B,HS",ENSG00000006062,6853,9020.0,NIK,HGNC
1611,MAP4K4,"HGK,NIK,FLH21957",ENSG00000071054,6866,9448.0,NIK,HGNC
1612,GIPC1,"TIP-2,Hs.6454,GIPC,SEMCAP,GLUT1CBP,SYNECTIN,NIP",ENSG00000123159,1226,10755.0,NIP,HGNC
1613,CRPPA,"hCG_1745121,IspD,Nip",ENSG00000214960,37276,729920.0,NIP,HGNC
1614,DUOXA1,"FLJ32334,NUMBIP,NIP,mol",ENSG00000140254,26507,90527.0,NIP,HGNC
1615,NECAB3,"XB51,dJ63M2.4,NIP1,dJ63M2.5,EFCBP3",ENSG00000125967,15851,63941.0,NIP1,HGNC
1616,BNIP1,"Nip1,SEC20",ENSG00000113734,1082,662.0,NIP1,HGNC
1617,NCBP2,"NIP1,CBP20,Cbc2",ENSG00000114503,7659,22916.0,NIP1,HGNC
1618,IL17B,"IL-17B,ZCYTO7,IL-20,MGC138900,MGC138901,NIRF",ENSG00000127743,5982,27190.0,NIRF,HGNC
1619,UHRF2,"RNF107,NIRF,URF2,MGC33463,TDRD23",ENSG00000147854,12557,115426.0,NIRF,HGNC
1620,GLDC,"GCSP,NKH",ENSG00000178445,4313,2731.0,NKH,HGNC
1621,AMT,"GCST,NKH",ENSG00000145020,473,275.0,NKH,HGNC
1622,TACR1,"SPR,NK1R,NKIR",ENSG00000115353,11526,6869.0,NKIR,HGNC
1623,CD300LF,"IREM1,NKIR,IGSF13,CD300f,CLM1",ENSG00000186074,29883,146722.0,NKIR,HGNC
1624,NKX6-2,"NKX6B,GTX,NKX6.1",ENSG00000148826,19321,84504.0,NKX6.1,HGNC
1625,NKX6-1,Nkx6.1,ENSG00000163623,7839,4825.0,NKX6.1,HGNC
1626,MMEL1,"SEP,NL1,NL2,NEPII",ENSG00000142606,14668,79258.0,NL2,HGNC
1627,ANGPTL4,"pp1158,PGAR,ARP4,HFARP,FIAF,NL2",ENSG00000167772,16039,51129.0,NL2,HGNC
1628,NLGN1,"KIAA1070,NLG1",ENSG00000169760,14291,22871.0,NLG1,HGNC
1629,KIRREL2,"NLG1,NEPH3,FILTRIN,DKFZp564A1164,MGC15718",ENSG00000126259,18816,84063.0,NLG1,HGNC
1630,OSCP1,NOR1,ENSG00000116885,29971,127700.0,NOR1,HGNC
1631,NR4A3,"CSMF,CHN,NOR1,MINOR",ENSG00000119508,7982,8013.0,NOR1,HGNC
1632,RPL10,"NOV,QM,DXS648E,DXS648,FLJ23544,L10,uL16",ENSG00000147403,10298,6134.0,NOV,HGNC
1633,PLXNA1,NOV,ENSG00000114554,9099,5361.0,NOV,HGNC
1634,ZNF384,"CAGH1A,CIZ,NMP4,NP",ENSG00000126746,11955,171017.0,NP,HGNC
1635,CTF2P,NP,ENSG00000230447,33173,100289419.0,NP,HGNC
1636,NXPH3,NPH3,ENSG00000182575,8077,11248.0,NPH3,HGNC
1637,NPHP3,"NPH3,KIAA2000,FLJ30691,FLJ36696,MKS7,SLSN3,CFAP31",ENSG00000113971,7907,27031.0,NPH3,HGNC
1638,NAP1L3,"MB20,NPL3,MGC26312",ENSG00000186310,7639,4675.0,NPL3,HGNC
1639,TAF15,"hTAFII68,RBP56,Npl3",ENSG00000270647,11547,8148.0,NPL3,HGNC
1640,NDOR1,"NR1,bA350O14.9,CIAE1",ENSG00000188566,29838,27158.0,NR1,HGNC
1641,GRIN1,"GluN1,NR1",ENSG00000176884,4584,2902.0,NR1,HGNC
1642,GABPA,"E4TF1A,NFT2,NRF2,E4TF1-60,NRF2A",ENSG00000154727,4071,2551.0,NRF2,HGNC
1643,NFE2L2,"NRF2,NRF-2",ENSG00000116044,7782,4780.0,NRF2,HGNC
1644,NEK4,"NRK2,pp12301",ENSG00000114904,11399,6787.0,NRK2,HGNC
1645,NMRK2,"MIBP,NRK2",ENSG00000077009,17871,27231.0,NRK2,HGNC
1646,OPTN,"FIP2,HYPL,FIP-2,TFIIIA-INTP,NRP,HIP7",ENSG00000123240,17142,10133.0,NRP,HGNC
