HGNC_ID,primary_gene_symbol,collision,source,NCBI_ID,ENSG_ID,alias_symbol
HGNC:15606,LAMTOR3,MP1,HGNC,GENE ID:8649,ENSG00000109270,"MAPBP,MP1,Ragulator3"
HGNC:29789,MTUS1,MP44,HGNC,GENE ID:57509,ENSG00000129422,"ATBP,ATIP1,ATIP3,DKFZp586D1519,FLJ14295,ICIS,KIAA1288,MP44,MTSG1"
HGNC:29797,NUP35,MP44,HGNC,GENE ID:129401,ENSG00000163002,MP44
HGNC:12401,TTK,MPS1,HGNC,GENE ID:7272,ENSG00000112742,"CT96,MPH1,MPS1,MPS1L1"
HGNC:10416,RPS27,MPS1,HGNC,GENE ID:6232,ENSG00000177954,"MPS-1,MPS1,S27,eS27"
HGNC:5391,IDUA,MPS1,HGNC,GENE ID:3425,ENSG00000127415,"MPS1,MPSI"
HGNC:56643,STEAP1B-AS2,MRF,HGNC,,ENSG00000232949,MRF
HGNC:1181,MYRF,MRF,HGNC,GENE ID:745,ENSG00000124920,"MRF,Ndt80,pqn-47"
HGNC:7001,MEIS2,MRG1,HGNC,GENE ID:4212,ENSG00000134138,"HsT18361,MRG1"
HGNC:1987,CITED2,MRG1,HGNC,GENE ID:10370,ENSG00000164442,MRG1
HGNC:20400,MORF4L1P1,MRG1,HGNC,GENE ID:326591,ENSG00000218283,MRG1
HGNC:29537,MEIS3,MRG2,HGNC,GENE ID:56917,ENSG00000105419,"DKFZp547H236,MRG2"
HGNC:7002,MEIS3P1,MRG2,HGNC,GENE ID:4213,ENSG00000179277,MRG2
HGNC:17797,MAP3K20,MRK,HGNC,GENE ID:51776,ENSG00000091436,"MLK7,MLTK,MLTKalpha,MLTKbeta,MRK,ZAK"
HGNC:21219,CILK1,MRK,HGNC,GENE ID:22858,ENSG00000112144,"KIAA0936,LCK2,MGC46090,MRK"
HGNC:29827,MYL12B,MRLC2,HGNC,GENE ID:103910,ENSG00000118680,MRLC2
HGNC:29824,MYL11,MRLC2,HGNC,GENE ID:29895,ENSG00000180209,"HUMMLC2B,MRLC2"
HGNC:14052,MRPL19,MRP-L15,HGNC,GENE ID:9801,ENSG00000115364,"KIAA0104,MRP-L15,RLX1,RPML15,bL19m"
HGNC:14054,MRPL15,MRP-L15,HGNC,GENE ID:29088,ENSG00000137547,"HSPC145,L15mt,MRP-L15,MRP-L7,RPML7,uL15m"
HGNC:14035,MRPL32,MRP-L32,HGNC,GENE ID:64983,ENSG00000106591,"HSPC283,L32mt,MRP-L32,bL32m,bMRP-59b"
HGNC:14279,MRPL14,MRP-L32,HGNC,GENE ID:64928,ENSG00000180992,"MRP-L32,RPML32,uL14m"
HGNC:53,ABCC2,MRP2,HGNC,GENE ID:1244,ENSG00000023839,"DJS,MRP2,cMRP"
HGNC:37236,SYCE1L,MRP2,HGNC,GENE ID:100130958,ENSG00000205078,MRP2
HGNC:6352,KLHL1,MRP2,HGNC,GENE ID:57626,ENSG00000150361,"FLJ30047,KIAA1490,MRP2"
HGNC:10489,S100A12,MRP6,HGNC,GENE ID:6283,ENSG00000163221,"CAAF1,CAGC,CGRP,ENRAGE,MRP6,p6"
HGNC:57,ABCC6,MRP6,HGNC,GENE ID:368,ENSG00000091262,"EST349056,MLP1,MRP6,URG7"
HGNC:1884,CFTR,MRP7,HGNC,GENE ID:1080,ENSG00000001626,"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"
HGNC:52,ABCC10,MRP7,HGNC,GENE ID:89845,ENSG00000124574,"EST182763,MRP7,SIMRP7"
HGNC:14639,ABCC11,MRP8,HGNC,GENE ID:85320,ENSG00000121270,MRP8
HGNC:10498,S100A8,MRP8,HGNC,GENE ID:6279,ENSG00000143546,"60B8AG,CGLA,MRP-8,MRP8,P8,S100-A8"
HGNC:59,ABCC8,MRP8,HGNC,GENE ID:6833,ENSG00000006071,"ABC36,HHF1,HI,MRP8,PHHI,SUR1,TNDM2"
HGNC:9364,PRG4,MSF,HGNC,GENE ID:10216,ENSG00000116690,"FLJ32635,HAPO,JCAP,MSF,SZP,bG174L6.2"
HGNC:3778,FN1,MSF,HGNC,GENE ID:2335,ENSG00000115414,"CIG,FINC,GFND2,LETS,MSF,lnc-ABCA12-8"
HGNC:9201,POMC,MSH,HGNC,GENE ID:5443,ENSG00000115138,"ACTH,CLIP,LPH,MSH,NPP,POC"
HGNC:7392,MSX2,MSH,HGNC,GENE ID:4488,ENSG00000120149,"CRS2,FPP,HOX8,MSH,PFM"
HGNC:7380,MST1,MSP,HGNC,GENE ID:4485,ENSG00000173531,"MSP,NF15S2"
HGNC:7372,MSMB,MSP,HGNC,GENE ID:4477,ENSG00000263639,"IGBF,MSP,MSPB,PN44,PRPS,PSP,PSP-94,PSP57,PSP94"
HGNC:14880,GTPBP3,MSS1,HGNC,GENE ID:84705,ENSG00000130299,"FLJ14700,GTPBG3,MSS1,MTGP1,THDF1"
HGNC:9548,PSMC2,MSS1,HGNC,GENE ID:5701,ENSG00000161057,"MSS1,Nbla10058,RPT1,S7"
HGNC:8995,PIP5K1B,MSS4,HGNC,GENE ID:8395,ENSG00000107242,"MSS4,STM7"
HGNC:6849,MAP3K10,MST,HGNC,GENE ID:4294,ENSG00000130758,"MEKK10,MST"
HGNC:29678,MSTO1,MST,HGNC,GENE ID:55154,ENSG00000125459,"FLJ10504,LST005,MST,misato"
HGNC:7223,MPST,MST,HGNC,GENE ID:4357,ENSG00000128309,"MST,TST2,TUM1"
HGNC:16200,PCIF1,MT-A70,HGNC,GENE ID:63935,ENSG00000100982,"CAPAM,MT-A70,PPP1R121,bA465L10.1"
HGNC:17563,METTL3,MT-A70,HGNC,GENE ID:56339,ENSG00000165819,"M6A,MT-A70,Spo8"
HGNC:21904,NCAPG2,MTB,HGNC,GENE ID:54892,ENSG00000146918,"CAP-G2,FLJ20311,MTB,hCAP-G2"
HGNC:7402,MT1JP,MTB,HGNC,GENE ID:4498,ENSG00000255986,MTB
HGNC:7404,MT1L,MTF,HGNC,GENE ID:4500,ENSG00000260549,"MT1LP,MT1R,MTF"
HGNC:7622,MYT1,MTF1,HGNC,GENE ID:4661,ENSG00000196132,"MTF1,MYTI,NZF2,ZC2H2C1,ZC2HC4A"
HGNC:7037,MELTF,MTF1,HGNC,GENE ID:4241,ENSG00000163975,"CD228,FLJ38863,MAP97,MGC4856,MTF1,MTf"
HGNC:14323,TRPM5,MTR1,HGNC,GENE ID:29850,ENSG00000070985,"LTRPC5,MTR1"
HGNC:15913,NXT1,MTR2,HGNC,GENE ID:29107,ENSG00000132661,"MTR2,P15"
HGNC:11638,TFAMP2,MTTF1,HGNC,GENE ID:260340,ENSG00000254798,MTTF1
HGNC:11636,TFAMP1,MTTF1,HGNC,GENE ID:260341,ENSG00000230444,MTTF1
HGNC:7037,MELTF,MTf,HGNC,GENE ID:4241,ENSG00000163975,"CD228,FLJ38863,MAP97,MGC4856,MTF1,MTf"
HGNC:21077,CMTR1,MTr1,HGNC,GENE ID:23070,ENSG00000137200,"ISG95,MTr1"
HGNC:25635,CMTR2,MTr2,HGNC,GENE ID:55783,ENSG00000180917,"AFT,FLJ11171,MTr2"
HGNC:4632,GSTM1,MU,HGNC,GENE ID:2944,ENSG00000134184,"H-B,MU"
HGNC:9531,PSMA2,MU,HGNC,GENE ID:5683,ENSG00000106588,"HC3,MU,PMSA2"
HGNC:18561,BLOC1S5,MU,HGNC,GENE ID:63915,ENSG00000188428,"MU,dJ303A1.3"
HGNC:19894,TRAPPC1,MUM2,HGNC,GENE ID:58485,ENSG00000170043,"BET5,MUM2"
HGNC:26253,ZMYM1,MYM,HGNC,GENE ID:79830,ENSG00000197056,"FLJ23151,MYM"
HGNC:13029,ZMYM5,MYM,HGNC,GENE ID:9205,ENSG00000132950,"MYM,ZNF198L1"
HGNC:13050,ZMYM6,MYM,HGNC,GENE ID:9204,ENSG00000163867,"Buster2,KIAA1353,MYM,ZBED7,ZNF198L4"
HGNC:13054,ZMYM3,MYM,HGNC,GENE ID:9203,ENSG00000147130,"DXS6673E,KIAA0385,MYM,ZNF198L2"
HGNC:13055,ZMYM4,MYM,HGNC,GENE ID:9202,ENSG00000146463,"KIAA0425,MYM,ZNF198L3"
HGNC:12989,ZMYM2,MYM,HGNC,GENE ID:7750,ENSG00000121741,"FIM,MYM,RAMP"
HGNC:17192,TIRAP,Mal,HGNC,GENE ID:114609,ENSG00000150455,"Mal,wyatt"
HGNC:14005,PEG10,Mart2,HGNC,GENE ID:23089,ENSG00000242265,"HB-1,KIAA1051,MEF3L,Mar2,Mart2,RGAG3,RTL2,SIRH1"
HGNC:1367,SPACA9,Mast,HGNC,GENE ID:11092,ENSG00000165698,Mast
HGNC:27578,CISD3,MiNT,HGNC,GENE ID:284106,ENSG00000277972,"MiNT,Miner2"
HGNC:25874,MFSD1,Minerva,HGNC,GENE ID:64747,ENSG00000118855,"FLJ14153,Minerva,SLC72A1,UG0581B09"
HGNC:30287,RPTOR,Mip1,HGNC,GENE ID:57521,ENSG00000141564,"KIAA1303,KOG1,Mip1,raptor"
HGNC:15991,LMLN,Msp,HGNC,GENE ID:89782,ENSG00000185621,"Gp63,LMNL1,Msp"
HGNC:17345,FTMT,MtF,HGNC,GENE ID:94033,ENSG00000181867,MtF
HGNC:16846,WTAP,Mum2,HGNC,GENE ID:9589,ENSG00000146457,"KIAA0105,MGC3925,Mum2"
HGNC:974,BCAS1,NABC1,HGNC,GENE ID:8537,ENSG00000064787,"AIBC1,NABC1,PMES-2"
HGNC:20967,NACC1,NAC1,HGNC,GENE ID:112939,ENSG00000160877,"BEND8,BTBD30,NAC-1,NAC1"
HGNC:10585,SCN1A,NAC1,HGNC,GENE ID:6323,ENSG00000144285,"GEFSP2,HBSCI,NAC1,Nav1.1,SMEI"
HGNC:7632,NAGLU,NAG,HGNC,GENE ID:4669,ENSG00000108784,NAG
HGNC:15625,NBAS,NAG,HGNC,GENE ID:51594,ENSG00000151779,NAG
HGNC:13395,NAPSA,NAP1,HGNC,GENE ID:9476,ENSG00000131400,"KAP,Kdap,NAP1,NAPA"
HGNC:6025,CXCL8,NAP1,HGNC,GENE ID:3576,ENSG00000169429,"3-10C,AMCF-I,GCP-1,GCP1,IL-8,K60,LECT,LUCT,LYNAP,MDNCF,MONAP,NAF,NAP-1,NAP1,SCYB8,TSG-1,b-ENAP"
HGNC:15919,ACOT8,NAP1,HGNC,GENE ID:10005,ENSG00000101473,"NAP1,PTE-2,hACTE-III,hTE"
HGNC:24002,AZI2,NAP1,HGNC,GENE ID:64343,ENSG00000163512,"AZ2,FLJ21939,NAP1"
HGNC:7637,NAP1L1,NAP1,HGNC,GENE ID:4673,ENSG00000187109,"MGC23410,MGC8688,NAP1,NAP1L,NRP"
HGNC:13396,NAPSB,NAP1L,HGNC,GENE ID:256236,ENSG00000131401,"NAP1L,NAP2,NAPB,NAPSBP"
HGNC:7637,NAP1L1,NAP1L,HGNC,GENE ID:4673,ENSG00000187109,"MGC23410,MGC8688,NAP1,NAP1L,NRP"
HGNC:7640,NAP1L4,NAP2,HGNC,GENE ID:4676,ENSG00000205531,NAP2
HGNC:13396,NAPSB,NAP2,HGNC,GENE ID:256236,ENSG00000131401,"NAP1L,NAP2,NAPB,NAPSBP"
HGNC:48622,NR2F1-AS1,NAS1,HGNC,GENE ID:441094,ENSG00000237187,"FLJ42709,NAS1"
HGNC:10916,SLC13A1,NAS1,HGNC,GENE ID:6561,ENSG00000081800,"NAS1,NaSi-1"
HGNC:14679,SLC38A4,NAT3,HGNC,GENE ID:55089,ENSG00000139209,"ATA3,NAT3,PAAT,SNAT4"
HGNC:15908,NAA20,NAT3,HGNC,GENE ID:51126,ENSG00000173418,"NAT3,dJ1002M8.1"
HGNC:11033,SLC4A7,NBC3,HGNC,GENE ID:9497,ENSG00000033867,"NBC3,SBC2"
HGNC:11034,SLC4A8,NBC3,HGNC,GENE ID:9498,ENSG00000050438,NBC3
HGNC:29932,COASY,NBP,HGNC,GENE ID:80347,ENSG00000068120,"DPCK,NBP,PPAT"
HGNC:15979,TP63,NBP,HGNC,GENE ID:8626,ENSG00000073282,"EEC3,KET,NBP,OFC8,SHFM4,p40,p51,p53CP,p63,p73H,p73L"
HGNC:15515,ARHGEF16,NBR,HGNC,GENE ID:27237,ENSG00000130762,"GEF16,NBR"
HGNC:7455,MT-ND1,ND1,HGNC,GENE ID:4535,ENSG00000198888,"NAD1,ND1"
HGNC:16951,IVNS1ABP,ND1,HGNC,GENE ID:10625,ENSG00000116679,"ARA3,HSPC068,KIAA0850,KLHL39,ND1,NS-1,NS1-BP"
HGNC:17847,STK38,NDR,HGNC,GENE ID:11329,ENSG00000112079,"NDR,NDR1"
HGNC:17509,HEMGN,NDR,HGNC,GENE ID:55363,ENSG00000136929,"CT155,EDAG,NDR"
HGNC:7679,NDRG1,NDR1,HGNC,GENE ID:10397,ENSG00000104419,"DRG1,NDR1,RTP,TDD5"
HGNC:17847,STK38,NDR1,HGNC,GENE ID:11329,ENSG00000112079,"NDR,NDR1"
HGNC:3325,ELK3,NET,HGNC,GENE ID:2004,ENSG00000111145,"ERP,NET,SAP2"
HGNC:11048,SLC6A2,NET,HGNC,GENE ID:6530,ENSG00000103546,NET
HGNC:8029,NTN1,NET1,HGNC,GENE ID:9423,ENSG00000065320,"NET1,NTN1L"
HGNC:25512,PRPF38B,NET1,HGNC,GENE ID:55119,ENSG00000134186,"FLJ10330,NET1"
HGNC:12856,YY1,NF-E1,HGNC,GENE ID:7528,ENSG00000100811,"DELTA,INO80S,NF-E1,UCRBP,YIN-YANG-1"
HGNC:4170,GATA1,NF-E1,HGNC,GENE ID:2623,ENSG00000102145,"ERYF1,GATA-1,NF-E1,NFE1"
HGNC:10068,RNF5,NG2,HGNC,GENE ID:6048,ENSG00000204308,"G16,NG2,RING5,RMA1"
HGNC:2466,CSPG4,NG2,HGNC,GENE ID:1464,ENSG00000173546,"CSPG4A,HMW-MAA,MCSP,MCSPG,MEL-CSPG,MSK16,NG2"
HGNC:6853,MAP3K14,NIK,HGNC,GENE ID:9020,ENSG00000006062,"FTDCR1B,HS,HSNIK,NIK"
HGNC:6866,MAP4K4,NIK,HGNC,GENE ID:9448,ENSG00000071054,"FLH21957,HGK,NIK"
HGNC:26507,DUOXA1,NIP,HGNC,GENE ID:90527,ENSG00000140254,"FLJ32334,NIP,NUMBIP,mol"
HGNC:1226,GIPC1,NIP,HGNC,GENE ID:10755,ENSG00000123159,"GIPC,GLUT1CBP,Hs.6454,NIP,SEMCAP,SYNECTIN,TIP-2"
HGNC:15851,NECAB3,NIP1,HGNC,GENE ID:63941,ENSG00000125967,"EFCBP3,NIP1,XB51,dJ63M2.4,dJ63M2.5"
HGNC:7659,NCBP2,NIP1,HGNC,GENE ID:22916,ENSG00000114503,"CBP20,Cbc2,NIP1"
HGNC:12557,UHRF2,NIRF,HGNC,GENE ID:115426,ENSG00000147854,"MGC33463,NIRF,RNF107,TDRD23,URF2"
HGNC:5982,IL17B,NIRF,HGNC,GENE ID:27190,ENSG00000127743,"IL-17B,IL-20,MGC138900,MGC138901,NIRF,ZCYTO7"
HGNC:4313,GLDC,NKH,HGNC,GENE ID:2731,ENSG00000178445,"GCSP,NKH"
HGNC:473,AMT,NKH,HGNC,GENE ID:275,ENSG00000145020,"GCST,NKH"
HGNC:29883,CD300LF,NKIR,HGNC,GENE ID:146722,ENSG00000186074,"CD300f,CLM1,IGSF13,IREM1,NKIR"
HGNC:11526,TACR1,NKIR,HGNC,GENE ID:6869,ENSG00000115353,"NK1R,NKIR,SPR"
HGNC:19321,NKX6-2,NKX6.1,HGNC,GENE ID:84504,ENSG00000148826,"GTX,NKX6.1,NKX6B"
HGNC:16039,ANGPTL4,NL2,HGNC,GENE ID:51129,ENSG00000167772,"ARP4,FIAF,HFARP,NL2,PGAR,pp1158"
HGNC:14668,MMEL1,NL2,HGNC,GENE ID:79258,ENSG00000142606,"NEPII,NL1,NL2,SEP"
HGNC:18816,KIRREL2,NLG1,HGNC,GENE ID:84063,ENSG00000126259,"DKFZp564A1164,FILTRIN,MGC15718,NEPH3,NLG1"
HGNC:14291,NLGN1,NLG1,HGNC,GENE ID:22871,ENSG00000169760,"KIAA1070,NLG1"
HGNC:7982,NR4A3,NOR1,HGNC,GENE ID:8013,ENSG00000119508,"CHN,CSMF,MINOR,NOR1"
HGNC:29971,OSCP1,NOR1,HGNC,GENE ID:127700,ENSG00000116885,NOR1
HGNC:10298,RPL10,NOV,HGNC,GENE ID:6134,ENSG00000147403,"DXS648,DXS648E,FLJ23544,L10,NOV,QM,uL16"
HGNC:9099,PLXNA1,NOV,HGNC,GENE ID:5361,ENSG00000114554,NOV
HGNC:33173,CTF2P,NP,HGNC,GENE ID:100289419,ENSG00000230447,NP
HGNC:11955,ZNF384,NP,HGNC,GENE ID:171017,ENSG00000126746,"CAGH1A,CIZ,NMP4,NP"
HGNC:7907,NPHP3,NPH3,HGNC,GENE ID:27031,ENSG00000113971,"CFAP31,FLJ30691,FLJ36696,KIAA2000,MKS7,NPH3,SLSN3"
HGNC:8077,NXPH3,NPH3,HGNC,GENE ID:11248,ENSG00000182575,NPH3
HGNC:7639,NAP1L3,NPL3,HGNC,GENE ID:4675,ENSG00000186310,"MB20,MGC26312,NPL3"
HGNC:29838,NDOR1,NR1,HGNC,GENE ID:27158,ENSG00000188566,"CIAE1,NR1,bA350O14.9"
HGNC:4584,GRIN1,NR1,HGNC,GENE ID:2902,ENSG00000176884,"GluN1,NR1"
HGNC:4071,GABPA,NRF2,HGNC,GENE ID:2551,ENSG00000154727,"E4TF1-60,E4TF1A,NFT2,NRF2,NRF2A"
HGNC:7782,NFE2L2,NRF2,HGNC,GENE ID:4780,ENSG00000116044,"NRF-2,NRF2"
HGNC:11399,NEK4,NRK2,HGNC,GENE ID:6787,ENSG00000114904,"NRK2,pp12301"
HGNC:17871,NMRK2,NRK2,HGNC,GENE ID:27231,ENSG00000077009,"MIBP,NRK2"
HGNC:8004,NRP1,NRP,HGNC,GENE ID:8829,ENSG00000099250,"CD304,NRP,VEGF165R"
HGNC:7637,NAP1L1,NRP,HGNC,GENE ID:4673,ENSG00000187109,"MGC23410,MGC8688,NAP1,NAP1L,NRP"
HGNC:17142,OPTN,NRP,HGNC,GENE ID:10133,ENSG00000123240,"FIP-2,FIP2,HIP7,HYPL,NRP,TFIIIA-INTP"
HGNC:29931,GNL3,NS,HGNC,GENE ID:26354,ENSG00000163938,"C77032,E2IG3,MGC800,NS,Nug1"
HGNC:15464,SPINK5,NS,HGNC,GENE ID:11005,ENSG00000133710,"DKFZp686K19184,FLJ21544,FLJ97536,FLJ97596,FLJ99794,LEKTI,LETKI,NETS,NS,VAKTI"
HGNC:7818,NHLH2,NSCL2,HGNC,GENE ID:4808,ENSG00000177551,"NSCL2,bHLHa34"
HGNC:11535,TAF1,NSCL2,HGNC,GENE ID:6872,ENSG00000147133,"DYT3/TAF1,KAT4,NSCL2,TAFII250"
HGNC:29897,NSMCE1,NSE1,HGNC,GENE ID:197370,ENSG00000169189,NSE1
HGNC:20743,LRATD1,NSE1,HGNC,GENE ID:151354,ENSG00000162981,"FLJ35392,NSE1"
HGNC:26513,NSMCE2,NSE2,HGNC,GENE ID:286053,ENSG00000156831,"FLJ32440,MMS21,NSE2,ZMIZ7"
HGNC:24166,LRATD2,NSE2,HGNC,GENE ID:157638,ENSG00000168672,"BCMP101,NSE2"
HGNC:973,BCAR3,NSP2,HGNC,GENE ID:8412,ENSG00000137936,"AND-34,MIG7,NSP2,SH2D3B"
HGNC:10468,RTN2,NSP2,HGNC,GENE ID:6253,ENSG00000125744,"NSP2,NSPL1"
HGNC:10647,CX3CL1,NTN,HGNC,GENE ID:6376,ENSG00000006210,"ABCD-3,C3Xkine,CXC3,CXC3C,NTN"
HGNC:8007,NRTN,NTN,HGNC,GENE ID:4902,ENSG00000171119,NTN
HGNC:31675,YTHDF2,NY-REN-2,HGNC,GENE ID:51441,ENSG00000198492,"CAHL,HGRG8,NY-REN-2"
HGNC:19865,YTHDF2P1,NY-REN-2,HGNC,GENE ID:400209,ENSG00000270503,"HGRG8,NY-REN-2"
HGNC:16438,SLC4A11,NaBC1,HGNC,GENE ID:83959,ENSG00000088836,"BTR1,FECD4,NaBC1,dJ794I6.2"
HGNC:10594,SCN7A,NaG,HGNC,GENE ID:6332,ENSG00000136546,"NaG,Nav2.1,Nav2.2"
HGNC:7666,NCKAP1,Nap1,HGNC,GENE ID:10787,ENSG00000061676,"HEM2,NAP125,Nap1"
HGNC:26023,EXD3,Nbr,HGNC,GENE ID:54932,ENSG00000187609,"FLJ20433,LOC54932,Nbr,mut-7"
HGNC:37276,CRPPA,Nip,HGNC,GENE ID:729920,ENSG00000214960,"IspD,Nip,hCG_1745121"
HGNC:1082,BNIP1,Nip1,HGNC,GENE ID:662,ENSG00000113734,"Nip1,SEC20"
HGNC:7839,NKX6-1,Nkx6.1,HGNC,GENE ID:4825,ENSG00000163623,Nkx6.1
HGNC:11547,TAF15,Npl3,HGNC,GENE ID:8148,ENSG00000270647,"Npl3,RBP56,hTAFII68"
HGNC:18120,SLC22A11,OAT4,HGNC,GENE ID:55867,ENSG00000168065,OAT4
HGNC:16261,SLC22A9,OAT4,HGNC,GENE ID:114571,ENSG00000149742,"FLJ23666,OAT4,OAT7,UST3"
HGNC:20302,SLC22A16,OAT6,HGNC,GENE ID:85413,ENSG00000004809,"CT2,FLIPT2,OAT6,OKB1"
HGNC:3972,FSTL1,OCC-1,HGNC,GENE ID:11167,ENSG00000163430,"FRP,FSL1,OCC-1,OCC1,tsc36"
HGNC:35164,C12orf75,OCC-1,HGNC,GENE ID:387882,ENSG00000235162,"AGD3,OCC-1,OCC1"
HGNC:3972,FSTL1,OCC1,HGNC,GENE ID:11167,ENSG00000163430,"FRP,FSL1,OCC-1,OCC1,tsc36"
HGNC:35164,C12orf75,OCC1,HGNC,GENE ID:387882,ENSG00000235162,"AGD3,OCC-1,OCC1"
HGNC:11909,TNFRSF11B,OCIF,HGNC,GENE ID:4982,ENSG00000164761,"OCIF,TR1"
HGNC:1126,BTF3P11,OCIF,HGNC,GENE ID:690,ENSG00000118903,"HUMBTFB,OCIF,OPG,TNFRSF11B"
HGNC:10963,SLC22A1,OCT1,HGNC,GENE ID:6580,ENSG00000175003,OCT1
HGNC:9212,POU2F1,OCT1,HGNC,GENE ID:5451,ENSG00000143190,OCT1
HGNC:10966,SLC22A2,OCT2,HGNC,GENE ID:6582,ENSG00000112499,OCT2
HGNC:9213,POU2F2,OCT2,HGNC,GENE ID:5452,ENSG00000028277,OCT2
HGNC:10967,SLC22A3,OCT3,HGNC,GENE ID:6581,ENSG00000146477,"EMT,OCT3"
HGNC:9221,POU5F1,OCT3,HGNC,GENE ID:5460,ENSG00000204531,"MGC22487,OCT-4,OCT3,Oct3/4,Oct4"
HGNC:8109,ODC1,ODC,HGNC,GENE ID:4953,ENSG00000115758,ODC
HGNC:12563,UMPS,ODC,HGNC,GENE ID:7372,ENSG00000114491,"ODC,OPRT"
HGNC:14411,SLC25A21,ODC,HGNC,GENE ID:89874,ENSG00000183032,"ODC,ODC1"
HGNC:16432,AZIN1,ODC1L,HGNC,GENE ID:51582,ENSG00000155096,"OAZI,ODC1L"
HGNC:29957,AZIN2,ODC1L,HGNC,GENE ID:113451,ENSG00000142920,"KIAA1945,ODC-p,ODC1L,ODCp"
HGNC:20473,BRIP1,OF,HGNC,GENE ID:83990,ENSG00000136492,"BACH1,FANCJ,OF"
HGNC:11241,SPI1,OF,HGNC,GENE ID:6688,ENSG00000066336,"OF,PU.1,SFPI1,SPI-1,SPI-A"
HGNC:8347,OR5I1,OLF1,HGNC,GENE ID:10798,ENSG00000167825,"HSOlf1,OLF1"
HGNC:3126,EBF1,OLF1,HGNC,GENE ID:1879,ENSG00000164330,"COE1,OLF1"
HGNC:8370,OR7A2P,OLF4p,HGNC,GENE ID:390894,ENSG00000172148,"OLF4p,OR19-18,hg1003"
HGNC:8364,OR7A1P,OLF4p,HGNC,GENE ID:390895,ENSG00000268834,"OLF4p,OR19-3,hg513"
HGNC:21650,BMP8A,OP-2,HGNC,GENE ID:353500,ENSG00000183682,"OP-2,Op2"
HGNC:1075,BMP8B,OP-2,HGNC,GENE ID:656,ENSG00000116985,OP-2
HGNC:8381,OR7E10P,OR11-1,HGNC,GENE ID:10823,ENSG00000254724,OR11-1
HGNC:15304,OR7E126P,OR11-1,HGNC,GENE ID:81176,ENSG00000254593,"OR11-1,hg500"
HGNC:8458,OR7E8P,OR11-11a,HGNC,GENE ID:346708,ENSG00000177400,OR11-11a
HGNC:8424,OR7E4P,OR11-11a,HGNC,GENE ID:8585,ENSG00000255261,OR11-11a
HGNC:8370,OR7A2P,OR19-18,HGNC,GENE ID:390894,ENSG00000172148,"OLF4p,OR19-18,hg1003"
HGNC:8374,OR7C2,OR19-18,HGNC,GENE ID:26658,ENSG00000127529,OR19-18
HGNC:21575,AHI1,ORF1,HGNC,GENE ID:54806,ENSG00000135541,"FLJ20069,JBTS3,ORF1"
HGNC:15486,NCKIPSD,ORF1,HGNC,GENE ID:51517,ENSG00000213672,"AF3P21,DIP1,ORF1,SPIN90,WASLBP,WISH"
HGNC:18340,WDR19,ORF26,HGNC,GENE ID:57728,ENSG00000157796,"CFAP66,DYF-2,FAP66,FLJ23127,IFT144,KIAA1638,NPHP13,ORF26,Oseg6,Pwdmp"
HGNC:10263,RP1,ORP1,HGNC,GENE ID:6101,ENSG00000104237,"DCDC4A,ORP1"
HGNC:16398,OSBPL1A,ORP1,HGNC,GENE ID:114876,ENSG00000141447,"ORP-1,ORP1"
HGNC:6164,ITGBL1,OSCP,HGNC,GENE ID:9358,ENSG00000198542,"OSCP,TIED"
HGNC:850,ATP5PO,OSCP,HGNC,GENE ID:539,ENSG00000241837,"ATPO,OSCP"
HGNC:2728,DDOST,OST,HGNC,GENE ID:1650,ENSG00000244038,"KIAA0115,OST,OST48,WBP1"
HGNC:14576,MCF2L,OST,HGNC,GENE ID:23263,ENSG00000126217,"ARHGEF14,DBS,KIAA0362,OST"
HGNC:4849,HCRTR2,OX2R,HGNC,GENE ID:3062,ENSG00000137252,"ORXR2,OX2R,OXR2"
HGNC:24235,CD200R1,OX2R,HGNC,GENE ID:131450,ENSG00000163606,"CD200R,HCRTR2,OX2R"
HGNC:29867,SLC22A20P,Oat6,HGNC,GENE ID:440044,ENSG00000197847,"FLJ16331,Oat6"
HGNC:18351,SHISA8,Orf26,HGNC,GENE ID:440829,ENSG00000234965,Orf26
HGNC:10371,RPLP0,P0,HGNC,GENE ID:6175,ENSG00000089157,"L10E,LP0,P0,PRLP0,RPP0,uL10"
HGNC:7225,MPZ,P0,HGNC,GENE ID:4359,ENSG00000158887,"CMT2I,CMT2J,HMSNIB,P0"
HGNC:9360,PRF1,P1,HGNC,GENE ID:5551,ENSG00000180644,"HPLH2,P1,PFP"
HGNC:10372,RPLP1,P1,HGNC,GENE ID:6176,ENSG00000137818,"LP1,P1"
HGNC:14372,SCYL1,P105,HGNC,GENE ID:57410,ENSG00000142186,"GKLP,HT019,MGC78454,NKTL,P105,TAPK,TEIF,TRAP"
HGNC:14369,ENDOU,P11,HGNC,GENE ID:8909,ENSG00000111405,"P11,PP11,PRSS26"
HGNC:10487,S100A10,P11,HGNC,GENE ID:6281,ENSG00000197747,"42C,CLP11,P11"
HGNC:15608,NOLC1,P130,HGNC,GENE ID:9221,ENSG00000166197,"KIAA0035,NOPP130,NOPP140,P130,Srp40"
HGNC:15879,CTNNBL1,P14,HGNC,GENE ID:56259,ENSG00000132792,"FLJ21108,NAP,NYD-SP19,P14,P14L"
