,ENSG_ID,gene_symbol,HGNC_ID,alias_symbol
5596,ENSG00000124812,CRISP1,304,"AEGL1,ARP,CRISP-1,HSCRISP1D,HSCRISP1G,HUMARP"
5597,ENSG00000124813,RUNX2,10472,"AML3,CBFA1,CCD,CCD1,PEBP2A1,PEBP2AA1"
5598,ENSG00000124818,OPN5,19992,"DJ402H5.1,NEUROPSIN,TMEM13"
5599,ENSG00000124827,GCM2,4198,"GCMB,HGCMB"
5600,ENSG00000124831,LRRFIP1,6702,"FLAP-1,FLIIAP1,GCF-2,GCF2,HUFI-1,TRIP"
5601,ENSG00000124835,,,
5602,ENSG00000124839,RAB17,16523,
5603,ENSG00000124875,CXCL6,10643,"CKA-3,GCP-2,SCYB6"
5604,ENSG00000124882,EREG,3443,ER
5605,ENSG00000124900,TRIM51,19023,"SPRYD5,TRIM51A"
5606,ENSG00000124915,MYRF-AS1,24506,DKFZP434K028
5607,ENSG00000124920,MYRF,1181,"C11ORF9,MRF,NDT80,PQN-47"
5608,ENSG00000124935,SCGB1D2,18396,"LIPB,LPHB"
5609,ENSG00000124939,SCGB2A1,7051,"LPHC,MGB2,MGC71973,UGB3"
5610,ENSG00000124942,AHNAK,347,"AHNAK1,MGC5395"
5611,ENSG00000125037,EMC3,23999,TMEM111
5612,ENSG00000125046,SSUH2,24809,"C3ORF32,FLS485,SSU-2"
5613,ENSG00000125084,WNT1,12774,INT1
5614,ENSG00000125089,SH3TC1,26009,FLJ20356
5615,ENSG00000125107,CNOT1,7877,"AD-005,CDC39,KIAA1007,NOT1,NOT1H"
5616,ENSG00000125122,FBXL9P,13605,"FBL9,FBXL9,LRRC29"
5617,ENSG00000125124,BBS2,967,BBS
5618,ENSG00000125144,MT1G,7399,"MT1,MT1K"
5619,ENSG00000125148,MT2A,7406,MT2
5620,ENSG00000125149,PHAF1,29564,"C16ORF6,C16ORF70,FLJ12076,LIN-10,LIN10,MYTHO"
5621,ENSG00000125166,GOT2,4433,"KAT4,KATIV,KYAT4,MASPAT,MITAAT"
5622,ENSG00000125170,DOK4,19868,FLJ10488
5623,ENSG00000125207,PIWIL1,9007,"CT80.1,HIWI,PIWI"
5624,ENSG00000125245,GPR18,4472,DRV2
5625,ENSG00000125246,CLYBL,18355,CLB
5626,ENSG00000125247,TMTC4,25904,"FLJ14624,FLJ22153"
5627,ENSG00000125249,RAP2A,9861,"K-REV,RAP2"
5628,ENSG00000125255,SLC10A2,10906,"ASBT,IBAT,ISBT,NTCP2"
5629,ENSG00000125257,ABCC4,55,"EST170205,MOAT-B,MOATB,MRP4"
5630,ENSG00000125266,EFNB2,3227,"EPLG5,HTK-L,HTKL,LERK5,MGC126226,MGC126227,MGC126228"
5631,ENSG00000125285,SOX21,11197,SOX25
5632,ENSG00000125304,TM9SF2,11865,"LNC-PCIR,P76"
5633,ENSG00000125319,HROB,28460,"C17ORF53,MCM8IP,MGC3130"
5634,ENSG00000125337,KIF25,6390,KNSL3
5635,ENSG00000125347,IRF1,6116,MAR
5636,ENSG00000125351,UPF3B,20439,"HUPF3B,MRX62,MRX82,RENT3B,UPF3BP1,UPF3BP2,UPF3BP3,UPF3X"
5637,ENSG00000125352,RNF113A,12974,"CWC24,RNF113,ZNF183"
5638,ENSG00000125354,SEPTIN6,15848,"KIAA0128,MGC16619,MGC20339,SEP2,SEPT2,SEPT6"
5639,ENSG00000125355,TMEM255A,26086,"FAM70A,FLJ20716"
5640,ENSG00000125356,NDUFA1,7683,"CI-MWFE,MWFE"
5641,ENSG00000125363,AMELX,461,"AIH1,AMG"
5642,ENSG00000125375,DMAC2L,18799,"ATP5S,ATPW,HSU79253"
5643,ENSG00000125378,BMP4,1071,BMP2B
5644,ENSG00000125384,PTGER2,9594,EP2
5645,ENSG00000125385,RPL32P21,36363,
5646,ENSG00000125386,FAM193A,16822,"C4ORF8,RES4-22"
5647,ENSG00000125388,GRK4,4543,"GPRK2L,GPRK4"
5648,ENSG00000125398,SOX9,11204,"CMD1,CMPD1,SRA1"
5649,ENSG00000125409,TEKT3,14293,FLJ32828
5650,ENSG00000125414,MYH2,7572,"IBM3,MYH2A,MYHAS8,MYHC-2A,MYHC-IIA,MYHSA2"
5651,ENSG00000125430,HS3ST3B1,5198,"30ST3B1,3OST3B1"
5652,ENSG00000125434,SLC25A35,31921,FLJ40217
5653,ENSG00000125445,MRPS7,14499,"MRP-S,RP-S7,RPMS7,US7M"
5654,ENSG00000125447,GGA3,17079,KIAA0154
5655,ENSG00000125449,ARMC7,26168,FLJ22160
5656,ENSG00000125450,NUP85,8734,"FLJ12549,NUP75"
5657,ENSG00000125454,SLC25A19,14409,"DNC,MCPHA,MUP1,TPC"
5658,ENSG00000125457,MIF4GD,24030,"AD023,MGC45027,MIFD,SLIP1"
5659,ENSG00000125458,NT5C,17144,"CDN,DNT-1,DNT1,PN-I,UMPH2"
5660,ENSG00000125459,MSTO1,29678,"FLJ10504,LST005,MISATO,MST"
5661,ENSG00000125462,MIR9-1HG,30780,"C1ORF61,CROC4"
5662,ENSG00000125482,TTF1,12397,
5663,ENSG00000125484,GTF3C4,4667,"KAT12,TFIIIC90"
5664,ENSG00000125485,DDX31,16715,"FLJ13633,FLJ14578,FLJ23349,PPP1R25"
5665,ENSG00000125492,BARHL1,953,
5666,ENSG00000125498,KIR2DL1,6329,"47.11,CD158A,CL-42,NKAT1,P58.1"
5667,ENSG00000125503,PPP1R12C,14947,"AAVS1,DKFZP434D0412,LENG3,MBS85,P84,P85"
5668,ENSG00000125505,MBOAT7,15505,"BB1,HMBOA-7,LENG4,LPIAT1,LPLAT,LPLAT11"
5669,ENSG00000125508,SRMS,11298,"C20ORF148,DJ697K14.1,PTK70,SRM"
5670,ENSG00000125510,OPRL1,8155,"KOR-3,NOCIR,NOPR,OOR,ORL1,PNOCR"
5671,ENSG00000125514,LINC00029,16184,"BA305P22.4,C20ORF51,NCRNA00029"
5672,ENSG00000125520,SLC2A4RG,15930,"GEF,HDBP1,SI-1-2,SI-1-2-19"
5673,ENSG00000125522,NPBWR2,4530,GPR8
5674,ENSG00000125531,FNDC11,28764,"C20ORF195,MGC5356"
5675,ENSG00000125533,BHLHE23,16093,"BA305P22.3,BETA4,BHLHB4"
5676,ENSG00000125534,PPDPF,16142,"C20ORF149,DJ697K14.9,EXDPF"
5677,ENSG00000125538,IL1B,5992,"IL-1B,IL1-BETA,IL1F2"
5678,ENSG00000125551,PLGLB2,9073,PLGP1
5679,ENSG00000125571,IL37,15563,"FIL1,FIL1(ZETA),FIL1Z,IL-1F7,IL-1H4,IL-1RP1,IL1F7"
5680,ENSG00000125611,CHCHD5,17840,"C2ORF9,MGC11104,MIC14,MIX14"
5681,ENSG00000125618,PAX8,8622,PAX-8
5682,ENSG00000125629,INSIG2,20452,
5683,ENSG00000125630,POLR1B,20454,"FLJ10816,FLJ21921,RPA135,RPA2,RPO1-2"
5684,ENSG00000125631,HTR5BP,16291,"5-HT5B,GPR134,HTR5B"
5685,ENSG00000125633,CCDC93,25611,FLJ10996
5686,ENSG00000125637,PSD4,19096,"EFA6B,TIC"
5687,ENSG00000125648,SLC25A23,19375,"APC2,FLJ30339,MGC2615"
5688,ENSG00000125650,PSPN,9579,PSP
5689,ENSG00000125651,GTF2F1,4652,"BTF4,RAP74,TF2F1,TFIIF"
5690,ENSG00000125652,ALKBH7,21306,"MGC10974,SPATA11"
5691,ENSG00000125656,CLPP,2084,
5692,ENSG00000125657,TNFSF9,11939,"4-1BB-L,4-1BBL,CD137L"
5693,ENSG00000125675,GRIA3,4573,"GLUA3,GLUR-3,GLUR-C,GLUR-K3,GLUR3,GLURC,IGLUR3,MRX94"
5694,ENSG00000125676,THOC2,19073,"CXORF3,DJ506G2.1,MRX12,MRX35,THO2"
5695,ENSG00000125686,MED1,9234,"CRSP1,CRSP200,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2"
5696,ENSG00000125691,RPL23,10316,"L23,RPL17,UL14"
5697,ENSG00000125695,,,
5698,ENSG00000125703,ATG4C,16040,"APG4C,AUTL1,AUTL3,FLJ14867"
5699,ENSG00000125726,CD70,11937,"CD27-L,CD27L,CD27LG,TNFSF7"
5700,ENSG00000125730,C3,1318,"ARMD9,C3A,C3B,CPAMD1"
5701,ENSG00000125731,SH2D3A,16885,NSP1
5702,ENSG00000125733,TRIP10,12304,"CIP4,HSTP,STOT,STP"
5703,ENSG00000125734,GPR108,17829,LUSTR2
5704,ENSG00000125735,TNFSF14,11930,"CD258,HVEM-L,LIGHT,LTG"
5705,ENSG00000125740,FOSB,3797,"AP-1,DKFZP686C0818,G0S3,GOS3,GOSB,MGC42291"
5706,ENSG00000125741,OPA3,8142,"FLJ22187,MGA3"
5707,ENSG00000125743,SNRPD2,11159,"SM-D2,SNRPD1"
5708,ENSG00000125744,RTN2,10468,"NSP2,NSPL1,SPG12"
5709,ENSG00000125746,EML2,18035,"ELP70,EMAP-2,EMAP2"
5710,ENSG00000125753,VASP,12652,
5711,ENSG00000125755,SYMPK,22935,"PTA1,SPK,SYM"
5712,ENSG00000125772,GPCPD1,26957,"GDE5,GDPD6,KIAA1434"
5713,ENSG00000125775,SDCBP2,15756,"SITAC18,ST-2"
5714,ENSG00000125779,PANK2,15894,"C20ORF48,FLJ11729,HARP,HSS,NBIA1,PKAN"
5715,ENSG00000125780,TGM3,11779,TGE
5716,ENSG00000125787,GNRH2,4420,
5717,ENSG00000125788,DEFB126,15900,"BA530N10.1,C20ORF8,DEFB-26"
5718,ENSG00000125798,FOXA2,5022,HNF3B
5719,ENSG00000125804,FAM182A,16222,"BB329D4.1,C20ORF91,C20ORF91A"
5720,ENSG00000125810,CD93,15855,"C1QR(P),C1QR1,C1QRP,CDW93,DJ737E23.1,ECSM3,MXRA4"
5721,ENSG00000125812,GZF1,15808,"DJ322G13.2,ZBTB23,ZNF336"
5722,ENSG00000125813,PAX1,8615,
5723,ENSG00000125814,NAPB,15751,"SNAP-BETA,SNAPB"
5724,ENSG00000125815,CST8,2480,"CRES,CTES5"
5725,ENSG00000125816,NKX2-4,7837,"NKX2.4,NKX2D"
5726,ENSG00000125817,CENPB,1852,
5727,ENSG00000125818,PSMF1,9571,PI31
5728,ENSG00000125820,NKX2-2,7835,"NKX2.2,NKX2B"
5729,ENSG00000125821,DTD1,16219,"BA379J5.3,BA555E18.1,C20ORF88,DUEB,HARS2,MGC119131,MGC41905,PQN-68"
5730,ENSG00000125823,CSTL1,15958,"CTES1,DJ322G13.4"
5731,ENSG00000125826,RBCK1,15864,"C20ORF18,HOIL1,RBCK2,RNF54,UBCE7IP3,XAP4,ZRANB4"
5732,ENSG00000125827,TMX4,25237,"DJ971N18.2,KIAA1162,PDIA14,TXNDC13"
5733,ENSG00000125831,CST11,15959,"CST8L,CTES2,DJ322G13.6"
5734,ENSG00000125834,STK35,16254,"BA550O8.2,CLIK1"
5735,ENSG00000125835,SNRPB,11153,"COD,SM-B/B',SMB/SMB',SNRNP-B,SNRPB1"
5736,ENSG00000125841,NRSN2,16229,"C20ORF98,DJ1103G7.6"
5737,ENSG00000125843,AP5S1,15875,"C20ORF29,FLJ11168"
5738,ENSG00000125844,RRBP1,10448,"ES/130,HES,P180"
5739,ENSG00000125845,BMP2,1069,BMP2A
5740,ENSG00000125846,ZNF133,12917,"PHZ-13,PHZ-66,ZNF150"
5741,ENSG00000125848,FLRT3,3762,
5742,ENSG00000125850,OVOL2,15804,"BA504H3.3,CHED,CHED1,HOVO2,ZNF339"
5743,ENSG00000125851,PCSK2,8744,"NEC2,PC2,SPC2"
5744,ENSG00000125861,GFRA4,13821,
5745,ENSG00000125863,MKKS,7108,BBS6
5746,ENSG00000125864,BFSP1,1040,"CP115,CP94,FILENSIN,LIFL-H"
5747,ENSG00000125868,DSTN,15750,"ACTDP,ADF"
5748,ENSG00000125869,LAMP5,16097,"BAD-LAMP,C20ORF103,DJ1119D9.3,UNC-46"
5749,ENSG00000125870,SNRPB2,11155,"MSL1,U2B''"
5750,ENSG00000125871,MGME1,16205,"BA504H3.4,C20ORF72,DDK1"
5751,ENSG00000125872,LRRN4,16208,"C20ORF75,DJ1056H1.1,NLRR4"
5752,ENSG00000125875,TBC1D20,16133,"C20ORF140,DJ852M4.2"
5753,ENSG00000125877,ITPA,6176,"C20ORF37,DJ794I6.3,HLC14-06-P"
5754,ENSG00000125878,TCF15,11627,"BHLHA40,EC2,PARAXIS"
5755,ENSG00000125879,OTOR,8517,"FDP,MIAL,MIAL1"
5756,ENSG00000125885,MCM8,16147,"C20ORF154,DJ967N21.5,MGC119522,MGC119523,MGC12866,MGC4816,REC"
5757,ENSG00000125888,BANF2,16172,"BAF-L,BAF2,BAFL,C20ORF179,DJ803K15.1"
5758,ENSG00000125895,TMEM74B,15893,"C20ORF46,FLJ11190"
5759,ENSG00000125898,FAM110A,16188,"BA371L19.3,C20ORF55"
5760,ENSG00000125899,LINC02871,16180,"C20ORF187,DJ727I10.1"
5761,ENSG00000125900,SIRPD,16248,"DJ576H24.4,PTPNS1L2"
5762,ENSG00000125901,MRPS26,14045,"C20ORF193,DJ534B8.3,MRP-S13,MRP-S26,MS26,RPMS13"
5763,ENSG00000125903,DEFB129,16218,"BA530N10.3,C20ORF87,DEFB-29"
5764,ENSG00000125910,S1PR4,3170,EDG6
5765,ENSG00000125912,NCLN,26923,"NET59,NICALIN"
5766,ENSG00000125931,CITED1,1986,MSG1
5767,ENSG00000125944,HNRNPR,5047,"HNRNP-R,HNRPR"
5768,ENSG00000125945,ZNF436,20814,"KIAA1710,ZFP46"
5769,ENSG00000125952,MAX,6913,"BHLHD4,BHLHD5,BHLHD6,BHLHD7,BHLHD8"
5770,ENSG00000125954,CHURC1-FNTB,42960,
5771,ENSG00000125962,ARMCX5,25772,"FLJ12969,GASP5"
5772,ENSG00000125965,GDF5,4220,"BMP14,CDMP1"
5773,ENSG00000125966,MMP24,7172,MT5-MMP
5774,ENSG00000125967,NECAB3,15851,"APBA2BP,DJ63M2.4,DJ63M2.5,EFCBP3,NIP1,SYTIP2,XB51"
5775,ENSG00000125968,ID1,5360,"BHLHB24,DJ857M17.1.2"
5776,ENSG00000125970,RALY,15921,"HNRPCL2,P542"
5777,ENSG00000125971,DYNLRB1,15468,"DNCL2A,DNLC2A,ROBLD1"
5778,ENSG00000125975,C20orf173,16166,DJ477O4.4
5779,ENSG00000125977,EIF2S2,3266,"EIF2,EIF2BETA,PPP1R67"
5780,ENSG00000125991,ERGIC3,15927,"C20ORF47,CGI-54,ERV46,NY-BR-84,PRO0989,SDBCAG84"
5781,ENSG00000125995,ROMO1,16185,"BA353C18.2,C20ORF52,MTGMP"
5782,ENSG00000125997,BPIFB9P,16109,"C20ORF115,DJ1187J4.2"
5783,ENSG00000125998,FAM83C,16121,"C20ORF128,DJ614O4.7"
5784,ENSG00000125999,BPIFB1,16108,"BA49G10.6,C20ORF114,DJ1187J4.1,LPLUNC1,MGC14597,VEMSGP"
5785,ENSG00000126001,CEP250,1859,"C-NAP1,CEP2"
5786,ENSG00000126003,PLAGL2,9047,ZNF900
5787,ENSG00000126005,MMP24OS,44421,MMP24-AS1
5788,ENSG00000126010,GRPR,4609,"BB2,BB2R,BRS2"
5789,ENSG00000126012,KDM5C,11114,"DXS1272E,JARID1C,MRX13,SMCX,XE169"
5790,ENSG00000126016,AMOT,17810,KIAA1071
5791,ENSG00000126062,TMEM115,30055,PL6
5792,ENSG00000126067,PSMB2,9539,HC7-I
5793,ENSG00000126070,AGO3,18421,"EIF2C3,FLJ12765,HAGO3"
5794,ENSG00000126088,UROD,12591,
5795,ENSG00000126091,ST3GAL3,10866,"MRT12,SIAT6"
5796,ENSG00000126106,TMEM53,26186,"FLJ22353,NET4"
5797,ENSG00000126107,HECTD3,26117,FLJ21156
5798,ENSG00000126214,KLC1,6387,"HKLC1B,HKLC1G,HKLC1J,HKLC1N,HKLC1P,HKLC1R,HKLC1S,KLC,KNS2,KNS2A"
5799,ENSG00000126215,XRCC3,12830,
5800,ENSG00000126216,TUBGCP3,18598,"GCP3,SPBC98,SPC98P"
5801,ENSG00000126217,MCF2L,14576,"ARHGEF14,DBS,KIAA0362,OST"
5802,ENSG00000126218,F10,3528,
5803,ENSG00000126226,PCID2,25653,FLJ11305
5804,ENSG00000126231,PROZ,9460,PZ
5805,ENSG00000126233,SLURP1,18746,"ANUP,ARS,ARSB,LY6-MT,LY6LS,MDM"
5806,ENSG00000126243,LRFN3,28370,"FIGLER1,MGC2656,SALM4"
5807,ENSG00000126246,IGFLR1,23620,"FLJ22573,TMEM149,U2AF1L4"
5808,ENSG00000126247,CAPNS1,1481,"30K,CANP,CANPS,CAPN4,CDPS"
5809,ENSG00000126249,PDCD2L,28194,MGC13096
5810,ENSG00000126251,GPR42,4500,"FFAR3L,GPR41L,GPR42P"
5811,ENSG00000126254,RBM42,28117,MGC10433
5812,ENSG00000126259,KIRREL2,18816,"DKFZP564A1164,FILTRIN,MGC15718,NEPH3,NLG1"
5813,ENSG00000126261,UBA2,30661,"FLJ13058,HRIHFB2115,SAE2"
5814,ENSG00000126262,FFAR2,4501,"FFA2R,GPR43"
5815,ENSG00000126264,HCST,16977,"DAP10,DKFZP586C1522,KAP10,PIK3AP"
5816,ENSG00000126266,FFAR1,4498,"FFA1R,GPR40"
5817,ENSG00000126267,COX6B1,2280,"COX6B,COXG"
5818,ENSG00000126337,KRT36,6454,KRTHA6
5819,ENSG00000126351,THRA,11796,"AR7,C-ERBA,C-ERBA-1,EAR-7.1/EAR-7.2,ERBA,ERBA1,NR1A1,THRA1,THRA2,THRA3,THRALPHA,THRALPHA1,THRALPHA2,TRALPHA,TRALPHA1,TRALPHA2"
5820,ENSG00000126353,CCR7,1608,"BLR2,CD197,CDW197,CMKBR7,EBI1"
5821,ENSG00000126368,NR1D1,7962,"EAR-1,HREV,REV-ERBAALPHA,REVERBA,REVERBALPHA,THRA1,THRAL"
5822,ENSG00000126391,FRMD8,25462,"FKSG44,FLJ90369,ITAP"
5823,ENSG00000126432,PRDX5,9355,"ACR1,AOEB166,B166,MGC117264,MGC142283,MGC142285,PLP,PMP20,PRDX6,PRXV,SBBI10"
5824,ENSG00000126453,BCL2L12,13787,
5825,ENSG00000126456,IRF3,6118,
5826,ENSG00000126457,PRMT1,5187,"ANM1,HCP1,HRMT1L2"
5827,ENSG00000126458,RRAS,10447,"R-RAS,RRAS1"
5828,ENSG00000126460,PRRG2,9470,PRGP2
5829,ENSG00000126461,SCAF1,30403,"FLJ00034,SR-A1"
5830,ENSG00000126464,PRR12,29217,KIAA1205
5831,ENSG00000126467,TSKS,30719,"PPP1R161,TSSKS"
5832,ENSG00000126500,FLRT1,3760,"MGC21624,SPG68"
5833,ENSG00000126522,ASL,746,ASAL
5834,ENSG00000126524,SBDS,19440,"CGI-97,FLJ10917,SDO1,SDS,SWDS"
5835,ENSG00000126545,CSN1S1,2445,"CASA,CSN1"
5836,ENSG00000126549,STATH,11369,STR
5837,ENSG00000126550,HTN1,5283,HIS1
5838,ENSG00000126561,STAT5A,11366,"MGF,STAT5"
5839,ENSG00000126562,WNK4,14544,PRKWNK4
5840,ENSG00000126581,BECN1,1034,"ATG6,VPS30"
5841,ENSG00000126583,PRKCG,9402,"MGC57564,PKCC,PKCG,SCA14"
5842,ENSG00000126602,TRAP1,16264,"HSP75,HSP90L"
5843,ENSG00000126603,GLIS2,29450,NPHP7
5844,ENSG00000126653,NSRP1,25305,"CCDC55,DKFZP434K1421,NSRP70"
5845,ENSG00000126698,DNAJC8,15470,SPF31
5846,ENSG00000126705,AHDC1,25230,"DJ159A19.3,RP1-159A19.1"
5847,ENSG00000126709,IFI6,4054,"6-16,FAM14C,G1P3,IFI-6-16,IFI616"
5848,ENSG00000126733,DACH2,16814,
5849,ENSG00000126746,ZNF384,11955,"CAGH1A,CIZ,NMP4,NP,TNRC1"
5850,ENSG00000126749,EMG1,16912,"C2F,GRCC2F,NEP1"
5851,ENSG00000126752,SSX1,11335,CT5.1
5852,ENSG00000126756,UXT,12641,"ART-27,SKP2,STAP1"
5853,ENSG00000126759,CFP,8864,PFC
5854,ENSG00000126767,ELK1,3321,
5855,ENSG00000126768,TIMM17B,17310,"DXS9822,JM3"
5856,ENSG00000126773,PCNX4,20349,"C14ORF135,PCNXL4"
5857,ENSG00000126775,ATG14,19962,"ATG14L,KIAA0831"
5858,ENSG00000126777,KTN1,6467,"CG1,KIAA0004,KNT"
5859,ENSG00000126778,SIX1,10887,DFNA23
5860,ENSG00000126785,RHOJ,688,"ARHJ,FLJ14445,RASL7B,TCL"
5861,ENSG00000126787,DLGAP5,16864,"DLG1,DLG7,HURP,KIAA0008"
5862,ENSG00000126790,L3HYPDH,20488,"C14ORF149,FLJ25436"
5863,ENSG00000126803,HSPA2,5235,
5864,ENSG00000126804,ZBTB1,20259,"KIAA0997,ZNF909"
5865,ENSG00000126814,TRMT5,23141,"KIAA1393,TRM5"
5866,ENSG00000126821,SGPP1,17720,
5867,ENSG00000126822,PLEKHG3,20364,"ARHGEF43,KIAA0599"
5868,ENSG00000126838,PZP,9750,CPAMD6
5869,ENSG00000126856,PRDM7,9351,ZNF910
5870,ENSG00000126858,RHOT1,21168,"ARHT1,FLJ11040,MIRO-1,MIRO1"
5871,ENSG00000126860,EVI2A,3499,"EVDA,EVI2"
5872,ENSG00000126861,OMG,8135,"OMGP,OMGP"
5873,ENSG00000126870,DYNC2I1,21862,"CFAP163,DIC6,FAP163,FLJ10300,WDR60"
5874,ENSG00000126878,AIF1L,28904,"C9ORF58,FLJ12783,IBA2"
5875,ENSG00000126882,FAM78A,25465,"C9ORF59,FLJ00024"
5876,ENSG00000126883,NUP214,8064,"CAIN,CAN,D9S46E,N214"
5877,ENSG00000126890,CTAG2,2492,"CAMEL,CT6.2A,CT6.2B,ESO2,LAGE-1,LAGE-1A,LAGE-1B,LAGE1,MGC138724,MGC3803"
5878,ENSG00000126895,AVPR2,897,"DIR,DIR3,V2R"
5879,ENSG00000126903,SLC10A3,22979,"DXS253E,P3"
5880,ENSG00000126934,MAP2K2,6842,"MEK2,MKK2,PRKMK2"
5881,ENSG00000126945,HNRNPH2,5042,"FTP3,HNRNPH',HNRPH',HNRPH2"
5882,ENSG00000126947,ARMCX1,18073,"ALEX1,GASP7"
5883,ENSG00000126950,TMEM35A,25864,"FLJ14084,NACHO,TMEM35,TUF-1"
5884,ENSG00000126952,NXF5,8075,
5885,ENSG00000126953,TIMM8A,11817,"DDP,DFN1,MTS"
5886,ENSG00000126970,ZC4H2,24931,"HCA127,KIAA1166,MCS,MRXS4,WWS"
5887,ENSG00000127022,CANX,1473,"CNX,IP90,P90"
5888,ENSG00000127054,INTS11,26052,"CPSF3L,CPSF73L,FLJ20542,INT11,RC-68"
5889,ENSG00000127074,RGS13,9995,
5890,ENSG00000127080,IPPK,14645,"C9ORF12,FLJ13163,INSP5K2,IP5K,IPK1"
5891,ENSG00000127081,ZNF484,23385,"BA526D8.4,FLJ33884"
5892,ENSG00000127083,OMD,8134,"OSTEOADHERIN,SLRR2C"
5893,ENSG00000127084,FGD3,16027,"FLJ00004,ZFYVE5"
5894,ENSG00000127124,HIVEP3,13561,"FLJ16752,KBP-1,KBP1,KIAA1555,KRC,SCHNURRI-3,SHN3,ZAS3,ZNF40C"
5895,ENSG00000127125,PPCS,25686,FLJ11838
5896,ENSG00000127129,EDN2,3177,ET2
5897,ENSG00000127152,BCL11B,13222,"CTIP-2,CTIP2,HRIT1-ALPHA,SMARCM2,ZNF856B"
5898,ENSG00000127184,COX7C,2292,
5899,ENSG00000127191,TRAF2,12032,"RNF117,TRAP3"
5900,ENSG00000127220,ABHD8,23759,"FLJ11743,MGC14280,MGC2512"
5901,ENSG00000127241,MASP1,6901,"CRARF,MAP-1,MAP44,MASP,MASP-3,PRSS5"
5902,ENSG00000127249,ATP13A4,25422,"DKFZP761I1011,FLJ37958"
5903,ENSG00000127252,PLAAT1,14922,"A-C1,H-REV107,HRASLS,HRASLS1,PLA/AT1,PLAAT-1"
5904,ENSG00000127311,HELB,17196,
5905,ENSG00000127314,RAP1B,9857,"DKFZP586H0723,K-REV,RAL1B"
5906,ENSG00000127318,IL22,14900,"IL-21,IL-22,IL-D110,IL-TIF,ILTIF,MGC79382,MGC79384,TIFA,TIFIL-23,ZCYTO18"
5907,ENSG00000127324,TSPAN8,11855,"CO-029,TM4SF3"
5908,ENSG00000127325,BEST3,17105,"MGC13168,MGC40411,VMD2L3"
5909,ENSG00000127328,RAB3IP,16508,"FLJ22548,RABIN3,RABIN8"
5910,ENSG00000127329,PTPRB,9665,PTPB
5911,ENSG00000127334,DYRK2,3093,
5912,ENSG00000127337,YEATS4,24859,"GAS41,NUBI-1,YAF9"
5913,ENSG00000127362,TAS2R3,14910,T2R3
5914,ENSG00000127364,TAS2R4,14911,T2R4
5915,ENSG00000127366,TAS2R5,14912,T2R5
5916,ENSG00000127377,CRYGN,20458,
5917,ENSG00000127399,LRRC61,21704,"FLJ31392,HSPC295,MGC3036"
5918,ENSG00000127412,TRPV5,3145,"CAT2,ECAC1"
5919,ENSG00000127415,IDUA,5391,"MPS1,MPSI"
5920,ENSG00000127418,FGFRL1,3693,FGFR5
5921,ENSG00000127419,TMEM175,28709,MGC4618
5922,ENSG00000127423,AUNIP,28363,"AIBP,C1ORF135,MGC2603"
5923,ENSG00000127445,PIN1,8988,DOD
5924,ENSG00000127452,FBXL12,13611,"FBL12,FLJ20188"
5925,ENSG00000127463,EMC1,28957,KIAA0090
5926,ENSG00000127472,PLA2G5,9038,
5927,ENSG00000127481,UBR4,30313,"KIAA0462,KIAA1307,P600,RBAF600,ZUBR1"
5928,ENSG00000127483,HP1BP3,24973,HP1-BP74
5929,ENSG00000127507,ADGRE2,3337,"CD312,EMR2"
5930,ENSG00000127511,SIN3B,19354,KIAA0700
5931,ENSG00000127515,OR7A10,8356,
5932,ENSG00000127526,SLC35E1,20803,FLJ14251
5933,ENSG00000127527,EPS15L1,24634,EPS15R
5934,ENSG00000127528,KLF2,6347,LKLF
5935,ENSG00000127529,OR7C2,8374,"OR19-18,OR7C3"
5936,ENSG00000127530,OR7C1,8373,"OR19-5,OR7C4"
5937,ENSG00000127533,F2RL3,3540,PAR4
5938,ENSG00000127540,UQCR11,30862,"QCR10,UQCR"
5939,ENSG00000127554,GFER,4236,"ALR,ERV1,HERV1,HPO1,HPO2,HSS"
5940,ENSG00000127561,SYNGR3,11501,
5941,ENSG00000127564,PKMYT1,29650,"MYT1,PPP1R126"
5942,ENSG00000127578,WFIKKN1,30912,"C16ORF12,RJD2,WFDC20A,WFIKKN"
5943,ENSG00000127580,WDR24,20852,"C16ORF21,DKFZP434F054,JFP7"
5944,ENSG00000127585,FBXL16,14150,"C16ORF22,FBL16,MGC33974"
5945,ENSG00000127586,CHTF18,18435,"C16ORF41,C321D2.4,CHL12,CTF18"
5946,ENSG00000127588,GNG13,14131,"G(GAMMA)13,H2-35"
5947,ENSG00000127589,TUBBP1,12414,
5948,ENSG00000127603,MACF1,13664,"ABP620,ACF7,FLJ45612,FLJ46776,KIAA0465,KIAA0754,KIAA1251,LNC-PMIF,MACF"
5949,ENSG00000127616,SMARCA4,11100,"BAF190,BRG1,FLJ39786,HSNF2B,SNF2,SNF2-BETA,SNF2L4,SNF2LB,SWI2"
5950,ENSG00000127663,KDM4B,29136,"JMJD2B,KIAA0876,TDRD14B"
5951,ENSG00000127666,TICAM1,18348,"MGC35334,PRVTIRB,TICAM-1,TRIF"
5952,ENSG00000127720,METTL25,26228,"C12ORF26,FLJ22789"
5953,ENSG00000127743,IL17B,5982,"IL-17B,IL-20,MGC138900,MGC138901,NIRF,ZCYTO7"
5954,ENSG00000127774,EMC6,28430,"MGC2963,RAB5IFL,TMEM93"
