,collision,num_gene_records
1086,SPC7,2
1215,UP2,2
718,NEUROPSIN,2
707,NAP1L,2
708,NAP2,2
709,NAT3,2
710,NBC3,2
711,NBP,2
1235,XAP4,2
712,NBR,2
713,ND1,2
714,NDR,2
715,NDR1,2
716,NET,2
717,NET1,2
719,NF-E1,2
732,NP,2
720,NG2,2
721,NIK,2
1234,WWP4,2
1233,WS,2
724,NIRF,2
725,NKH,2
726,NKIR,2
1232,WBSCR20B,2
727,NKX6.1,2
728,NL2,2
729,NLG1,2
730,NOR1,2
1236,YDR084C,2
1237,YMR292W,2
704,NAC1,2
703,NABC1,2
1248,ZNT8,2
1247,ZNF422,2
1246,ZIP4,2
683,MRP6,2
684,MRP7,2
1245,ZIP2,2
686,MSF,2
687,MSH,2
689,MSS1,2
690,MSS4,2
1244,ZIP,2
692,MT-A70,2
693,MTB,2
1243,ZIN,2
695,MTF1,2
696,MTR1,2
697,MTR2,2
1242,ZFP27,2
1241,ZETA,2
1240,ZC2HC5,2
698,MTTF1,2
1239,ZAP,2
700,MU2,2
701,MUM2,2
1238,ZAC,2
731,NOV,2
733,NPH3,2
1216,UPA,2
772,P100,2
761,OR11-1,2
762,OR11-11A,2
763,OR19-18,2
764,ORF1,2
765,ORF26,2
766,ORP1,2
767,OSCP,2
768,OST,2
1226,VMA6,2
769,OX2R,2
770,P0,2
1225,VMA5,2
1224,VMA4,2
734,NPL3,2
1223,VMA2,2
775,P115,2
778,P13,2
779,P130,2
1221,VINC,2
1220,VATB,2
783,P16,2
1219,V1S5P,2
1153,TMS-1,2
1218,UT2,2
788,P2,2
789,P20,2
760,OP-2,2
759,OLF4P,2
1228,VPS55,2
1229,VRP,2
735,NR1,2
736,NRF2,2
737,NRK2,2
1231,WAGR,2
739,NS,2
740,NSCL2,2
741,NSE1,2
742,NSE2,2
1230,VWS1,2
743,NSP2,2
744,NTN,2
745,NY-REN-2,2
746,OAT4,2
747,OAT6,2
748,OCC-1,2
749,OCC1,2
750,OCIF,2
751,OCT1,2
752,OCT2,2
753,OCT3,2
754,ODA6,2
755,ODC,2
756,ODC1L,2
757,OF,2
758,OLF1,2
786,P180,2
883,PCL,2
1152,TLP,2
1004,RP2,2
1006,RP58,2
1007,RP8,2
1105,STRAP,2
1009,RPML32,2
1010,RPP2,2
1011,RPT5,2
1012,RRP17,2
1013,RS,2
1104,STK7,2
1015,RSC8,2
1016,RTP,2
1017,RTS,2
1103,STK1,2
1019,S10,2
1102,STA,2
1101,ST2L,2
1022,S2,2
1023,S3,2
1024,S4,2
1025,S6,2
1026,S7,2
1027,S8,2
1028,S9,2
1029,SA,2
1030,SAC3,2
1005,RP42,2
1107,STX,2
1032,SAP,2
1002,ROC1,2
984,RHOGAP2,2
985,RIF,2
986,RIF1,2
1118,TAO1,2
988,RIG1,2
1117,TAMO,2
989,RIM,2
990,RING2,2
991,RING5,2
1116,TAFII105,2
992,RINZF,2
994,RIP-1,2
1114,SYN,2
1113,SYD1,2
1112,SWI2,2
1111,SWAP,2
1110,SUR2,2
1109,SUH,2
996,RIP2,2
997,RIP5,2
998,RIS1,2
999,RITA,2
1108,STZ,2
1000,RMD1,2
1001,RN,2
1031,SAN,2
1033,SAP1,2
983,RHA,2
1059,SIN,2
1061,SIP-1,2
1062,SIP1,2
1063,SIT,2
1064,SKD2,2
1092,SPS,2
1091,SPRING,2
1090,SPP2,2
1068,SLP1,2
1069,SMA3,2
1070,SMA3-L,2
1089,SPO,2
1072,SMAP-1,2
1073,SMCC,2
1074,SMILE,2
1075,SMK1,2
1076,SMN,2
1088,SPN,2
1077,SNF2,2
1078,SNF2LB,2
1087,SPK,2
1080,SNRNP65,2
1081,SOLO,2
1082,SP17,2
1083,SPB1,2
1084,SPC1,2
1093,SPS1,2
1094,SPS2,2
1100,SSS1,2
1057,SGT2,2
1035,SAPL,2
1036,SAR1,2
1099,SSC1,2
1037,SARA,2
1038,SAST,2
1039,SAT3,2
1040,SBBI31,2
1041,SCKL4,2
1043,SCP1,2
1098,SS,2
1044,SCP2,2
1045,SDH,2
1046,SDP1,2
1047,SDR1,2
1048,SEMA,2
1097,SRPSMCR,2
1050,SEP2,2
1051,SERS,2
1096,SRP40,2
1052,SES1,2
1053,SES2,2
1054,SF,2
1055,SGII,2
1056,SGT1,2
1095,SPX1,2
1120,TASP,2
1121,TAT1,2
1151,TIP39,2
905,PIP1,2
907,PIRB,2
908,PIT-1,2
909,PL,2
911,PLIP,2
912,PLP,2
913,PM5,2
914,PMI,2
915,PMR1,2
916,PN-I,2
917,PN1,2
1140,TFIIA,2
918,PNK,2
919,PNR,2
920,PNUTL3,2
921,POB1,2
922,POD1,2
923,POF,2
1139,TERA,2
924,POP1,2
925,POP2,2
927,POST,2
1138,TER,2
1137,TEL2,2
928,POTE2BETA,2
929,PP1,2
906,PIR-B,2
904,PIG6,2
931,PP1C,2
903,PIG3,2
1150,TIP,2
881,PCA1,2
1148,TIM,2
1085,SPC3,2
884,PCL1,2
1147,TIH1,2
885,PCN,2
1146,TIG1,2
886,PCP,2
1145,TGT,2
1144,TFIIS,2
889,PDIP1,2
890,PDIR,2
891,PEN,2
1143,TFIIIB90,2
892,PEPP1,2
893,PEPP2,2
894,PERRS,2
895,PFM,2
896,PGAM-B,2
897,PGDS,2
898,PGR1,2
899,PH2A/F,2
901,PHR1,2
902,PIG1,2
930,PP17,2
932,PP2CALPHA,2
982,RF1,2
959,PTEN2,2
960,PTEX,2
961,PTH1,2
962,PTH2,2
1128,TCRAV4S1,2
1127,TCRAV31S1,2
965,QP-C,2
966,RAD1,2
967,RAD26L,2
968,RAGE,2
969,RAI,2
680,MRP-L15,2
1126,TCRAV25S1,2
972,RAR,2
1125,TCRAV19S1,2
973,RBP,2
974,RC3,2
975,RCD1,2
976,RCK,2
1124,TCRAV17S1,2
977,RCP,2
1123,TC1,2
1122,TBP1,2
979,RDC1,2
980,RED,2
981,REF1,2
1129,TCRBV12S2,2
958,PTC,2
933,PP5,2
957,PTA1,2
1136,TCRBV3S1,2
1135,TCRBV2S1,2
936,PRC17,2
937,PRG2,2
938,PRIP,2
939,PRK1,2
1134,TCRBV21S1,2
1133,TCRBV15S1,2
941,PRL3,2
942,PROX,2
943,PRP,2
944,PRP2,2
945,PRP4,2
946,PRR,2
947,PRR2,2
948,PRX2,2
949,PS2,2
1132,TCRBV14S1,2
951,PSEUDO-ICE,2
952,PSF,2
953,PSF1,2
954,PSF2,2
1131,TCRBV13S1,2
955,PSK-1,2
1130,TCRBV12S3,2
0,2F1,2
625,MAST,2
679,MRLC2,2
225,CP27,2
232,CRA,2
230,CPX,2
229,CPS1,2
228,CPN2,2
227,CPN1,2
226,CPI17-LIKE,2
224,COX2,2
234,CRABP-II,2
223,COX1,2
222,COQ8,2
221,COMT2,2
220,COM1,2
219,COL6A4,2
218,COD5,2
233,CRABP-I,2
235,CRF,2
216,CNR1,2
245,CSRP,2
252,CV2,2
251,CTR1,2
250,CT90,2
249,CT78,2
248,CT58,2
247,CT1,2
244,CSL,2
236,CRN,2
243,CSB,2
242,CSA,2
241,CS-2,2
240,CS-1,2
239,CRT2,2
238,CRT,2
217,CO4,2
215,CNIL,2
174,CDK11-P110,2
186,CGI-141,2
192,CHP,2
191,CHIF,2
190,CHED,2
189,CHD5,2
188,CHAMP,2
187,CGRP,2
184,CFP1,2
194,CIB,2
183,CELIAC1,2
180,CEA,2
179,CDR,2
178,CDM,2
177,CDK4I,2
176,CDK11-P58,2
193,CIA,2
195,CINAP,2
214,CN1,2
205,CLAN,2
213,CMPD2,2
212,CMG1,2
211,CLU1,2
209,CLMF,2
207,CLF,2
206,CLC2,2
204,CLAMP,2
196,CIP1,2
203,CLA20,2
202,CL2,2
201,CL-6,2
200,CL-11,2
199,CKR-1,2
198,CKB1,2
253,CX30.2,2
255,CYPD,2
256,CYPL1,2
310,EIF2B,2
317,EP2,2
316,EOS,2
315,EMT,2
314,EMC19,2
312,EMA,2
311,EL32,2
308,EEG1,2
320,ER,2
307,EDG-2,2
306,EBP,2
303,E4,2
299,DXS648E,2
298,DUP,2
297,DSK2,2
318,EPO,2
322,ERIS,2
258,DA1,2
334,F11,2
342,FBL2,2
341,FAST,2
340,FAME,2
339,FAL1,2
338,FAF,2
337,FAD1,2
333,ETL1,2
323,ERV1,2
332,EST,2
331,ESP1,2
329,ESG1,2
327,ESA1,2
325,ES31,2
324,ES1,2
296,DRS1,2
294,DRP-1,2
293,DRP,2
266,DC7,2
273,DIP,2
272,DIA,2
270,DELTA,2
269,DEFB-11,2
268,DD3,2
267,DCR2,2
265,DBS,2
292,DPPIV,2
264,DBP,2
263,DAP4,2
262,DAP,2
261,DAN,2
260,DAGK6,2
259,DA2B,2
274,DIP1,2
275,DIP2,2
276,DIVA,2
277,DJ760C5.1,2
278,DK1,2
279,DKFZP434B204,2
280,DKFZP547P234,2
281,DLC1,2
282,DLC2,2
283,DMC,2
284,DMT1,2
285,DNAJ,2
286,DOC-1,2
287,DOC1,2
289,DP2,2
290,DP3,2
291,DPK,2
175,CDK11-P46,2
173,CDH7,2
678,MRK,2
55,APH2,2
62,ARIP1,2
61,ARH2,2
60,ARG,2
59,ARD1,2
57,APRO5,2
56,APRIL,2
54,APE,2
66,ARP10,2
53,APC7,2
52,APC4,2
51,APC2,2
50,APC1,2
49,AP47B,2
48,AP3AASE,2
63,ARK,2
69,ARP3,2
45,AOH1,2
79,ASH1,2
87,ATR1,2
86,ATR,2
85,AT2,2
83,AST,2
81,ASM,2
80,ASH2,2
78,ASF,2
70,ARP4,2
77,ASC2,2
76,ASC-1,2
75,ASAP,2
74,ARS,2
73,ARP8,2
72,ARP6,2
47,AP2,2
44,ANG3,2
172,CDC14B2,2
12,AC079630.2,2
18,ACS,2
17,ACCA,2
16,ACC2,2
15,ACC1,2
14,ACA59,2
13,AC1,2
11,AC008392.1,2
21,AD026,2
10,ABP-280,2
9,ABL,2
7,A3GALNT,2
6,A20,2
3,9G8,2
2,87U6,2
19,ACS2,2
22,ADA1,2
43,ANG2,2
32,ALC1,2
42,ANG1,2
41,ANCR,2
39,AM,2
38,ALX,2
36,ALP1,2
33,ALIEN,2
30,AIM-1,2
23,AF-1,2
29,AIBP,2
28,AHA1,2
27,AGS4,2
26,AGS3,2
25,AGPAT10,2
24,AG2,2
89,AZ1,2
90,AZFA,2
91,B1,2
143,CAP2,2
150,CARDINAL,2
149,CARD2,2
148,CAR2,2
147,CAR1,2
145,CAPS1,2
144,CAP3,2
140,CAMKIINALPHA,2
152,CARMEN,2
139,CALM,2
138,CAL,2
137,CAK1,2
135,CAF-1,2
133,CA125,2
131,C5A,2
151,CARF,2
154,CARP2,2
92,B12,2
164,CCP1,2
171,CD98,2
170,CD85,2
169,CD32,2
168,CD25,2
167,CD16,2
166,CD158K,2
163,CBP,2
155,CAS,2
162,CBL-3,2
161,CAV,2
160,CATCH22,2
159,CAT1,2
158,CAST,2
156,CAS1,2
130,C53,2
129,C2TA,2
128,C1QTNF15,2
100,BA548K23.1,2
106,BB2,2
105,BB1,2
104,BART,2
103,BAR,2
102,BAP1,2
101,BAF190,2
99,B9,2
127,C17,2
98,B7-H5,2
97,B3GN-T1,2
96,B37,2
95,B29,2
94,B18,2
93,B17,2
107,BBP,2
108,BCAP,2
109,BCD541,2
110,BDP,2
111,BEC1,2
112,BEDP,2
113,BETA-4,2
114,BETA2,2
115,BFNC,2
116,BMD,2
118,BRCC1,2
119,BRCC2,2
120,BRX,2
122,BTF4,2
123,BTN1,2
124,BUB1A,2
126,C11,2
343,FBL3,2
344,FBL4,2
345,FBL5,2
570,KOX31,2
576,L13,2
575,L12,2
574,L11,2
573,KSP37,2
572,KS1,2
571,KS,2
569,KOX27,2
578,L15,2
568,KOX21,2
567,KNTC2AP,2
566,KNTC1AP,2
565,KLIP1,2
564,KIR2DL5,2
563,KIP2,2
577,L13A,2
580,L2,2
561,KIAA0705,2
590,LAMP,2
598,LFA-1,2
597,LCA10,2
596,LCA,2
595,LAT1,2
594,LAS1,2
593,LAP2,2
589,LAM,2
581,L30,2
588,LAK,2
587,LAGE2A,2
586,LACS2,2
585,L9,2
584,L8,2
582,L5,2
562,KIAA1426,2
560,KIAA0700,2
346,FBL6,2
534,INOS,2
540,J1,2
539,ISWI,2
538,ISO1,2
537,IRAP,2
536,IPOB,2
535,IP,2
533,IMP4,2
542,JDP1,2
532,IMP3,2
531,IMP2,2
530,IMP1,2
527,IL-25,2
525,IL-20,2
524,IGSF13,2
541,J2,2
543,JP1,2
559,KIAA0563,2
552,KAT3,2
558,KIAA0351,2
557,KIAA0229,2
556,KIAA0172,2
555,KGA,2
554,KDAP,2
553,KAT4,2
551,KAP-1,2
544,JP2,2
550,KAP,2
549,K7,2
548,K13,2
547,K12,2
546,K-REV,2
545,JTK5,2
599,LGL1,2
600,LIM1,2
601,LIN-10,2
648,MIA1,2
654,MINK,2
653,MINERVA,2
652,MIFR,2
651,MIF2,2
650,MIF,2
649,MIC1,2
647,MGC5228,2
656,MIO,2
646,MGC45441,2
645,MGC22679,2
644,MGC15397,2
643,MEGT1,2
641,ME2,2
640,MCT7,2
655,MINT,2
660,MIR,2
602,LIP1,2
669,MN,2
677,MRG2,2
674,MP44,2
673,MP1,2
672,MOX1,2
671,MOP3,2
670,MOP,2
668,MLP1,2
661,MIZ,2
667,MLP,2
666,MLL4,2
665,MLCK,2
664,ML-1,2
663,MK3,2
662,MK,2
639,MCT6,2
638,MCT5,2
637,MCT4,2
611,LST-1,2
617,MAD2,2
616,MAD1,2
615,MAC-1,2
614,M130,2
613,M-ABC2,2
612,M-ABC1,2
610,LRP9,2
636,MCT3,2
608,LRH-1,2
607,LRF,2
606,LPP1,2
605,LPAP,2
604,LNP,2
603,LIP2,2
618,MADA,2
619,MADM,2
620,MAL,2
621,MAP-1,2
622,MART1,2
623,MART2,2
624,MASK,2
1,60B8AG,2
627,MB1,2
628,MBP,2
629,MBP-1,2
630,MCAF,2
631,MCD,2
632,MCH2,2
633,MCSP,2
634,MCT,2
635,MCT1,2
523,IGO1,2
522,IGNT,2
521,IGHV4-3,2
397,GEMIN1,2
404,GLP-1,2
403,GLP,2
402,GL,2
401,GIP,2
399,GIF,2
398,GID2,2
396,GDN,2
406,GLUR7,2
394,GDA,2
393,GCS,2
391,GCN5,2
390,GCL,2
389,GCD10,2
388,GCAP,2
405,GLP1,2
407,GLUT8,2
424,GTK,2
416,GPCR,2
422,GS2,2
421,GS1,2
420,GRTH,2
419,GRP,2
418,GRIP1,2
417,GPD,2
415,GP40,2
408,GLUT9,2
414,GP39,2
413,GP180,2
412,GP135,2
411,GP130,2
410,GP110,2
409,GOT1,2
385,GASP,2
384,GAS,2
383,GALNAC-T5L,2
355,FIG,2
362,FLJ22167,2
361,FLJ20375,2
360,FLJ10883,2
359,FLJ10052,2
358,FLIP,2
357,FIR,2
354,FHL1,2
382,GALNAC-T10,2
353,FHC,2
352,FETA,2
351,FE,2
349,FBS,2
348,FBP,2
347,FBL7,2
363,FLJ37712,2
364,FLJ43692,2
365,FOP,2
366,FP,2
367,FPP,2
368,FRAG1,2
369,FRITZ,2
370,FRP,2
371,FS,2
373,FSSV,2
374,FUS1,2
375,G13,2
376,G16,2
377,G17,2
378,G18,2
380,GAGE8,2
381,GAL7,2
423,GSE,2
425,GUCY2B,2
520,IGHV,2
490,HNPCC,2
497,HRCA1,2
496,HPS2,2
495,HPIP,2
493,HOP,2
492,HNT,2
491,HNRNP-G,2
489,HMAT1,2
499,HRG4,2
488,HLP2,2
486,HL-2,2
485,HL,2
484,HK4,2
482,HK1,2
479,HI,2
498,HREP,2
500,HRS,2
426,H-PLK,2
513,IBP,2
519,IGFBP-3R,2
518,IFN-ALPHAI,2
517,IDD,2
516,ICLN,2
515,ICIS,2
514,ICE,2
511,HZF3,2
502,HSD17,2
509,HZF-3,2
508,HXBL,2
507,HSST2,2
505,HSPC105,2
504,HSK1,2
503,HSDJ0798C17,2
478,HHZ150,2
477,HHM,2
476,HGRG8,2
438,HA-1,2
446,HBK,2
445,HB6,2
443,HAS1,2
441,HAP,2
440,HAI,2
439,HA-2,2
435,H3.1,2
474,HGL,2
433,H2B.1,2
432,H2A/Q,2
431,H2A.B.1,2
430,H2A.1,2
429,H2-ALPHA,2
428,H2,2
448,HBSCI,2
450,HC3,2
451,HC5,2
452,HC8,2
454,HCA3,2
456,HCC-1,2
458,HCC-4,2
459,HCCA2,2
460,HCCR-2,2
462,HCG1,2
463,HCNP,2
467,HCS,2
468,HE2,2
470,HEP,2
471,HEPIS,2
472,HERV-K,2
473,HGF,2
1249,ZRC1,2
