ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
ENSG00000162729,IGSF8,17813,93185,"CD81P3, EWI2, PGRL, CD316"
ENSG00000162733,DDR2,2731,4921,TKT
ENSG00000162734,PEA15,8822,8682,"HMAT1, MAT1, PED, PEA-15, MAT1H, HUMMAT1H, PED-PEA15, PED/PEA15"
ENSG00000162735,PEX19,9713,5824,"HK33, D1S2223E, PMP1, PMPI, PXMP1"
ENSG00000162736,NCSTN,17091,23385,"KIAA0253, APH2"
ENSG00000162738,VANGL2,15511,57216,"KIAA1215, LTAP, LPP1, STBM, STB1, STBM1, MGC119403, MGC119404"
ENSG00000162739,SLAMF6,21392,114836,"KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352"
ENSG00000162745,OLFML2B,24558,25903,DKFZP586L151
ENSG00000162746,FCRLB,26431,127943,"FLJ31052, FCRL2, FREB-2, FCRLY"
ENSG00000162747,FCGR3B,3620,2215,"CD16, CD16b, FcgammaRIIIb, FcRIIIb"
ENSG00000162753,SLC9C2,28664,284525,MGC43026
ENSG00000162755,KLHDC9,28489,126823,KARCA1
ENSG00000162757,C1orf74,26319,148304,"FLJ25078, URLC4"
ENSG00000162761,LMX1A,6653,4009,LMX1.1
ENSG00000162763,LRRC52,32156,440699,FLJ25811
ENSG00000162769,FLVCR1,24682,28982,"FLVCR, MFSD7B, PCA, SLC49A1"
ENSG00000162771,GARIN4,26541,149647,"FLJ32796, GARI-L4"
ENSG00000162772,ATF3,785,467,
ENSG00000162775,RBM15,14959,64783,"OTT, OTT1"
ENSG00000162777,DENND2D,26192,79961,"FLJ22457, RP5-1180E21.2"
ENSG00000162779,AXDND1,26564,126859,FLJ32940
ENSG00000162782,TDRD5,20614,163589,"FLJ34823, TUDOR3"
ENSG00000162783,IER5,5393,51278,
ENSG00000162804,SNED1,24696,25992,"FLJ00133, SST3, Snep"
ENSG00000162813,BPNT1,1096,10380,
ENSG00000162814,SPATA17,25184,128153,"IQCH, MOT17, FAP305, CFAP305"
ENSG00000162817,C1orf115,25873,79762,"FLJ14146, RDD1"
ENSG00000162819,BROX,26512,148362,FLJ32421
ENSG00000162825,NBPF20,32000,100288142,
ENSG00000162836,ACP6,29609,51205,"LPAP, ACPL1"
ENSG00000162840,MT2P1,7407,4503,
ENSG00000162843,WDR64,26570,128025,FLJ32978
ENSG00000162849,KIF26B,25484,55083,FLJ10157
ENSG00000162851,TFB2M,18559,64216,"FLJ23182, FLJ22661, Hkp1"
ENSG00000162852,CNST,26486,163882,"FLJ32001, PPP1R64"
ENSG00000162869,PPP1R21,30595,129285,"FLJ16566, Fy-2, FERRY2"
ENSG00000162873,KLHDC8A,25573,55220,FLJ10748
ENSG00000162877,PM20D1,26518,148811,"FLJ32569, Cps1"
ENSG00000162878,PKDCC,25123,91461,"SgK493, Vlk"
ENSG00000162881,OXER1,24884,165140,"GPCR, TG1019, GPR170"
ENSG00000162882,HAAO,4796,23498,"3-HAO, HAO"
ENSG00000162885,B3GALNT2,28596,148789,MGC39558
ENSG00000162888,IKBKE-AS1,32061,574431,FLJ32597
ENSG00000162889,MAPKAPK2,6887,9261,MK2
ENSG00000162891,IL20,6002,50604,"ZCYTO10, IL10D, IL-20"
ENSG00000162892,IL24,11346,11009,"mda-7, IL10B, Mob-5, C49A, FISP, IL-24"
ENSG00000162894,FCMR,14315,9214,"TOSO, FcmuR"
ENSG00000162896,PIGR,8968,5284,
ENSG00000162897,FCAMR,24692,83953,"FKSG87, FCA/MR, CD351, Fcalpha/muR"
ENSG00000162909,CAPN2,1479,824,"mCANP, CANPml, CANPL2"
ENSG00000162910,MRPL55,16686,128308,bL31m
ENSG00000162913,OBSCN-AS1,32047,574407,FLJ31994
ENSG00000162923,WDR26,21208,80232,"FLJ21016, GID7"
ENSG00000162924,REL,9954,5966,"I-Rel, c-Rel, HIVEN86A"
ENSG00000162927,PUS10,26505,150962,FLJ32312
ENSG00000162928,PEX13,8855,5194,
ENSG00000162929,SANBR,29387,84542,
ENSG00000162931,TRIM17,13430,51127,"terf, RBCC"
ENSG00000162944,RFTN2,26402,130132,"FLJ30574, Raftlin-2"
ENSG00000162946,DISC1,2888,27185,
ENSG00000162947,LINC01931,52743,150596,
ENSG00000162949,CAPN13,16663,92291,FLJ23523
ENSG00000162951,LRRTM1,19408,347730,FLJ32082
ENSG00000162959,MEMO1,14014,51072,"CGI-27, MEMO"
ENSG00000162961,DPY30,24590,84661,"Saf19, HDPY-30, Cps25"
ENSG00000162971,TYW5,26754,129450,FLJ37953
ENSG00000162972,MAIP1,26198,79568,"DKFZp666A212, FLJ22555"
ENSG00000162975,KCNF1,6246,3754,"Kv5.1, kH1, IK8"
ENSG00000162976,SLC66A3,28503,130814,MGC33602
ENSG00000162980,ARL5A,696,26225,
ENSG00000162981,LRATD1,20743,151354,"NSE1, FLJ35392"
ENSG00000162989,KCNJ3,6264,3760,"Kir3.1, GIRK1, KGA"
ENSG00000162992,NEUROD1,7762,4760,"BETA2, BHF-1, NeuroD, bHLHa3, MODY6"
ENSG00000162994,CLHC1,26453,130162,FLJ31438
ENSG00000162997,PRORSD1P,34379,344405,"Prdxdd1, Ybakd1, ProX, ProXp-ala"
ENSG00000162998,FRZB,3959,2487,"FRZB-PEN, FRZB1, SRFP3, FRP-3, SFRP3, FRE, FRITZ, FRZB-1, FZRB, hFIZ"
ENSG00000162999,DUSP19,18894,142679,"SKRP1, DUSP17"
ENSG00000163001,CFAP36,30540,112942,"MGC15407, BARTL1"
ENSG00000163002,NUP35,29797,129401,MP44
ENSG00000163006,CCDC138,26531,165055,FLJ32745
ENSG00000163012,ZSWIM2,30990,151112,"MGC33890, ZZZ2, MEX"
ENSG00000163013,FBXO41,29409,150726,"KIAA1940, Fbx41"
ENSG00000163016,ALMS1P1,29586,200420,
ENSG00000163017,ACTG2,145,72,ACTSG
ENSG00000163026,WDCP,26157,80304,"FLJ21945, MMAP"
ENSG00000163029,SMC6,20466,79677,FLJ22116
ENSG00000163032,VSNL1,12722,7447,"VILIP, HPCAL3, HUVISL1, HLP3, VILIP-1"
ENSG00000163040,CCDC74A,25197,90557,FLJ40345
ENSG00000163041,H3-3A,4764,3020,H3.3A
ENSG00000163046,ANKRD30BL,35167,554226,
ENSG00000163050,COQ8A,16812,56997,"COQ8, SCAR9"
ENSG00000163053,SLC16A14,26417,151473,"FLJ30794, MCT14"
ENSG00000163060,TEKT4,31012,150483,MGC27019
ENSG00000163064,EN1,3342,2019,
ENSG00000163069,SGCB,10806,6443,"SGC, A3b"
ENSG00000163071,SPATA18,29579,132671,FLJ32906
ENSG00000163072,NOSTRIN,20203,115677,MGC20702
ENSG00000163075,CFAP221,33720,200373,"FAP221, PCDP1"
ENSG00000163081,CCDC140,26514,151278,FLJ32447
ENSG00000163082,SGPP2,19953,130367,"SPP2, FLJ39004"
ENSG00000163083,INHBB,6067,3625,
ENSG00000163092,XIRP2,14303,129446,
ENSG00000163093,BBS5,970,129880,DKFZp762I194
ENSG00000163098,BIRC8,14878,112401,"ILP-2, hILP2, RNF136"
ENSG00000163104,SMARCAD1,18398,56916,"ETL1, DKFZP762K2015, KIAA1122, DKFZp762K2015"
ENSG00000163106,HPGDS,17890,27306,"GSTS, PGDS, H-PGDS, PGD2, GSTS1-1, GSTS1"
ENSG00000163110,PDLIM5,17468,10611,"LIM, Enh"
ENSG00000163114,PDHA2,8807,5161,
ENSG00000163116,STPG2,28712,285555,MGC46496
ENSG00000163121,NEURL3,25162,93082,"Lincr, LOC93082, RNF132"
ENSG00000163125,RPRD2,29039,23248,"FLJ32145, HSPC099"
ENSG00000163126,ANKRD23,24470,200539,"DARP, FLJ32449, MARP3"
ENSG00000163131,CTSS,2545,1520,
ENSG00000163132,MSX1,7391,4487,"HYD1, OFC5"
ENSG00000163138,PACRGL,28442,133015,MGC29898
ENSG00000163141,BNIPL,16976,149428,"BNIPl-1, BNIPL-2, PP753, BNIP-S, BNIP-Salpha, BNIP-Sbeta"
ENSG00000163145,C1QTNF7,14342,114905,CTRP7
ENSG00000163154,TNFAIP8L2,26277,79626,FLJ23467
ENSG00000163155,LYSMD1,32070,388695,"SB145, MGC35223, RP11-68I18.5"
ENSG00000163156,SCNM1,23136,79005,MGC3180
ENSG00000163157,TMOD4,11874,29765,Sk-Tmod
ENSG00000163159,VPS72,11644,6944,"YL-1, YL1, Swc2"
ENSG00000163161,ERCC3,3435,2071,"XPB, BTF2, RAD25, Ssl2"
ENSG00000163162,RNF149,23137,284996,FLJ90504
ENSG00000163166,IWS1,25467,55677,"DKFZp761G0123, FLJ10006, FLJ14655, FLJ32319"
ENSG00000163170,BOLA3,24415,388962,
ENSG00000163171,CDC42EP3,16943,10602,"CEP3, UB1, BORG2"
ENSG00000163191,S100A11,10488,6282,S100C
ENSG00000163202,LCE3D,16615,84648,LEP16
ENSG00000163206,SMCP,6962,4184,
ENSG00000163207,IVL,6187,3713,
ENSG00000163209,SPRR3,11268,6707,
ENSG00000163214,DHX57,20086,90957,DDX57
ENSG00000163216,SPRR2D,11264,6703,
ENSG00000163217,BMP10,20869,27302,
ENSG00000163218,PGLYRP4,30015,57115,"SBBI67, PGRPIB, PGLYRPIbeta, PGRP-Ibeta"
ENSG00000163219,ARHGAP25,28951,9938,KIAA0053
ENSG00000163220,S100A9,10499,6280,"P14, MIF, NIF, LIAG, MRP14, MAC387, 60B8AG, CGLB, MRP-14, S100-A9"
ENSG00000163221,S100A12,10489,6283,"p6, MRP6, CGRP, CAAF1, CAGC, ENRAGE"
ENSG00000163235,TGFA,11765,7039,
ENSG00000163239,TDRD10,25316,126668,DKFZp434M202
ENSG00000163249,CCNYL1,26868,151195,FLJ40432
ENSG00000163251,FZD5,4043,7855,"HFZ5, DKFZP434E2135"
ENSG00000163254,CRYGC,2410,1420,
ENSG00000163257,DCAF16,25987,54876,FLJ20280
ENSG00000163263,CFAP141,32305,388701,
ENSG00000163273,NPPC,7941,4880,CNP
ENSG00000163281,GNPDA2,21526,132789,SB52
ENSG00000163283,ALPP,439,250,"PALP, PLAP"
ENSG00000163285,GABRG1,4086,2565,
ENSG00000163286,ALPG,441,251,GCAP
ENSG00000163288,GABRB1,4081,2560,
ENSG00000163291,PAQR3,30130,152559,
ENSG00000163293,NIPAL1,27194,152519,"DKFZp686A06115, SLC57A3, NIPA3"
ENSG00000163295,ALPI,437,248,IAP
ENSG00000163297,ANTXR2,21732,118429,"CMG2, CMG-2, FLJ31074"
ENSG00000163312,HELQ,18536,113510,Hel308
ENSG00000163319,MRPS18C,16633,51023,"MRPS18-1, CGI-134, FLJ11146, FLJ22967, bS18m"
ENSG00000163320,CGGBP1,1888,8545,"p20-CGGBP, CGGBP"
ENSG00000163322,ABRAXAS1,25829,84142,"FLJ13614, ABRA1, ABRAXAS"
ENSG00000163328,GPR155,22951,151556,"DEPDC3, DEP.7, FLJ31819, PGR22"
ENSG00000163331,DAPL1,21490,92196,
ENSG00000163344,PMVK,9141,10654,"PMK, PMKA, HUMPMKI"
ENSG00000163346,PBXIP1,21199,57326,HPIP
ENSG00000163347,CLDN1,2032,9076,"SEMP1, ILVASC"
ENSG00000163348,PYGO2,30257,90780,
ENSG00000163349,HIPK1,19006,204851,"KIAA0630, Myak, MGC26642, Nbak2, MGC33446, MGC33548"
ENSG00000163352,LENEP,14429,55891,LEP503
ENSG00000163354,DCST2,26562,127579,FLJ32934
ENSG00000163357,DCST1,26539,149095,FLJ32785
ENSG00000163359,COL6A3,2213,1293,
ENSG00000163362,INAVA,25599,55765,FLJ10901
ENSG00000163364,LINC01116,49259,375295,TALNEC2
ENSG00000163374,YY1AP1,30935,55249,"YY1AP, HCCA2, YAP"
ENSG00000163376,KBTBD8,30691,84541,"TA-KRP, KIAA1842"
ENSG00000163377,TAFA4,21591,151647,TAFA-4
ENSG00000163378,EOGT,28526,285203,"AER61, FLJ33770"
ENSG00000163380,LMOD3,6649,56203,
ENSG00000163382,NAXE,18453,128240,"AIBP, MGC119143, MGC119144, MGC119145, YJEFN1"
ENSG00000163389,POGLUT1,22954,56983,"MDS010, MGC32995, 9630046K23Rik, MDSRP, hCLP46, KDELCL1, Rumi"
ENSG00000163393,SLC22A15,20301,55356,FLIPT1
ENSG00000163394,CCKAR,1570,886,"CCK1R, CCK-AR, CCK-1R"
ENSG00000163395,IGFN1,24607,91156,"DKFZp434B1231, EEF1A2BP1"
ENSG00000163399,ATP1A1,799,476,
ENSG00000163406,SLC15A2,10921,6565,PEPT2
ENSG00000163412,EIF4E3,31837,317649,MGC39820
ENSG00000163421,PROK2,18455,60675,"PK2, BV8, MIT1, KAL4"
ENSG00000163424,TEX55,26553,152405,"FLJ32859, TSCPA"
ENSG00000163428,LRRC58,26968,116064,
ENSG00000163430,FSTL1,3972,11167,"FRP, FSL1, OCC1, OCC-1, tsc36"
ENSG00000163431,LMOD1,6647,25802,"64kD, D1, 1D, SM-LMOD, SMLMOD"
ENSG00000163435,ELF3,3318,1999,"EPR-1, ESE-1, ERT"
ENSG00000163440,PDCL2,29524,132954,GCPHLP
ENSG00000163444,TMEM183A,20173,92703,
ENSG00000163449,TMEM169,25130,92691,FLJ34263
ENSG00000163453,IGFBP7,5476,3490,"MAC25, IGFBP-7, PSF, FSTL2"
ENSG00000163462,TRIM46,19019,80128,"FLJ23229, TRIFIC"
ENSG00000163463,KRTCAP2,28942,200185,KCP2
ENSG00000163464,CXCR1,6026,3577,"CKR-1, CDw128a, CD181"
ENSG00000163466,ARPC2,705,10109,"p34-Arc, ARC34"
ENSG00000163467,TSACC,30636,128229,"SSTK-IP, SIP"
ENSG00000163468,CCT3,1616,7203,Cctg
ENSG00000163472,TMEM79,28196,84283,"MGC13102, FLJ16057, FLJ32254, MATT"
ENSG00000163479,SSR2,11324,6746,"TLAP, TRAPB"
ENSG00000163481,RNF25,14662,64320,"AO7, FLJ13906"
ENSG00000163482,STK36,17209,27148,"KIAA1278, FU"
ENSG00000163485,ADORA1,262,134,RDC7
ENSG00000163491,NEK10,18592,152110,FLJ32685
ENSG00000163492,CCDC141,26821,285025,"FLJ39502, CAMDI"
ENSG00000163497,FEV,18562,54738,Pet-1
ENSG00000163499,CRYBA2,2395,1412,
ENSG00000163501,IHH,5956,3549,"HHG2, BDA1"
ENSG00000163507,CIP2A,29302,57650,
ENSG00000163508,EOMES,3372,8320,TBR2
ENSG00000163510,CWC22,29322,57703,"KIAA1604, EIF4GL, fSAPb, NCM"
ENSG00000163512,AZI2,24002,64343,"NAP1, FLJ21939, AZ2"
ENSG00000163513,TGFBR2,11773,7048,"TBRII, TBR-ii"
ENSG00000163515,RETNLB,20388,84666,"HXCP2, FIZZ2, RELMb"
ENSG00000163516,ANKZF1,25527,55139,"FLJ10415, ZNF744, Vms1"
ENSG00000163517,HDAC11,19086,79885,
ENSG00000163518,FCRL4,18507,83417,"FCRH4, IRTA1, IGFP2, CD307d"
ENSG00000163519,TRAT1,30698,50852,"HSPC062, TRIM"
ENSG00000163520,FBLN2,3601,2199,
ENSG00000163521,GLB1L,28129,79411,MGC10771
ENSG00000163527,STT3B,30611,201595,"SIMP, FLJ90106, STT3-B"
ENSG00000163528,CHCHD4,26467,131474,"FLJ31709, TIMM40, MIA40"
ENSG00000163530,DPPA2,19197,151871,"PESCRG1, CT100"
ENSG00000163531,NFASC,29866,23114,"NRCAML, KIAA0756, FLJ46866, NF"
ENSG00000163534,FCRL1,18509,115350,"FCRH1, IRTA5, IFGP1, CD307a"
ENSG00000163535,SGO2,30812,151246,"TRIPIN, FLJ25211"
ENSG00000163536,SERPINI1,8943,5274,
ENSG00000163539,CLASP2,17078,23122,KIAA0627
ENSG00000163541,SUCLG1,11449,8802,
ENSG00000163545,NUAK2,29558,81788,"SNARK, FLJ90349"
ENSG00000163554,SPTA1,11272,6708,EL2
ENSG00000163558,PRKCI,9404,5584,PKCI
ENSG00000163563,MNDA,7183,4332,PYHIN3
ENSG00000163564,PYHIN1,28894,149628,"IFIX, MGC23885"
ENSG00000163565,IFI16,5395,3428,"IFNGIP1, PYHIN2"
ENSG00000163568,AIM2,357,9447,PYHIN4
ENSG00000163576,EFHB,26330,151651,"FLJ25200, CFAP21"
ENSG00000163577,EIF5A2,3301,56648,
ENSG00000163581,SLC2A2,11006,6514,GLUT-2
ENSG00000163584,RPL22L1,27610,200916,
ENSG00000163586,FABP1,3555,2168,L-FABP
ENSG00000163590,PPM1L,16381,151742,PP2CE
ENSG00000163596,ICA1L,14442,130026,
ENSG00000163597,SNHG16,44352,100507246,"ncRAN, Nbla12061, Nbla10727, ELNAT1"
ENSG00000163599,CTLA4,2505,1493,"CD152, CD, GSE, CTLA-4"
ENSG00000163600,ICOS,5351,29851,"AILIM, CD278"
ENSG00000163602,RYBP,10480,23429,"YEAF1, AAP1, DEDAF"
ENSG00000163605,PPP4R2,18296,151987,
ENSG00000163606,CD200R1,24235,131450,"OX2R, HCRTR2, CD200R"
ENSG00000163607,GTPBP8,25007,29083,HSPC135
ENSG00000163608,NEPRO,24496,25871,"DKFZP434F2021, NET17"
ENSG00000163611,SPICE1,25083,152185,SPICE
ENSG00000163612,FAM86KP,44098,100287013,
ENSG00000163617,CCDC191,29272,57577,
ENSG00000163618,CADPS,1426,8618,"CAPS, KIAA1121, CAPS1, UNC-31, CADPS1"
ENSG00000163623,NKX6-1,7839,4825,Nkx6.1
ENSG00000163624,CDS1,1800,1040,
ENSG00000163625,WDFY3,20751,23001,"KIAA0993, ALFY, ZFYVE25"
ENSG00000163626,COX18,26801,285521,"FLJ38991, OXA1L2"
ENSG00000163629,PTPN13,9646,5783,"PTP1E, PTP-BAS, PTPL1, PTP-BL"
ENSG00000163630,SYNPR,16507,132204,"MGC26651, SPO"
ENSG00000163631,ALB,399,213,
ENSG00000163632,C3orf49,25190,132200,
ENSG00000163633,C4orf36,28386,132989,MGC26744
ENSG00000163634,THOC7,29874,80145,"NIF3L1BP1, FLJ23445, fSAP24"
ENSG00000163635,ATXN7,10560,6314,"OPCA3, ADCAII, SGF73"
ENSG00000163636,PSMD6,9564,9861,"S10, p44S10, KIAA0107, Rpn7"
ENSG00000163637,PRICKLE2,20340,166336,DKFZp686D143
ENSG00000163638,ADAMTS9,13202,56999,KIAA1312
ENSG00000163644,PPM1K,25415,152926,"DKFZp761G058, PP2Ckappa, hPTMP, PP2Cm, BDP"
ENSG00000163645,ERICH6,28602,131831,"MGC39662, ERICH6A"
ENSG00000163646,CLRN1,12605,7401,
ENSG00000163655,GMPS,4378,8833,GATD7
ENSG00000163659,TIPARP,23696,25976,"DKFZP434J214, DKFZp686N0351, DDF1, PARP7, PARP-7, PARP-1, pART14, RM1, ARTD14"
ENSG00000163660,CCNL1,20569,57018,ania-6a
ENSG00000163661,PTX3,9692,5806,TSG-14
ENSG00000163666,HESX1,4877,8820,"RPX, ANF"
ENSG00000163673,DCLK3,19005,85443,"KIAA1765, DCDC3C"
ENSG00000163681,SLMAP,16643,7871,"SLAP, KIAA1601"
ENSG00000163682,RPL9,10369,6133,"L9, uL6"
ENSG00000163683,SMIM14,27321,201895,FLJ13289
ENSG00000163684,RPP14,30327,11102,P14
ENSG00000163686,ABHD6,21398,57406,
ENSG00000163687,DNASE1L3,2959,1776,"DNAS1L3, LSD, D3"
ENSG00000163689,CFAP20DC,24763,200844,"FLJ42117, FLJ42930"
ENSG00000163694,RBM47,30358,54502,"FLJ20273, NET18"
ENSG00000163697,APBB2,582,323,"FE65L, FE65L1, MGC35575"
ENSG00000163701,IL17RE,18439,132014,FLJ23658
ENSG00000163702,IL17RC,18358,84818,IL17-RL
ENSG00000163703,CRELD1,14630,78987,CIRRIN
ENSG00000163704,PRRT3,26591,285368,FLJ33674
ENSG00000163705,FANCD2OS,28623,115795,MGC40179
ENSG00000163710,PCOLCE2,8739,26577,PCPE2
ENSG00000163714,U2SURP,30855,23350,"fSAPa, SR140"
ENSG00000163719,MTMR14,26190,64419,"FLJ22405, FLJ90311, hJumpy, hEDTP"
ENSG00000163728,TTC14,24697,151613,"FLJ00166, KIAA1980"
ENSG00000163734,CXCL3,4604,2921,"SCYB3, GROg, MIP-2b, CINC-2b"
ENSG00000163735,CXCL5,10642,6374,ENA-78
ENSG00000163736,PPBP,9240,5473,"SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2"
ENSG00000163737,PF4,8861,5196,"SCYB4, CXCL4"
ENSG00000163738,MTHFD2L,31865,441024,MGC72244
ENSG00000163739,CXCL1,4602,2919,"SCYB1, GROa, MGSA-a, NAP-3"
ENSG00000163743,RCHY1,17479,25898,"CHIMP, DKFZp586C1620, PRO1996, RNF199, ARNIP, PIRH2, ZCHY"
ENSG00000163746,PLSCR2,16494,57047,
ENSG00000163749,CCDC158,26374,339965,FLJ25770
ENSG00000163751,CPA3,2298,1359,
ENSG00000163754,GYG1,4699,2992,
ENSG00000163755,HPS3,15597,84343,"SUTAL, BLOC2S1"
ENSG00000163762,TM4SF18,25181,116441,L6D
ENSG00000163781,TOPBP1,17008,11073,"KIAA0259, TOP2BP1, Dpb11"
ENSG00000163785,RYK,10481,6259,"D3S3195, RYK1, JTK5"
ENSG00000163788,SNRK,30598,54861,"FLJ20224, HSNFRK, KIAA0096"
ENSG00000163792,TCF23,18602,150921,"OUT, bHLHa24"
ENSG00000163793,DNAJC5G,24844,285126,"FLJ40417, CSP-gamma"
ENSG00000163794,UCN,12516,7349,"UROC, UI, UCN1"
ENSG00000163795,ZNF513,26498,130557,"FLJ32203, RP58, Zfp513"
ENSG00000163798,SLC4A1AP,13813,22950,"kanadaptin, HLC3"
ENSG00000163803,PLB1,30041,151056,"PLB, FLJ30866"
ENSG00000163806,SPDYA,30613,245711,"SPY1, Ringo3"
ENSG00000163807,KIAA1143,29198,57456,
ENSG00000163808,KIF15,17273,56992,"HKLP2, NY-BR-62"
ENSG00000163810,TGM4,11780,7047,TGP
ENSG00000163811,WDR43,28945,23160,"KIAA0007, NET12, UTP5"
ENSG00000163812,ZDHHC3,18470,51304,"ZNF373, GODZ, DHHC3"
ENSG00000163814,CDCP1,24357,64866,"CD318, SIMA135"
ENSG00000163815,CLEC3B,11891,7123,TN
ENSG00000163817,SLC6A20,30927,54716,"XT3, Xtrp3, SIT1, IMINO"
ENSG00000163818,LZTFL1,6741,54585,BBS17
ENSG00000163820,FYCO1,14673,79443,"FLJ13335, ZFYVE7"
ENSG00000163823,CCR1,1602,1230,"CKR-1, MIP1aR, CD191"
ENSG00000163825,RTP3,15572,83597,"LTM1, Z3CXXC3"
ENSG00000163827,LRRC2,14676,79442,
ENSG00000163832,ELP6,25976,54859,FLJ20211
ENSG00000163833,FBXO40,29816,51725,"KIAA1195, Fbx40"
ENSG00000163840,DTX3L,30323,151636,"BBAP, RNF143"
ENSG00000163848,ZNF148,12933,7707,"BERF-1, ZBP-89, BFCOL1, HT-BETA, ZFP148, pHZ-52"
ENSG00000163864,NMNAT3,20989,349565,PNAT3
ENSG00000163866,SMIM12,25154,113444,FLJ90372
ENSG00000163867,ZMYM6,13050,9204,"ZNF198L4, MYM, Buster2, ZBED7, KIAA1353"
ENSG00000163870,TPRA1,30413,131601,"TPRA40, FLJ32197, TMEM227"
ENSG00000163872,YEATS2,25489,55689,"FLJ10201, FLJ12841, FLJ13308, KIAA1197"
ENSG00000163873,GRIK3,4581,2899,"GluK3, GLUR7"
ENSG00000163874,ZC3H12A,26259,80149,"FLJ23231, MCPIP1, Regnase-1"
ENSG00000163875,MEAF6,25674,64769,"NY-SAR-91, FLJ11730, Eaf6, CENP-28"
ENSG00000163877,SNIP1,30587,79753,PML1
ENSG00000163879,DNALI1,14353,7802,"P28, hp28, dJ423B22.5"
ENSG00000163882,POLR2H,9195,5437,RPB8
ENSG00000163884,KLF15,14536,28999,KKLF
ENSG00000163885,CFAP100,26842,348807,"FLJ40083, MIA1"
ENSG00000163888,CAMK2N2,24197,94032,CaM-KIIN
ENSG00000163898,LIPH,18483,200879,"mPA-PLA1, PLA1B, mPA-PLA1alpha, LPDLR"
ENSG00000163900,TMEM41A,30544,90407,MGC15397
ENSG00000163902,RPN1,10381,6184,OST1
ENSG00000163904,SENP2,23116,59343,"SMT3IP2, KIAA1331, DKFZp762A2316, AXAM2"
ENSG00000163909,HEYL,4882,26508,"bHLHb33, HEY3, HESR3"
ENSG00000163913,IFT122,13556,55764,"WDR140, WDR10p, SPG, FAP80, CFAP80"
ENSG00000163914,RHO,10012,6010,"OPN2, CSNBAD1"
ENSG00000163915,IGF2BP2-AS1,32674,646600,FLJ32900
ENSG00000163918,RFC4,9972,5984,"A1, RFC37"
ENSG00000163923,RPL39L,17094,116832,
ENSG00000163930,BAP1,950,8314,"hucep-6, KIAA0272, UCHL2"
ENSG00000163931,TKT,11834,7086,
ENSG00000163932,PRKCD,9399,5580,
ENSG00000163933,RFT1,30220,91869,CDG1N
ENSG00000163935,SFMBT1,20255,51460,"RU1, DKFZp434L243, SFMBT"
ENSG00000163938,GNL3,29931,26354,"C77032, E2IG3, MGC800, NS, Nug1"
ENSG00000163939,PBRM1,30064,55193,"BAF180, PB1, SMARCH1"
ENSG00000163945,UVSSA,29304,57654,
ENSG00000163946,TASOR,30314,23272,"se89-1, RAP140, KIAA1105, TASOR1"
ENSG00000163947,ARHGEF3,683,50650,"STA3, XPLN, GEF3, DKFZP434F2429"
ENSG00000163950,SLBP,10904,7884,HBP
ENSG00000163956,LRPAP1,6701,4043,"HBP44, Alpha-2-MRAP"
ENSG00000163958,ZDHHC19,20713,131540,MGC33345
ENSG00000163959,SLC51A,29955,200931,"OSTalpha, SLC51A1"
ENSG00000163960,UBXN7,29119,26043,KIAA0794
ENSG00000163961,RNF168,26661,165918,FLJ35794
ENSG00000163964,PIGX,26046,54965,"FLJ20522, PIG-X"
ENSG00000163975,MELTF,7037,4241,"CD228, FLJ38863, MAP97, MGC4856, MTF1, MTf"
ENSG00000163982,OTOP1,19656,133060,
ENSG00000163993,S100P,10504,6286,
ENSG00000163995,ABLIM2,19195,84448,KIAA1808
ENSG00000164002,EXO5,26115,64789,FLJ21144
ENSG00000164007,CLDN19,2040,149461,
ENSG00000164008,C1orf50,28795,79078,MGC955
ENSG00000164010,ERMAP,15743,114625,BTN5
ENSG00000164011,ZNF691,28028,51058,Zfp691
ENSG00000164022,AIMP1,10648,9255,"EMAPII, EMAP-2, p43"
ENSG00000164023,SGMS2,28395,166929,"MGC26963, SMS2"
ENSG00000164024,METAP1,15789,23173,"KIAA0094, MetAP1A, MAP1A"
ENSG00000164031,DNAJB14,25881,79982,FLJ14281
ENSG00000164032,H2AZ1,4741,3015,H2A.Z
ENSG00000164035,EMCN,16041,51705,MUC14
ENSG00000164037,SLC9B1,24244,150159,NHA1
ENSG00000164038,SLC9B2,25143,133308,"FLJ23984, NHA2"
ENSG00000164039,BDH2,32389,56898,"UCPA-OR, FLJ13261, UNQ6308, PRO20933, SDR15C1"
ENSG00000164040,PGRMC2,16089,10424,"PMBP, DG6"
ENSG00000164045,CDC25A,1725,993,
ENSG00000164047,CAMP,1472,820,"CAP18, FALL39, FALL-39, LL37"
ENSG00000164048,ZNF589,16747,51385,SZF1
ENSG00000164049,FBXW12,20729,285231,Fbw12
ENSG00000164050,PLXNB1,9103,5364,"SEP, KIAA0407"
ENSG00000164051,CCDC51,25714,79714,FLJ12436
ENSG00000164053,ATRIP,33499,84126,"FLJ12343, MGC20625, MGC21482, MGC26740"
ENSG00000164054,SHISA5,30376,51246,"SCOTIN, hShisa5"
ENSG00000164056,SPRY1,11269,10252,hSPRY1
ENSG00000164061,BSN,1117,8927,
ENSG00000164062,APEH,586,327,
ENSG00000164066,INTU,29239,27152,"KIAA1284, CPLANE4"
