,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,aliases,collision_symbol,source
2814,ENSG00000103313,MEFV,6998,4210,"FMF, MEF, TRIM20", MEF,ENSG
2631,ENSG00000102034,ELF4,3319,2000,"ELFR, MEF", MEF,ENSG
22111,ENSG00000206402,LY6G6D,13935,58530,"C6ORF23, G6D, LY6-D, MEGT1, NG25", MEGT1,ENSG
42826,ENSG00000250641,LY6G6F-LY6G6D,38821,110599563,"G6F-LY6G6D, MEGT-1, MEGT1", MEGT1,ENSG
11592,ENSG00000165055,METTL2B,18272,55798,"FLJ11350, METL, METTL2", METTL2,ENSG
1764,ENSG00000087995,METTL2A,25755,339175,"FLJ12760, METTL2", METTL2,ENSG
13409,ENSG00000172460,PRSS30P,28753,,"DISP, MGC5228, TMPRSS8, TMPRSS8P", MGC5228,ENSG
7315,ENSG00000136450,SRSF1,10780,6426,"ASF, MGC5228, SF2, SF2P33, SFRS1, SRP30A", MGC5228,ENSG
50627,ENSG00000261857,MIA,7076,8190,"CD-RAP, MIA1", MIA1,ENSG
11247,ENSG00000163885,CFAP100,26842,348807,"CCDC37, FLJ40083, MIA1", MIA1,ENSG
6313,ENSG00000130513,GDF15,30142,9518,"MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB", MIC1,ENSG
8163,ENSG00000141452,RMC1,24326,29919,"C18ORF8, HST2591, MIC1, WDR98", MIC1,ENSG
13616,ENSG00000173436,MICOS10,32068,440574,"C1ORF151, FLJ36999, MIC10, MINOS1, MIO10, RP5-1056L3.2", MIC10,ENSG
4726,ENSG00000117335,CD46,6953,4179,"MCP, MGC26544, MIC10, TLX, TRA2.10", MIC10,ENSG
8727,ENSG00000145241,CENPC,1854,1060,"CENP-C, CENPC1, HCP-4, MIF2", MIF2,ENSG
2162,ENSG00000099977,DDT,2732,1652,"D-DT, DDCT, MIF-2, MIF2", MIF2,ENSG
4880,ENSG00000118855,MFSD1,25874,64747,"FLJ14153, MINERVA, UG0581B09", MINERVA,ENSG
7383,ENSG00000136830,NIBAN2,25282,64855,"BA356B19.6, C9ORF88, DKFZP434H0820, FAM129B, FLJ13518, FLJ22151, FLJ22298, MINERVA", MINERVA,ENSG
8171,ENSG00000141503,MINK1,17565,50488,"B55, MAP4K6, MINK, YSK2, ZC3", MINK,ENSG
15006,ENSG00000180509,KCNE1,6240,3753,"ISK, JLNS2, LQT5, MINK", MINK,ENSG
57656,ENSG00000274768,CISD3,27578,284106,"MINER2, MINT", MINT,ENSG
936,ENSG00000065526,SPEN,17575,23013,"KIAA0929, MINT, RBM15C, SHARP", MINT,ENSG
243,ENSG00000009950,MLXIPL,12744,51085,"BHLHD14, CHREBP, MIO, MONDOB, WBSCR14, WS-BHLH", MIO,ENSG
11488,ENSG00000164654,MIOS,21905,54468,"FLJ20323, MIO, SEA4, YULINK", MIO,ENSG
1599,ENSG00000083312,TNPO1,6401,3842,"IPO2, KPNB2, MIP, MIP1, TRN", MIP,ENSG
57719,ENSG00000274847,MAFIP,31102,727764,"FLJ00219, FLJ35473, FLJ39633, MIP, PP5644, TEKT4P4", MIP,ENSG
1527,ENSG00000081041,CXCL2,4603,2920,"CINC-2A, GRO2, GROB, MGSA-B, MIP-2A, SCYB2", MIP-2A,ENSG
17292,ENSG00000196459,TRAPPC2,23068,6399,"HYP38334, MIP-2A, SEDL, SEDT, TRS20, ZNF547L", MIP-2A,ENSG
1599,ENSG00000083312,TNPO1,6401,3842,"IPO2, KPNB2, MIP, MIP1, TRN", MIP1,ENSG
8189,ENSG00000141564,RPTOR,30287,57521,"KIAA1303, KOG1, MIP1, RAPTOR", MIP1,ENSG
4939,ENSG00000119487,MAPKAP1,18752,79109,"MGC2745, MIP1, SIN1", MIP1,ENSG
195,ENSG00000007944,MYLIP,21155,29116,"IDOL, MIR", MIR,ENSG
11672,ENSG00000165406,MARCHF8,23356,220972,"C-MIR, CMIR, MARCH-VIII, MARCH8, MIR, RNF178", MIR,ENSG
14049,ENSG00000175727,MLXIP,17055,22877,"BHLHE36, KIAA0867, MIR, MONDOA", MIR,ENSG
1410,ENSG00000078043,PIAS2,17311,9063,"ARIP3, MIZ, PIASX-ALPHA, PIASX-BETA, ZMIZ4", MIZ,ENSG
3512,ENSG00000108175,ZMIZ1,16493,57178,"FLJ13541, HZIMP10, KIAA1224, MIZ, RAI17, RP11-519K18.1, ZIMP10", MIZ,ENSG
3805,ENSG00000110492,MDK,6972,4192,"FLJ27379, MK, NEGF2", MK,ENSG
3849,ENSG00000110921,MVK,7530,4598,"LRBP, MK", MK,ENSG
4346,ENSG00000114738,MAPKAPK3,6888,7867,"3PK, MAPKAP3, MK-3, MK3", MK3,ENSG
14376,ENSG00000177272,KCNA3,6221,3738,"HLK3, HPCN3, KV1.3, MK3, RP11-284N8.3", MK3,ENSG
6719,ENSG00000132932,ATP8A2,13533,51761,"ATPIB, ML-1", ML-1,ENSG
4026,ENSG00000112116,IL17F,16404,112744,"IL-17F, ML-1, ML1", ML-1,ENSG
8064,ENSG00000140795,MYLK3,29826,91807,"CAMLCK, MLCK", MLCK,ENSG
937,ENSG00000065534,MYLK,7590,4638,"KRP, MLCK, MLCK1, MLCK108, MLCK210, MYLK-L, MYLK1, SMMLCK, TELOKIN", MLCK,ENSG
55738,ENSG00000272333,KMT2B,15840,9757,"CXXC10, HRX2, KIAA0304, MLL1B, MLL2, MLL4, TRX2, WBP7", MLL2,ENSG
12204,ENSG00000167548,KMT2D,7133,8085,"ALR, CAGL114, MLL2, MLL4, TNRC21", MLL2,ENSG
55738,ENSG00000272333,KMT2B,15840,9757,"CXXC10, HRX2, KIAA0304, MLL1B, MLL2, MLL4, TRX2, WBP7", MLL4,ENSG
12204,ENSG00000167548,KMT2D,7133,8085,"ALR, CAGL114, MLL2, MLL4, TNRC21", MLL4,ENSG
13934,ENSG00000175130,MARCKSL1,7142,65108,"F52, MACMARCKS, MLP, MLP1", MLP,ENSG
6148,ENSG00000129170,CSRP3,2472,8048,"CLP, CMD1M, MLP", MLP,ENSG
1932,ENSG00000091262,ABCC6,57,368,"ARA, EST349056, MLP1, MRP6, PXE, URG7", MLP1,ENSG
13934,ENSG00000175130,MARCKSL1,7142,65108,"F52, MACMARCKS, MLP, MLP1", MLP1,ENSG
12852,ENSG00000170180,GYPA,4702,2993,"CD235A, GPA, MN, MNS, PAS-2", MN,ENSG
3410,ENSG00000107159,CA9,1383,768,"CAIX, MN", MN,ENSG
765,ENSG00000056586,RC3H2,21461,54542,"FLJ20301, FLJ20713, MNAB, RNF164", MNAB,ENSG
11636,ENSG00000165204,OR1K1,8212,392392,"HG99, MNAB", MNAB,ENSG
17611,ENSG00000197465,GYPE,4705,2996,"GPE, MNS", MNS,ENSG
12852,ENSG00000170180,GYPA,4702,2993,"CD235A, GPA, MN, MNS, PAS-2", MNS,ENSG
42635,ENSG00000250361,GYPB,4703,2994,"CD235B, GPB, MNS, PAS-3, SS", MNS,ENSG
7916,ENSG00000139697,SBNO1,22973,55206,"FLJ10701, FLJ10833, MOP3, SNO", MOP3,ENSG
6829,ENSG00000133794,BMAL1,701,406,"ARNTL, ARNTL1, BHLHE5, JAP3, MOP3, PASD3", MOP3,ENSG
1957,ENSG00000091972,CD200,7203,4345,"MOX1, MOX2, MRC, OX-2", MOX2,ENSG
3335,ENSG00000106511,MEOX2,7014,4223,"GAX, MOX2", MOX2,ENSG
3674,ENSG00000109270,LAMTOR3,15606,8649,"MAP2K1IP1, MAPBP, MAPKSP1, MP1, RAGULATOR3", MP1,ENSG
3495,ENSG00000107959,PITRM1,17663,10531,"HMP1, KIAA1104, MP1, PREP", MP1,ENSG
14519,ENSG00000177954,RPS27,10416,6232,"ES27, MPS-1, MPS1, S27", MPS1,ENSG
4131,ENSG00000112742,TTK,12401,7272,"CT96, MPH1, MPS1, MPS1L1", MPS1,ENSG
2571,ENSG00000101608,MYL12A,16701,10627,"MLCB, MRCL3, MRLC3, MYL2B", MRCL3,ENSG
10157,ENSG00000157335,CLEC18C,28538,283971,"MGC34761, MRCL3", MRCL3,ENSG
25402,ENSG00000218283,MORF4L1P1,20400,,"MORF4LP1, MRG1", MRG1,ENSG
6876,ENSG00000134138,MEIS2,7001,4212,"HST18361, MRG1", MRG1,ENSG
3120,ENSG00000105419,MEIS3,29537,56917,"DKFZP547H236, MRG2", MRG2,ENSG
14780,ENSG00000179277,MEIS3P1,7002,,"MEIS3, MEIS4, MRG2", MRG2,ENSG
4031,ENSG00000112144,CILK1,21219,22858,"ICK, KIAA0936, LCK2, MGC46090, MRK", MRK,ENSG
1936,ENSG00000091436,MAP3K20,17797,51776,"MLK7, MLTK, MLTKALPHA, MLTKBETA, MRK, ZAK", MRK,ENSG
4640,ENSG00000116729,WLS,30238,79971,"C1ORF139, EVI, FLJ23091, GPR177, MIG-14, MRP", MRP,ENSG
2797,ENSG00000103222,ABCC1,51,4363,"GS-X, MRP, MRP1", MRP,ENSG
7537,ENSG00000137547,MRPL15,14054,29088,"HSPC145, L15MT, MRP-L15, MRP-L7, RPML7, UL15M", MRP-L15,ENSG
4447,ENSG00000115364,MRPL19,14052,9801,"BL19M, KIAA0104, MRP-L15, RLX1, RPML15", MRP-L15,ENSG
4196,ENSG00000113318,MSH3,7326,4437,"DUP, MRP1", MRP1,ENSG
2797,ENSG00000103222,ABCC1,51,4363,"GS-X, MRP, MRP1", MRP1,ENSG
436,ENSG00000023839,ABCC2,53,1244,"CMOAT, CMRP, DJS, MRP2", MRP2,ENSG
9357,ENSG00000150361,KLHL1,6352,57626,"FLJ30047, KIAA1490, MRP2", MRP2,ENSG
11033,ENSG00000163221,S100A12,10489,6283,"CAAF1, CAGC, CGRP, ENRAGE, MRP6, P6", MRP6,ENSG
1932,ENSG00000091262,ABCC6,57,368,"ARA, EST349056, MLP1, MRP6, PXE, URG7", MRP6,ENSG
5583,ENSG00000124574,ABCC10,52,89845,"EST182763, MRP7, SIMRP7", MRP7,ENSG
15,ENSG00000001626,CFTR,1884,1080,"ABC35, ABCC7, CF, CFTR/MRP, DJ760C5.1, MRP7, TNR-CFTR", MRP7,ENSG
8474,ENSG00000143546,S100A8,10498,6279,"60B8AG, CAGA, CFAG, CGLA, MRP-8, MRP8, P8, S100-A8", MRP8,ENSG
123,ENSG00000006071,ABCC8,59,6833,"ABC36, HHF1, HI, HRINS, MRP8, PHHI, SUR, SUR1, TNDM2", MRP8,ENSG
3764,ENSG00000110079,MS4A4A,13371,51338,"CD20L1, MS4A4, MS4A7", MS4A4,ENSG
12076,ENSG00000166959,MS4A8,13380,83661,"CD20L5, MS4A4, MS4A8B", MS4A4,ENSG
4453,ENSG00000115414,FN1,3778,2335,"CIG, FINC, GFND2, LETS, LNC-ABCA12-8, MSF", MSF,ENSG
4630,ENSG00000116690,PRG4,9364,10216,"BG174L6.2, CACP, FLJ32635, HAPO, JCAP, MSF, SZP", MSF,ENSG
15927,ENSG00000184640,SEPTIN9,7323,10801,"AF17Q25, KIAA0991, MSF, MSF1, PNUTL4, SEPT9, SEPTD1", MSF,ENSG
5044,ENSG00000120149,MSX2,7392,4488,"CRS2, FPP, HOX8, MSH, PFM, PFM1", MSH,ENSG
4398,ENSG00000115138,POMC,9201,5443,"ACTH, CLIP, LPH, MSH, NPP, POC", MSH,ENSG
10207,ENSG00000157766,ACAN,319,176,"AGC1, CSPG1, CSPGCP, MSK16", MSK16,ENSG
13638,ENSG00000173546,CSPG4,2466,1464,"CSPG4A, HMW-MAA, MCSP, MCSPG, MEL-CSPG, MSK16, NG2", MSK16,ENSG
51303,ENSG00000263639,MSMB,7372,4477,"IGBF, MSP, MSPB, PN44, PRPS, PSP, PSP-94, PSP57, PSP94", MSP,ENSG
13633,ENSG00000173531,MST1,7380,4485,"D3F15S2, DNF15S2, HGFL, MSP, NF15S2", MSP,ENSG
16165,ENSG00000185621,LMLN,15991,89782,"GP63, LMNL1, MSP", MSP,ENSG
6370,ENSG00000130758,MAP3K10,6849,4294,"MEKK10, MLK2, MST", MST,ENSG
5690,ENSG00000125459,MSTO1,29678,55154,"FLJ10504, LST005, MISATO, MST", MST,ENSG
21822,ENSG00000205364,MT1M,14296,4499,"MT1, MT1K", MT1K,ENSG
5648,ENSG00000125144,MT1G,7399,4495,"MT1, MT1K", MT1K,ENSG
46799,ENSG00000255986,MT1JP,7402,,"MT1, MT1J, MT1NP, MTB", MTB,ENSG
8961,ENSG00000146918,NCAPG2,21904,54892,"CAP-G2, FLJ20311, HCAP-G2, LUZP5, MTB", MTB,ENSG
49680,ENSG00000260549,MT1L,7404,,"MT1, MT1R, MTF", MTF,ENSG
11276,ENSG00000163975,MELTF,7037,4241,"CD228, FLJ38863, MAP97, MFI2, MGC4856, MTF, MTF1", MTF,ENSG
1146,ENSG00000070985,TRPM5,14323,29850,"LTRPC5, MTR1", MTR1,ENSG
7468,ENSG00000137200,CMTR1,21077,23070,"FTSJD2, ISG95, KIAA0082, MTR1", MTR1,ENSG
17172,ENSG00000196154,S100A4,10494,6275,"18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98", MTS1,ENSG
9096,ENSG00000147889,CDKN2A,1787,1029,"ARF, CAI2, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4A, P19, P19ARF", MTS1,ENSG
6882,ENSG00000134184,GSTM1,4632,2944,"GST1, H-B, MU", MU,ENSG
16872,ENSG00000188428,BLOC1S5,18561,63915,"DJ303A1.3, MU, MUTED", MU,ENSG
3348,ENSG00000106588,PSMA2,9531,5683,"HC3, MU, PMSA2", MU,ENSG
6171,ENSG00000129354,AP1M2,558,10053,"AP1-MU2, HSMU1B, MU2", MU2,ENSG
10669,ENSG00000161203,AP2M1,564,1173,"AP50, CLAPM1, MU2", MU2,ENSG
10639,ENSG00000160953,PWWP3A,29641,84939,"EXPAND1, MUM-1, MUM1", MUM1,ENSG
7480,ENSG00000137265,IRF4,6119,3662,"LSIRF, MUM1", MUM1,ENSG
8911,ENSG00000146457,WTAP,16846,9589,"KIAA0105, MGC3925, MUM2", MUM2,ENSG
12826,ENSG00000170043,TRAPPC1,19894,58485,"BET5, MUM2", MUM2,ENSG
17477,ENSG00000197056,ZMYM1,26253,79830,"FLJ23151, MYM", MYM,ENSG
8989,ENSG00000147130,ZMYM3,13054,9203,"DXS6673E, KIAA0385, MYM, ZNF198L2, ZNF261", MYM,ENSG
11237,ENSG00000163867,ZMYM6,13050,9204,"BUSTER2, KIAA1353, MYM, ZBED7, ZNF198L4, ZNF258", MYM,ENSG
5222,ENSG00000121741,ZMYM2,12989,7750,"FIM, MYM, RAMP, ZNF198", MYM,ENSG
8912,ENSG00000146463,ZMYM4,13055,9202,"KIAA0425, MYM, ZNF198L3, ZNF262", MYM,ENSG
1800,ENSG00000088836,SLC4A11,16438,83959,"BTR1, CDPD1, CHED2, DJ794I6.2, FECD4, NABC1", NABC1,ENSG
903,ENSG00000064787,BCAS1,974,8537,"AIBC1, NABC1, PMES-2", NABC1,ENSG
1945,ENSG00000091592,NLRP1,14374,22861,"CARD7, CLR17.1, DEFCAP, DKFZP586O1822, KIAA0926, NAC, NALP1, SLEV1, VAMAS1", NAC,ENSG
626,ENSG00000047597,XK,12811,7504,"KX, , NAC, X1K, XKR1", NAC,ENSG
10628,ENSG00000160877,NACC1,20967,112939,"BEND8, BTBD14B, BTBD30, NAC-1, NAC1", NAC1,ENSG
8599,ENSG00000144285,SCN1A,10585,6323,"FEB3, GEFSP2, HBSCI, NAC1, NAV1.1, SCN1, SMEI", NAC1,ENSG
2558,ENSG00000101473,ACOT8,15919,10005,"HACTE-III, HTE, NAP1, PTE-2, PTE1", NAP1,ENSG
11110,ENSG00000163512,AZI2,24002,64343,"AZ2, FLJ21939, NAP1", NAP1,ENSG
6478,ENSG00000131400,NAPSA,13395,9476,"KAP, KDAP, NAP1, NAPA", NAP1,ENSG
16562,ENSG00000187109,NAP1L1,7637,4673,"MGC23410, MGC8688, NAP1, NAP1L, NRP", NAP1,ENSG
12687,ENSG00000169429,CXCL8,6025,3576,"3-10C, AMCF-I, B-ENAP, GCP-1, GCP1, IL-8, IL8, K60, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1, SCYB8, TSG-1", NAP1,ENSG
833,ENSG00000061676,NCKAP1,7666,10787,"HEM2, NAP1, NAP125", NAP1,ENSG
7838,ENSG00000139209,SLC38A4,14679,55089,"ATA3, NAT3, PAAT, SNAT4", NAT3,ENSG
13612,ENSG00000173418,NAA20,15908,51126,"DJ1002M8.1, NAT3, NAT5", NAT3,ENSG
5211,ENSG00000121579,NAA50,29533,80218,"FLJ13194, MAK3, NAT13, NAT5, SAN", NAT5,ENSG
13612,ENSG00000173418,NAA20,15908,51126,"DJ1002M8.1, NAT3, NAT5", NAT5,ENSG
1228,ENSG00000073282,TP63,15979,8626,"EEC3, KET, NBP, OFC8, P40, P51, P53CP, P63, P73H, P73L, SHFM4, TP53CP, TP53L, TP73L", NBP,ENSG
1038,ENSG00000068120,COASY,29932,80347,"DPCK, NBP, PPAT", NBP,ENSG
16651,ENSG00000187609,EXD3,26023,54932,"FLJ20433, LOC54932, MUT-7, NBR", NBR,ENSG
6371,ENSG00000130762,ARHGEF16,15515,27237,"GEF16, NBR", NBR,ENSG
419,ENSG00000022556,NLRP2,22948,55655,"CLR19.9, FLJ20510, NALP2, NBS1, PAN1, PYPAF2", NBS1,ENSG
2914,ENSG00000104320,NBN,7652,4683,"AT-V1, AT-V2, ATV, NBS, NBS1", NBS1,ENSG
4627,ENSG00000116679,IVNS1ABP,16951,10625,"ARA3, HSPC068, KIAA0850, KLHL39, ND1, NS-1, NS1-BP", ND1,ENSG
18112,ENSG00000198888,MT-ND1,7455,4535,"MTND1, NAD1, ND1", ND1,ENSG
2936,ENSG00000104419,NDRG1,7679,10397,"CAP43, DRG1, NDR1, RTP, TDD5", NDR1,ENSG
4022,ENSG00000112079,STK38,17847,11329,"NDR, NDR1", NDR1,ENSG
7496,ENSG00000137332,DDR1,2730,780,"CAK, CD167, EDDR1, NEP, NTRK4, PTK3A, RTK6", NEP,ENSG
17320,ENSG00000196549,MME,7154,4311,"CALLA, CD10, NEP", NEP,ENSG
2853,ENSG00000103546,SLC6A2,11048,6530,"NAT1, NET, NET1, SLC6A5", NET,ENSG
3870,ENSG00000111145,ELK3,3325,2004,"ERP, NET, SAP2", NET,ENSG
2853,ENSG00000103546,SLC6A2,11048,6530,"NAT1, NET, NET1, SLC6A5", NET1,ENSG
6883,ENSG00000134186,PRPF38B,25512,55119,"FLJ10330, NET1", NET1,ENSG
11811,ENSG00000165970,SLC6A5,11051,9152,"GLYT-2, GLYT2, NET1", NET1,ENSG
5628,ENSG00000124818,OPN5,19992,221391,"DJ402H5.1, NEUROPSIN, TMEM13", NEUROPSIN,ENSG
6177,ENSG00000129455,KLK8,6369,11202,"HNP, NEUROPSIN, OVASIN, PRSS19, TADG14", NEUROPSIN,ENSG
2652,ENSG00000102145,GATA1,4170,2623,"ERYF1, GATA-1, GF1, NF-E1, NFE1", NF-E1,ENSG
2402,ENSG00000100811,YY1,12856,7528,"DELTA, INO80S, NF-E1, UCRBP, YIN-YANG-1", NF-E1,ENSG
13638,ENSG00000173546,CSPG4,2466,1464,"CSPG4A, HMW-MAA, MCSP, MCSPG, MEL-CSPG, MSK16, NG2", NG2,ENSG
15651,ENSG00000183574,RNF5,10068,6048,"G16, NG2, RING5, RMA1", NG2,ENSG
122,ENSG00000006062,MAP3K14,6853,9020,"FTDCR1B, HS, HSNIK, NIK", NIK,ENSG
1148,ENSG00000071054,MAP4K4,6866,9448,"FLH21957, HGK, NIK", NIK,ENSG
24827,ENSG00000214960,CRPPA,37276,729920,"HCG_1745121, ISPD, NIP", NIP,ENSG
7975,ENSG00000140254,DUOXA1,26507,90527,"FLJ32334, MOL, NIP, NUMBIP", NIP,ENSG
5386,ENSG00000123159,GIPC1,1226,10755,"C19ORF3, GIPC, GLUT1CBP, HS.6454, NIP, RGS19IP1, SEMCAP, SYNECTIN, TIP-2", NIP,ENSG
4325,ENSG00000114503,NCBP2,7659,22916,"CBC2, CBP20, NIP1", NIP1,ENSG
5804,ENSG00000125967,NECAB3,15851,63941,"APBA2BP, DJ63M2.4, DJ63M2.5, EFCBP3, NIP1, SYTIP2, XB51", NIP1,ENSG
9088,ENSG00000147854,UHRF2,12557,115426,"MGC33463, NIRF, RNF107, TDRD23, URF2", NIRF,ENSG
5984,ENSG00000127743,IL17B,5982,27190,"IL-17B, IL-20, MGC138900, MGC138901, NIRF, ZCYTO7", NIRF,ENSG
8705,ENSG00000145020,AMT,473,275,"GCST, NKH", NKH,ENSG
14612,ENSG00000178445,GLDC,4313,2731,"GCSP, NKH", NKH,ENSG
4443,ENSG00000115353,TACR1,11526,6869,"NK1R, NKIR, SPR, TAC1R", NKIR,ENSG
16292,ENSG00000186074,CD300LF,29883,146722,"CD300F, CLM1, IGSF13, IREM1, NKIR", NKIR,ENSG
12774,ENSG00000169836,TACR3,11528,6870,"NK3R, NKR, TAC3R", NKR,ENSG
3979,ENSG00000111796,KLRB1,6373,3820,"CD161, CLEC5B, HNKR-P1A, NKR, NKR-P1, NKR-P1A", NKR,ENSG
12282,ENSG00000167772,ANGPTL4,16039,51129,"ARP4, FIAF, HFARP, NL2, PGAR, PP1158", NL2,ENSG
8304,ENSG00000142606,MMEL1,14668,79258,"MMEL2, NEPII, NL1, NL2, SEP", NL2,ENSG
5842,ENSG00000126259,KIRREL2,18816,84063,"DKFZP564A1164, FILTRIN, MGC15718, NEPH3, NLG1", NLG1,ENSG
12760,ENSG00000169760,NLGN1,14291,22871,"KIAA1070, NLG1", NLG1,ENSG
15997,ENSG00000184967,NOC4L,28461,79050,"MGC3162, NET49, NOC4, UTP19", NOC4,ENSG
6445,ENSG00000131148,EMC8,7864,10328,"C16ORF2, C16ORF4, COX4NB, FAM158B, NOC4", NOC4,ENSG
4669,ENSG00000116885,OSCP1,29971,127700,"C1ORF102, NOR1", NOR1,ENSG
4940,ENSG00000119508,NR4A3,7982,8013,"CHN, CSMF, MINOR, NOR1", NOR1,ENSG
1841,ENSG00000089250,NOS1,7872,4842,"NNOS, NOS", NOS,ENSG
170,ENSG00000007171,NOS2,7873,4843,"HEP-NOS, INOS, NOS, NOS2A", NOS,ENSG
7432,ENSG00000136999,CCN3,7885,4856,"IGFBP9, NOV", NOV,ENSG
9025,ENSG00000147403,RPL10,10298,6134,"DXS648, DXS648E, FLJ23544, L10, NOV, QM, UL16", NOV,ENSG
16362,ENSG00000186310,NAP1L3,7639,4675,"MB20, MGC26312, NPL3", NPL3,ENSG
54746,ENSG00000270647,TAF15,11547,8148,"HTAFII68, NPL3, RBP56, TAF2N", NPL3,ENSG
14280,ENSG00000176884,GRIN1,4584,2902,"GLUN1, NMDAR1, NR1", NR1,ENSG
16901,ENSG00000188566,NDOR1,29838,27158,"BA350O14.9, CIAE1, NR1", NR1,ENSG
9865,ENSG00000154727,GABPA,4071,2551,"E4TF1-60, E4TF1A, NFT2, NRF2, NRF2A", NRF2,ENSG
4555,ENSG00000116044,NFE2L2,7782,4780,"NRF-2, NRF2", NRF2,ENSG
16562,ENSG00000187109,NAP1L1,7637,4673,"MGC23410, MGC8688, NAP1, NAP1L, NRP", NRP,ENSG
2095,ENSG00000099250,NRP1,8004,8829,"CD304, NRP, VEGF165R", NRP,ENSG
5396,ENSG00000123240,OPTN,17142,10133,"FIP-2, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP", NRP,ENSG
3605,ENSG00000108797,CNTNAP1,8011,8506,"CASPR, CNTNAP, NRXN4, P190", NRXN4,ENSG
13805,ENSG00000174469,CNTNAP2,13830,26047,"CASPR2, KIAA0868, NRXN4", NRXN4,ENSG
11264,ENSG00000163938,GNL3,29931,26354,"C77032, E2IG3, MGC800, NS, NUG1", NS,ENSG
6822,ENSG00000133710,SPINK5,15464,11005,"DKFZP686K19184, FLJ21544, FLJ97536, FLJ97596, FLJ99794, LEKTI, LETKI, NETS, NS, VAKTI", NS,ENSG
14437,ENSG00000177551,NHLH2,7818,4808,"BHLHA34, HEN2, NSCL2", NSCL2,ENSG
8990,ENSG00000147133,TAF1,11535,6872,"BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, NSCL2, TAF2A, TAFII250", NSCL2,ENSG
10093,ENSG00000156831,NSMCE2,26513,286053,"C8ORF36, FLJ32440, MMS21, NSE2, ZMIZ7", NSE2,ENSG
12502,ENSG00000168672,LRATD2,24166,157638,"BCMP101, FAM84B, NSE2", NSE2,ENSG
54667,ENSG00000270503,YTHDF2P1,19865,,"HGRG8, NY-REN-2, YTHDF2P", NY-REN-2,ENSG
17939,ENSG00000198492,YTHDF2,31675,51441,"CAHL, HGRG8, NY-REN-2", NY-REN-2,ENSG
61,ENSG00000004809,SLC22A16,20302,85413,"CT2, FLIPT2, OAT6, OKB1", OAT6,ENSG
17728,ENSG00000197847,SLC22A20P,29867,,"FLJ16331, OAT6, SLC22A20", OAT6,ENSG
2747,ENSG00000102935,ZNF423,16762,23090,"EBFAZ, HOAZ, JBTS19, KIAA0760, NPHP14, OAZ, ZFP104", OAZ,ENSG
3016,ENSG00000104904,OAZ1,8095,4946,"AZ1, AZI, MGC138338, OAZ", OAZ,ENSG
35809,ENSG00000235162,C12orf75,35164,387882,"AGD3, OCC-1, OCC1", OCC-1,ENSG
11084,ENSG00000163430,FSTL1,3972,11167,"FRP, FSL1, OCC-1, OCC1, TSC36", OCC-1,ENSG
35809,ENSG00000235162,C12orf75,35164,387882,"AGD3, OCC-1, OCC1", OCC1,ENSG
11084,ENSG00000163430,FSTL1,3972,11167,"FRP, FSL1, OCC-1, OCC1, TSC36", OCC1,ENSG
32702,ENSG00000231234,SKP1P1,33696,,"EMC19, OCP2, TCEB1L, TCEB1P", OCP2,ENSG
4225,ENSG00000113558,SKP1,10899,6500,"EMC19, MGC34403, OCP-II, OCP2, P19A, SKP1A, TCEB1L", OCP2,ENSG
21546,ENSG00000204531,POU5F1,9221,5460,"MGC22487, OCT-4, OCT3, OCT3/4, OCT4, OTF3", OCT3,ENSG
8915,ENSG00000146477,SLC22A3,10967,6581,"EMT, OCT3", OCT3,ENSG
9909,ENSG00000155096,AZIN1,16432,51582,"OAZI, OAZIN, ODC1L", ODC1L,ENSG
8343,ENSG00000142920,AZIN2,29957,113451,"ADC, KIAA1945, ODC-P, ODC1L, ODCP", ODC1L,ENSG
235,ENSG00000009694,TENM1,8117,10178,"ODZ1, ODZ3, TEN-M1, TEN1, TNM", ODZ3,ENSG
25407,ENSG00000218336,TENM3,29944,55714,"KIAA1455, ODZ3, TEN-M3, TEN3", ODZ3,ENSG
12298,ENSG00000167825,OR5I1,8347,10798,"HSOLF1, OLF1", OLF1,ENSG
11409,ENSG00000164330,EBF1,3126,1879,"COE1, EBF, OLF1", OLF1,ENSG
53984,ENSG00000268834,OR7A1P,8364,,"HG513, OLF4P, OR19-3, OR7A6P", OLF4P,ENSG
13324,ENSG00000172148,OR7A2P,8370,,"HG1003, OLF4P, OR19-18, OR7A2, OR7A7", OLF4P,ENSG
11520,ENSG00000164761,TNFRSF11B,11909,4982,"OCIF, OPG, TR1", OPG,ENSG
4885,ENSG00000118903,BTF3P11,1126,,"BTF3L1, HUMBTFB, OCIF, OPG, TNFRSF11B", OPG,ENSG
36168,ENSG00000235623,OR7E110P,15126,,"HG523, HG674, OR7E68P, OR7E71P, OR7E72P, OR7E73P, OR7E74P, OR7E75P, OR912-108, OR912-109, OR912-110, OR912-46", OR7E68P,ENSG
