,collision,ENSG_ID,gene_symbol,source
301,E2,"ENSG00000226344, ENSG00000202363, ENSG00000150768","CST12P, SNORA62, DLAT",HGNC
302,E3,"ENSG00000143149, ENSG00000200320, ENSG00000091140","ALDH9A1, SNORA63, DLD",HGNC
303,E4,"ENSG00000130939, ENSG00000110344","UBE4B, UBE4A",HGNC
304,EAP1,"ENSG00000164611, ENSG00000119669, ENSG00000075914","PTTG1, IRF2BPL, EXOSC7",HGNC
305,EB1,"ENSG00000115944, ENSG00000166974, ENSG00000101367","COX7A2L, MAPRE2, MAPRE1",HGNC
306,EBP,"ENSG00000109686, ENSG00000170266","SH3D19, GLB1",HGNC
307,EDG-2,"ENSG00000106245, ENSG00000198121","BUD31, LPAR1",HGNC
308,EEG1,"ENSG00000110888, ENSG00000134802","CAPRIN2, SLC43A3",HGNC
309,EIF-2B,"ENSG00000111361, ENSG00000115211, ENSG00000070785, ENSG00000145191","EIF2B1, EIF2B4, EIF2B3, EIF2B5",HGNC
310,EIF2B,"ENSG00000119718, ENSG00000115211","EIF2B2, EIF2B4",HGNC
311,EL32,"ENSG00000085063, ENSG00000144713","CD59, RPL32",HGNC
312,EMA,"ENSG00000185499, ENSG00000140374","MUC1, ETFA",HGNC
313,EMAP-2,"ENSG00000164022, ENSG00000125746, ENSG00000165521","AIMP1, EML2, EML5",HGNC
314,EMC19,"ENSG00000113558, ENSG00000231234","SKP1, SKP1P1",HGNC
315,EMT,"ENSG00000113263, ENSG00000146477","ITK, SLC22A3",HGNC
316,EOS,"ENSG00000103355, ENSG00000123411","PRSS33, IKZF4",HGNC
317,EP2,"ENSG00000125384, ENSG00000164871","PTGER2, SPAG11B",HGNC
318,EPO,"ENSG00000102265, ENSG00000121053","TIMP1, EPX",HGNC
319,EPR-1,"ENSG00000163435, nan, ENSG00000089685","ELF3, EPR1, BIRC5",HGNC
320,ER,"ENSG00000124882, ENSG00000091831","EREG, ESR1",HGNC
321,ERF1,"ENSG00000185650, ENSG00000120705, ENSG00000087510","ZFP36L1, ETF1, TFAP2C",HGNC
322,ERIS,"ENSG00000145354, ENSG00000184584","CISD2, STING1",HGNC
323,ERV1,"ENSG00000127554, ENSG00000174600","GFER, CMKLR1",HGNC
324,ES1,"ENSG00000145425, ENSG00000160221","RPS3A, GATD3",HGNC
325,ES31,"ENSG00000143947, ENSG00000172828","RPS27A, CES3",HGNC
326,ESA,"ENSG00000132589, ENSG00000005421, ENSG00000119888","FLOT2, PON1, EPCAM",HGNC
327,ESA1,"ENSG00000172977, ENSG00000132589","KAT5, FLOT2",HGNC
328,ESG,"ENSG00000140332, ENSG00000065717, ENSG00000196781, ENSG00000106829","TLE3, TLE2, TLE1, TLE4",HGNC
329,ESG1,"ENSG00000203909, ENSG00000196781","DPPA5, TLE1",HGNC
330,ESO1,"ENSG00000141446, ENSG00000184033, ENSG00000268651","ESCO1, CTAG1B, CTAG1A",HGNC
331,ESP1,"ENSG00000135476, ENSG00000182809","ESPL1, CRIP2",HGNC
332,EST,"ENSG00000109193, ENSG00000107968","SULT1E1, MAP3K8",HGNC
333,ETL1,"ENSG00000163104, ENSG00000108231","SMARCAD1, LGI1",HGNC
334,F11,"ENSG00000170949, nan","ZNF160, ZNF159",HGNC
335,F379,"ENSG00000282591, ENSG00000237613, ENSG00000226516, ENSG00000218839, ENSG00000248893, ENSG00000249054","FAM138F, FAM138A, FAM138B, FAM138C, FAM138E, FAM138D",HGNC
336,FAD,"ENSG00000144554, ENSG00000080815, ENSG00000139618","FANCD2, PSEN1, BRCA2",HGNC
337,FAD1,"ENSG00000160688, ENSG00000139618","FLAD1, BRCA2",HGNC
338,FAF,"ENSG00000183161, ENSG00000124486","FANCF, USP9X",HGNC
339,FAL1,"ENSG00000228126, ENSG00000141543","FALEC, EIF4A3",HGNC
340,FAME,"ENSG00000100557, nan","CCDC198, FCMTE3",HGNC
341,FAST,"ENSG00000230798, ENSG00000164896","FOXD3-AS1, FASTK",HGNC
342,FBL2,"ENSG00000153558, ENSG00000108306","FBXL2, FBXL20",HGNC
343,FBL3,"ENSG00000005812, ENSG00000153558","FBXL3, FBXL2",HGNC
344,FBL4,"ENSG00000112234, ENSG00000118564","FBXL4, FBXL5",HGNC
345,FBL5,"ENSG00000118564, ENSG00000112234","FBXL5, FBXL4",HGNC
346,FBL6,"ENSG00000182325, ENSG00000183580","FBXL6, FBXL7",HGNC
347,FBL7,"ENSG00000173120, ENSG00000183580","KDM2A, FBXL7",HGNC
348,FBP,"ENSG00000162613, ENSG00000119396","FUBP1, RAB14",HGNC
349,FBS,"ENSG00000164117, ENSG00000156860","FBXO8, FBRS",HGNC
350,FBX30,"ENSG00000132879, ENSG00000118496, ENSG00000109670","FBXO44, FBXO30, FBXW7",HGNC
351,FE,"ENSG00000197265, ENSG00000153767","GTF2E2, GTF2E1",HGNC
352,FETA,"ENSG00000081051, ENSG00000179766","AFP, ATP8B5P",HGNC
353,FHC,"ENSG00000167996, ENSG00000134571","FTH1, MYBPC3",HGNC
354,FHL1,"nan, ENSG00000000971","HPLH1, CFH",HGNC
355,FIG,"ENSG00000165507, ENSG00000047932","DEPP1, GOPC",HGNC
356,FIL1,"ENSG00000136694, ENSG00000125571, ENSG00000136695, ENSG00000136696","IL36A, IL37, IL36RN, IL36B",HGNC
357,FIR,"ENSG00000006607, ENSG00000179950","FARP2, PUF60",HGNC
358,FLIP,"ENSG00000000460, ENSG00000003402","FIRRM, CFLAR",HGNC
359,FLJ10052,"ENSG00000187554, ENSG00000143502","TLR5, SUSD4",HGNC
360,FLJ10883,"ENSG00000203880, ENSG00000168300","PCMTD2, PCMTD1",HGNC
361,FLJ20375,"ENSG00000188352, ENSG00000183354","FOCAD, BRD10",HGNC
362,FLJ22167,"ENSG00000135702, ENSG00000205084","CHST5, TMEM231",HGNC
363,FLJ37712,"ENSG00000151812, ENSG00000183780","SLC35F4, SLC35F3",HGNC
364,FLJ43692,"ENSG00000288784, ENSG00000213214","CTAGE4, ARHGEF35",HGNC
365,FOP,"ENSG00000160679, ENSG00000213066","CHTOP, CEP43",HGNC
366,FP,"ENSG00000073578, ENSG00000122420","SDHA, PTGFR",HGNC
367,FPP,"ENSG00000120149, ENSG00000052850","MSX2, ALX4",HGNC
368,FRAG1,"ENSG00000176208, ENSG00000148985","ATAD5, PGAP2",HGNC
369,FRITZ,"ENSG00000162998, ENSG00000143951","FRZB, WDPCP",HGNC
370,FRP,"ENSG00000104332, ENSG00000163430","SFRP1, FSTL1",HGNC
371,FS,"ENSG00000134363, ENSG00000148288","FST, GBGT1",HGNC
372,FSP1,"ENSG00000196154, ENSG00000198513, ENSG00000042286","S100A4, ATL1, AIFM2",HGNC
373,FSSV,"ENSG00000130598, ENSG00000130595","TNNI2, TNNT3",HGNC
374,FUS1,"ENSG00000089280, ENSG00000114383","FUS, TUSC2",HGNC
375,G13,"ENSG00000120063, ENSG00000213676","GNA13, ATF6B",HGNC
376,G16,"ENSG00000204308, ENSG00000004534","RNF5, RBM6",HGNC
377,G17,"ENSG00000188338, ENSG00000204304","SLC38A3, PBX2",HGNC
378,G18,"ENSG00000213654, ENSG00000114737","GPSM3, CISH",HGNC
379,G2,"ENSG00000229150, ENSG00000204469, ENSG00000110427","CRYGEP, PRRC2A, KIAA1549L",HGNC
380,GAGE8,"nan, ENSG00000275113","GAGE2D, GAGE2E",HGNC
381,GAL7,"ENSG00000178934, ENSG00000205076","LGALS7B, LGALS7",HGNC
382,GALNAC-T10,"ENSG00000164574, ENSG00000158089","GALNT10, GALNT14",HGNC
383,GALNAC-T5L,"ENSG00000185274, ENSG00000106648","GALNT17, GALNTL5",HGNC
384,GAS,"ENSG00000141012, ENSG00000280789","GALNS, PAGR1",HGNC
385,GASP,"ENSG00000154978, ENSG00000198932","VOPP1, GPRASP1",HGNC
386,GBP,"ENSG00000033800, ENSG00000084754, ENSG00000100097, ENSG00000006118","PIAS1, HADHA, LGALS1, TMEM132A",HGNC
387,GC1,"ENSG00000102837, ENSG00000291237, ENSG00000177542","OLFM4, SOD2, SLC25A22",HGNC
388,GCAP,"ENSG00000163286, ENSG00000048545","ALPG, GUCA1A",HGNC
389,GCD10,"ENSG00000088766, ENSG00000089195","CRLS1, TRMT6",HGNC
390,GCL,"ENSG00000115271, ENSG00000244234","GCA, GMCL2",HGNC
391,GCN5,"ENSG00000108773, ENSG00000114166","KAT2A, KAT2B",HGNC
392,GCP2,"ENSG00000086205, ENSG00000144674, ENSG00000130640","FOLH1, GOLGA4, TUBGCP2",HGNC
393,GCS,"ENSG00000001084, ENSG00000148154","GCLC, UGCG",HGNC
394,GDA,"ENSG00000122133, ENSG00000122912","PAEP, SLC25A16",HGNC
395,GDH,"ENSG00000109814, ENSG00000148672, ENSG00000165475","UGDH, GLUD1, CRYL1",HGNC
396,GDN,"ENSG00000135919, ENSG00000196782","SERPINE2, MAML3",HGNC
397,GEMIN1,"ENSG00000205571, ENSG00000172062","SMN2, SMN1",HGNC
398,GID2,"ENSG00000145916, ENSG00000153561","RMND5B, RMND5A",HGNC
399,GIF,"ENSG00000087250, ENSG00000240972","MT3, MIF",HGNC
400,GIG1,"ENSG00000105374, ENSG00000164684, ENSG00000142871","NKG7, ZNF704, CCN1",HGNC
401,GIP,"ENSG00000173918, ENSG00000114353","C1QTNF1, GNAI2",HGNC
402,GL,"ENSG00000081087, ENSG00000173281","OSTM1, PPP1R3B",HGNC
403,GLP,"ENSG00000181090, ENSG00000159289","EHMT1, GOLGA6A",HGNC
404,GLP-1,"ENSG00000220201, ENSG00000115263","ZGLP1, GCG",HGNC
405,GLP1,"ENSG00000220201, ENSG00000115263","ZGLP1, GCG",HGNC
406,GLUR7,"ENSG00000163873, ENSG00000196277","GRIK3, GRM7",HGNC
407,GLUT8,"ENSG00000136856, ENSG00000146411","SLC2A8, SLC2A12",HGNC
408,GLUT9,"ENSG00000160326, ENSG00000109667","SLC2A6, SLC2A9",HGNC
409,GOT1,"ENSG00000111711, ENSG00000174567","GOLT1B, GOLT1A",HGNC
410,GP110,"ENSG00000129226, ENSG00000130706","CD68, ADRM1",HGNC
411,GP130,"ENSG00000134352, ENSG00000138095","IL6ST, LRPPRC",HGNC
412,GP135,"ENSG00000018236, ENSG00000128567","CNTN1, PODXL",HGNC
413,GP180,"ENSG00000108582, ENSG00000081237","CPD, PTPRC",HGNC
414,GP39,"ENSG00000133048, ENSG00000102245","CHI3L1, CD40LG",HGNC
415,GP40,"ENSG00000162493, ENSG00000173762","PDPN, CD7",HGNC
416,GPCR,"ENSG00000179921, ENSG00000162881","GPBAR1, OXER1",HGNC
417,GPD,"ENSG00000213088, ENSG00000136732","ACKR1, GYPC",HGNC
418,GRIP1,"ENSG00000133317, ENSG00000140396","LGALS12, NCOA2",HGNC
419,GRP,"ENSG00000165623, ENSG00000119862","UCMA, LGALSL",HGNC
420,GRTH,"ENSG00000109832, ENSG00000151090","DDX25, THRB",HGNC
421,GS1,"ENSG00000197535, ENSG00000130021","MYO5A, PUDP",HGNC
422,GS2,"ENSG00000069974, ENSG00000006757","RAB27A, PNPLA4",HGNC
423,GSE,"ENSG00000163599, nan","CTLA4, CELIAC2",HGNC
424,GTK,"ENSG00000171097, ENSG00000111816","KYAT1, FRK",HGNC
425,GUCY2B,"ENSG00000113389, ENSG00000159899","NPR3, NPR2",HGNC
426,H-PLK,"ENSG00000213462, ENSG00000152926","ERV3-1, ZNF117",HGNC
427,H1,"ENSG00000136631, ENSG00000107018, ENSG00000169504","VPS45, RLN1, CLIC4",HGNC
428,H2,"ENSG00000107014, ENSG00000077782","RLN2, FGFR1",HGNC
429,H2-ALPHA,"ENSG00000127824, ENSG00000075886","TUBA4A, TUBA3D",HGNC
430,H2A.1,"ENSG00000278677, ENSG00000277075","H2AC17, H2AC8",HGNC
431,H2A.B.1,"ENSG00000277858, ENSG00000277745","H2AB2, H2AB3",HGNC
432,H2A/Q,"ENSG00000184260, ENSG00000288825","H2AC20, H2AC18",HGNC
433,H2B.1,"ENSG00000184678, ENSG00000180596","H2BC21, H2BC4",HGNC
434,H3,"ENSG00000203811, ENSG00000077782, ENSG00000171136","H3C14, FGFR1, RLN3",HGNC
435,H3.1,"ENSG00000287080, ENSG00000274750","H3C3, H3C6",HGNC
436,H4,"ENSG00000274618, ENSG00000077782, ENSG00000108091","H4C6, FGFR1, CCDC6",HGNC
437,H5,"ENSG00000184702, ENSG00000108387, ENSG00000077782","SEPTIN5, SEPTIN4, FGFR1",HGNC
438,HA-1,"ENSG00000180448, ENSG00000094796","ARHGAP45, KRT31",HGNC
439,HA-2,"ENSG00000136286, ENSG00000108759","MYO1G, KRT32",HGNC
440,HAI,"ENSG00000149418, ENSG00000166145","ST14, SPINT1",HGNC
441,HAP,"ENSG00000077092, ENSG00000133318","RARB, RTN3",HGNC
442,HARP,"ENSG00000136859, ENSG00000175311, ENSG00000138375, ENSG00000125779","ANGPTL2, ANKS4B, SMARCAL1, PANK2",HGNC
443,HAS1,"ENSG00000241388, ENSG00000088205","HNF1A-AS1, DDX18",HGNC
444,HB-1,"ENSG00000158497, ENSG00000242265, ENSG00000205426","HMHB1, PEG10, KRT81",HGNC
445,HB6,"ENSG00000170442, ENSG00000168032","KRT86, ENTPD3",HGNC
446,HBK,"ENSG00000223609, ENSG00000206177","HBD, HBM",HGNC
447,HBP,"ENSG00000172232, ENSG00000013583, ENSG00000115677, ENSG00000163950, ENSG00000115145","AZU1, HEBP1, HDLBP, SLBP, STAM2",HGNC
448,HBSCI,"ENSG00000144285, ENSG00000136531","SCN1A, SCN2A",HGNC
449,HC2,"ENSG00000259513, ENSG00000099937, ENSG00000129084","CYCSP38, SERPIND1, PSMA1",HGNC
450,HC3,"ENSG00000227666, ENSG00000106588","CYCSP24, PSMA2",HGNC
451,HC5,"ENSG00000008018, ENSG00000271423","PSMB1, CYCSP1",HGNC
452,HC8,"ENSG00000100567, ENSG00000233549","PSMA3, CYCSP35",HGNC
453,HCA2,"ENSG00000182782, ENSG00000143199, ENSG00000165509","HCAR2, ADCY10, MAGEC3",HGNC
454,HCA3,"ENSG00000186675, ENSG00000255398","MAGEE2, HCAR3",HGNC
455,HCAP,"ENSG00000108055, ENSG00000111880, ENSG00000161634","SMC3, RNGTT, DCD",HGNC
456,HCC-1,"ENSG00000276409, ENSG00000205323","CCL14, SARNP",HGNC
457,HCC-2,"ENSG00000239264, ENSG00000181991, ENSG00000275718","TXNDC5, MRPS11, CCL15",HGNC
458,HCC-4,"ENSG00000153250, ENSG00000275152","RBMS1, CCL16",HGNC
459,HCCA2,"ENSG00000182208, ENSG00000163374","MOB2, YY1AP1",HGNC
460,HCCR-2,"ENSG00000184992, ENSG00000050426","BRI3BP, LETMD1",HGNC
461,HCG,"ENSG00000135346, nan, ENSG00000189052","CGA, HTC2, CGB5",HGNC
462,HCG1,"ENSG00000136243, ENSG00000204616","NUP42, TRIM31",HGNC
463,HCNP,"ENSG00000089220, ENSG00000076924","PEBP1, XAB2",HGNC
464,HCP,"ENSG00000080819, ENSG00000111679, ENSG00000106927","CPOX, PTPN6, AMBP",HGNC
465,HCP1,"ENSG00000205268, ENSG00000229357, ENSG00000126457, ENSG00000076351","PDE7A, CYCSP51, PRMT1, SLC46A1",HGNC
466,HCR,"ENSG00000086232, ENSG00000121797, ENSG00000204536","EIF2AK1, CCRL2, CCHCR1",HGNC
467,HCS,"ENSG00000172115, ENSG00000159267","CYCS, HLCS",HGNC
468,HE2,"ENSG00000164871, ENSG00000178287","SPAG11B, SPAG11A",HGNC
469,HED,"ENSG00000121742, ENSG00000164107, ENSG00000158813","GJB6, HAND2, EDA",HGNC
470,HEP,"ENSG00000213221, ENSG00000106123","DNLZ, EPHB6",HGNC
471,HEPIS,"ENSG00000258315, ENSG00000166352","C17ORF49, IFTAP",HGNC
472,HERV-K,"nan, nan","ERVK3, ERVK2",HGNC
473,HGF,"ENSG00000115904, ENSG00000136244","SOS1, IL6",HGNC
474,HGL,"ENSG00000073350, ENSG00000182333","LLGL2, LIPF",HGNC
475,HGPS,"ENSG00000084073, ENSG00000160789, ENSG00000154134","ZMPSTE24, LMNA, ROBO3",HGNC
476,HGRG8,"ENSG00000198492, ENSG00000270503","YTHDF2, YTHDF2P1",HGNC
477,HHM,"ENSG00000166946, ENSG00000087494","CCNDBP1, PTHLH",HGNC
478,HHZ150,"nan, ENSG00000147118","ZNF182L, ZNF182",HGNC
479,HI,"ENSG00000147081, ENSG00000006071","AKAP4, ABCC8",HGNC
480,HIP,"ENSG00000162244, ENSG00000100380, ENSG00000164161, ENSG00000172016","RPL29, ST13, HHIP, REG3A",HGNC
481,HIS1,"nan, ENSG00000126550, ENSG00000186834","VIS1, HTN1, HEXIM1",HGNC
482,HK1,"ENSG00000134709, ENSG00000182255","HOOK1, KCNA4",HGNC
483,HK2,"ENSG00000068796, ENSG00000095066, ENSG00000130037","KIF2A, HOOK2, KCNA5",HGNC
484,HK4,"ENSG00000177301, ENSG00000106633","KCNA2, GCK",HGNC
485,HL,"ENSG00000117305, ENSG00000166035","HMGCL, LIPC",HGNC
486,HL-2,"ENSG00000158764, ENSG00000115423","ITLN2, DNAH6",HGNC
487,HLP,"ENSG00000204351, ENSG00000100453, ENSG00000173805","SKIC2, GZMB, HAP1",HGNC
488,HLP2,"ENSG00000215301, ENSG00000115756","DDX3X, HPCAL1",HGNC
489,HMAT1,"ENSG00000033011, ENSG00000162734","ALG1, PEA15",HGNC
490,HNPCC,"ENSG00000095002, ENSG00000076242","MSH2, MLH1",HGNC
491,HNRNP-G,"ENSG00000216835, ENSG00000147274","RBMXP1, RBMX",HGNC
492,HNT,"ENSG00000182667, ENSG00000124782","NTM, RREB1",HGNC
493,HOP,"ENSG00000168439, ENSG00000171476","STIP1, HOPX",HGNC
494,HPC2,"ENSG00000006744, ENSG00000141582, nan","ELAC2, CBX4, PCAP",HGNC
495,HPIP,"ENSG00000103145, ENSG00000163346","HCFC1R1, PBXIP1",HGNC
496,HPS2,"ENSG00000160182, ENSG00000132842","TFF1, AP3B1",HGNC
497,HRCA1,"ENSG00000170881, nan","RNF139, RCA1",HGNC
498,HREP,"ENSG00000171931, ENSG00000241322","FBXW10, FBXW10B",HGNC
499,HRG4,"ENSG00000169752, ENSG00000109103","NRG4, UNC119",HGNC
500,HRS,"ENSG00000185359, ENSG00000100650","HGS, SRSF5",HGNC
501,HS1,"ENSG00000180353, ENSG00000134308, ENSG00000101210","HCLS1, YWHAQ, EEF1A2",HGNC
502,HSD17,"ENSG00000108786, ENSG00000086696","HSD17B1, HSD17B2",HGNC
503,HSDJ0798C17,"ENSG00000243896, ENSG00000228960","OR2A7, OR2A9P",HGNC
504,HSK1,"ENSG00000097046, ENSG00000105642","CDC7, KCNN1",HGNC
505,HSPC105,"ENSG00000184860, ENSG00000137812","SDR42E1, KNL1",HGNC
506,HSS,"ENSG00000125779, ENSG00000008294, ENSG00000127554, ENSG00000181523","PANK2, SPAG9, GFER, SGSH",HGNC
507,HSST2,"ENSG00000088002, ENSG00000166507","SULT2B1, NDST2",HGNC
508,HXBL,"ENSG00000168477, ENSG00000248290","TNXB, TNXA",HGNC
509,HZF-3,"ENSG00000153234, nan","NR4A2, ZNF125",HGNC
510,HZF2,"ENSG00000185947, ENSG00000174738, nan","ZNF267, NR1D2, ZNF126",HGNC
511,HZF3,"nan, ENSG00000090612","ZNF125, ZNF268",HGNC
512,IAP,"ENSG00000163295, ENSG00000102158, ENSG00000121351, ENSG00000196776","ALPI, MAGT1, IAPP, CD47",HGNC
513,IBP,"ENSG00000023892, ENSG00000100300","DEF6, TSPO",HGNC
514,ICE,"ENSG00000137752, ENSG00000172831","CASP1, CES2",HGNC
515,ICIS,"ENSG00000132938, ENSG00000129422","MTUS2, MTUS1",HGNC
516,ICLN,"ENSG00000213335, ENSG00000074201","CLNS1AP1, CLNS1A",HGNC
517,IDD,"ENSG00000070413, ENSG00000092758","DGCR2, COL9A3",HGNC
518,IFN-ALPHAI,"ENSG00000137080, ENSG00000234829","IFNA21, IFNA17",HGNC
519,IGFBP-3R,"ENSG00000123384, ENSG00000149932","LRP1, TMEM219",HGNC
520,IGHV,"nan, nan","IGHVOR16@, IGHVOR15@",HGNC
521,IGHV4-3,"nan, nan","IGHV4-30-2, IGHV4-30-4",HGNC
522,IGNT,"ENSG00000174684, ENSG00000111846","B4GAT1, GCNT2",HGNC
523,IGO1,"nan, ENSG00000231292","IGKVOR2@, IGKV1OR2-108",HGNC
524,IGSF13,"ENSG00000186074, ENSG00000144847","CD300LF, IGSF11",HGNC
525,IL-20,"ENSG00000162891, ENSG00000127743","IL20, IL17B",HGNC
526,IL-21,"ENSG00000138684, ENSG00000127318, ENSG00000124391","IL21, IL22, IL17C",HGNC
527,IL-25,"ENSG00000074842, ENSG00000166090","MYDGF, IL25",HGNC
528,IL-27,"ENSG00000074842, ENSG00000172458, ENSG00000197272","MYDGF, IL17D, IL27",HGNC
529,ILWEQ,"ENSG00000171914, ENSG00000130787, ENSG00000137076, ENSG00000127946","TLN2, HIP1R, TLN1, HIP1",HGNC
530,IMP1,"ENSG00000159217, ENSG00000101294","IGF2BP1, HM13",HGNC
531,IMP2,"ENSG00000184903, ENSG00000157837","IMMP2L, SPPL3",HGNC
532,IMP3,"ENSG00000136231, ENSG00000138600","IGF2BP3, SPPL2A",HGNC
533,IMP4,"ENSG00000005206, ENSG00000196497","SPPL2B, IPO4",HGNC
534,INOS,"ENSG00000105655, ENSG00000007171","ISYNA1, NOS2",HGNC
535,IP,"ENSG00000160013, ENSG00000130770","PTGIR, ATP5IF1",HGNC
536,IPOB,"ENSG00000108424, ENSG00000291237","KPNB1, SOD2",HGNC
537,IRAP,"ENSG00000136689, ENSG00000113441","IL1RN, LNPEP",HGNC
538,ISO1,"ENSG00000173812, ENSG00000167720","EIF1, SRR",HGNC
539,ISWI,"ENSG00000153147, ENSG00000102038","SMARCA5, SMARCA1",HGNC
540,J1,"ENSG00000211597, ENSG00000211690","IGKJ1, TRGJ1",HGNC
541,J2,"ENSG00000211596, ENSG00000211687","IGKJ2, TRGJ2",HGNC
542,JDP1,"ENSG00000123685, ENSG00000108176","BATF3, DNAJC12",HGNC
543,JP1,"ENSG00000211692, ENSG00000104369","TRGJP1, JPH1",HGNC
544,JP2,"ENSG00000211688, ENSG00000149596","TRGJP2, JPH2",HGNC
545,JTK5,"ENSG00000263219, ENSG00000163785","RYKP1, RYK",HGNC
546,K-REV,"ENSG00000127314, ENSG00000125249","RAP1B, RAP2A",HGNC
547,K12,"ENSG00000141574, ENSG00000187242","SECTM1, KRT12",HGNC
548,K13,"ENSG00000026559, ENSG00000171401","KCNG1, KRT13",HGNC
549,K7,"ENSG00000135480, nan","KRT7, RBPJP4",HGNC
550,KAP,"ENSG00000131400, ENSG00000100526","NAPSA, CDKN3",HGNC
551,KAP-1,"ENSG00000075945, ENSG00000130726","KIFAP3, TRIM28",HGNC
552,KAT3,"ENSG00000213516, ENSG00000137944","RBMXL1, KYAT3",HGNC
553,KAT4,"ENSG00000125166, ENSG00000147133","GOT2, TAF1",HGNC
554,KDAP,"ENSG00000131400, ENSG00000188508","NAPSA, KRTDAP",HGNC
555,KGA,"ENSG00000162989, ENSG00000115419","KCNJ3, GLS",HGNC
556,KIAA0172,"ENSG00000132854, ENSG00000107104","KANK4, KANK1",HGNC
557,KIAA0229,"ENSG00000124678, ENSG00000064999","TCP11, ANKS1A",HGNC
558,KIAA0351,"ENSG00000116191, ENSG00000136828","RALGPS2, RALGPS1",HGNC
559,KIAA0563,"ENSG00000176809, ENSG00000176681","LRRC37A3, LRRC37A",HGNC
560,KIAA0700,"ENSG00000169375, ENSG00000127511","SIN3A, SIN3B",HGNC
561,KIAA0705,"ENSG00000187391, ENSG00000123165","MAGI2, ACTRT1",HGNC
562,KIAA1426,"ENSG00000007545, ENSG00000206053","CRAMP1, JPT2",HGNC
563,KIP2,"ENSG00000129757, ENSG00000136425","CDKN1C, CIB2",HGNC
564,KIR2DL5,"ENSG00000274143, nan","KIR2DL5A, KIR2DL5B",HGNC
565,KLIP1,"ENSG00000151725, ENSG00000137207","CENPU, YIPF3",HGNC
566,KNTC1AP,"ENSG00000174442, ENSG00000086827","ZWILCH, ZW10",HGNC
567,KNTC2AP,"ENSG00000167842, ENSG00000122952","MIS12, ZWINT",HGNC
568,KOX21,"ENSG00000234420, ENSG00000075407","ZNF37BP, ZNF37A",HGNC
569,KOX27,"nan, ENSG00000198521","ZNF43L, ZNF43",HGNC
570,KOX31,"ENSG00000196693, ENSG00000189180","ZNF33B, ZNF33A",HGNC
571,KS,"ENSG00000182871, ENSG00000151093","COL18A1, OXSM",HGNC
572,KS1,"ENSG00000145824, ENSG00000161298","CXCL14, ZNF382",HGNC
573,KSP37,"ENSG00000137441, ENSG00000187783","FGFBP2, TMEM72",HGNC
574,L11,"ENSG00000142676, ENSG00000206053","RPL11, JPT2",HGNC
575,L12,"ENSG00000171490, ENSG00000197958","RSL1D1, RPL12",HGNC
576,L13,"ENSG00000172172, ENSG00000167526","MRPL13, RPL13",HGNC
577,L13A,"ENSG00000142541, ENSG00000172172","RPL13A, MRPL13",HGNC
578,L15,"ENSG00000109881, ENSG00000174748","CCDC34, RPL15",HGNC
579,L19,"ENSG00000108298, ENSG00000243290, ENSG00000160584","RPL19, IGKV1-12, SIK3",HGNC
580,L2,"ENSG00000186919, ENSG00000110841","ZACN, PPFIBP1",HGNC
581,L30,"ENSG00000156482, ENSG00000137876","RPL30, RSL24D1",HGNC
582,L5,"ENSG00000122406, ENSG00000162456","RPL5, KNCN",HGNC
583,L6,"ENSG00000133398, ENSG00000089009, ENSG00000169908","MED10, RPL6, TM4SF1",HGNC
584,L8,"ENSG00000161016, ENSG00000241755","RPL8, IGKV1-9",HGNC
585,L9,"ENSG00000163682, ENSG00000240671","RPL9, IGKV1-8",HGNC
586,LACS2,"ENSG00000151726, ENSG00000164398","ACSL1, ACSL6",HGNC
587,LAGE2A,"ENSG00000184033, ENSG00000268651","CTAG1B, CTAG1A",HGNC
588,LAK,"ENSG00000188042, ENSG00000073331","ARL4C, ALPK1",HGNC
589,LAM,"ENSG00000165699, ENSG00000103197","TSC1, TSC2",HGNC
590,LAMP,"ENSG00000078081, ENSG00000185565","LAMP3, LSAMP",HGNC
591,LAP,"ENSG00000151849, ENSG00000002549, ENSG00000134575, ENSG00000172216","CENPJ, LAP3, ACP2, CEBPB",HGNC
592,LAP1,"ENSG00000131323, ENSG00000143337, ENSG00000166825","TRAF3, TOR1AIP1, ANPEP",HGNC
593,LAP2,"ENSG00000120802, ENSG00000112851","TMPO, ERBIN",HGNC
594,LAS1,"ENSG00000118307, ENSG00000001497","DNAI7, LAS1L",HGNC
595,LAT1,"ENSG00000103257, ENSG00000213658","SLC7A5, LAT",HGNC
596,LCA,"ENSG00000081237, ENSG00000122705","PTPRC, CLTA",HGNC
597,LCA10,"ENSG00000198707, ENSG00000273769","CEP290, L1CAM-AS1",HGNC
598,LFA-1,"ENSG00000005844, ENSG00000160255","ITGAL, ITGB2",HGNC
599,LGL1,"ENSG00000131899, ENSG00000103196","LLGL1, CRISPLD2",HGNC
600,LIM1,"ENSG00000135517, ENSG00000273706","MIP, LHX1",HGNC
601,LIN-10,"ENSG00000125149, ENSG00000034053","PHAF1, APBA2",HGNC
602,LIP1,"ENSG00000144589, ENSG00000151849","STK11IP, CENPJ",HGNC
603,LIP2,"ENSG00000182718, ENSG00000216740","ANXA2, ANXA2P3",HGNC
604,LNP,"ENSG00000144320, ENSG00000137804","LNPK, NUSAP1",HGNC
605,LPAP,"ENSG00000213402, ENSG00000162836","PTPRCAP, ACP6",HGNC
606,LPP1,"ENSG00000162738, ENSG00000067113","VANGL2, PLPP1",HGNC
