HGNC ID	Alias symbol	NCBI gene ID	Ensembl gene ID	Approved symbol
HGNC:5		1	ENSG00000121410	A1BG
HGNC:37133	FLJ23569	503538	ENSG00000268895	A1BG-AS1
HGNC:24086	ACF	29974	ENSG00000148584	A1CF
HGNC:24086	ASP	29974	ENSG00000148584	A1CF
HGNC:24086	ACF64	29974	ENSG00000148584	A1CF
HGNC:24086	ACF65	29974	ENSG00000148584	A1CF
HGNC:24086	APOBEC1CF	29974	ENSG00000148584	A1CF
HGNC:7	FWP007	2	ENSG00000175899	A2M
HGNC:7	S863-7	2	ENSG00000175899	A2M
HGNC:7	CPAMD5	2	ENSG00000175899	A2M
HGNC:27057		144571	ENSG00000245105	A2M-AS1
HGNC:23336	FLJ25179	144568	ENSG00000166535	A2ML1
HGNC:23336	p170	144568	ENSG00000166535	A2ML1
HGNC:41022		100874108	ENSG00000256661	A2ML1-AS1
HGNC:41523		106478979	ENSG00000256904	A2ML1-AS2
HGNC:8		3	ENSG00000256069	A2MP1
HGNC:30005	IGBS3S	127550	ENSG00000184389	A3GALT2
HGNC:30005	IGB3S	127550	ENSG00000184389	A3GALT2
HGNC:18149	A14GALT	53947	ENSG00000128274	A4GALT
HGNC:18149	Gb3S	53947	ENSG00000128274	A4GALT
HGNC:18149	P(k)	53947	ENSG00000128274	A4GALT
HGNC:17968	alpha4GnT	51146	ENSG00000118017	A4GNT
HGNC:1				A12M1
HGNC:2				A12M2
HGNC:3				A12M3
HGNC:4				A12M4
HGNC:13666		8086	ENSG00000094914	AAAS
HGNC:12				AABT
HGNC:21298	FLJ12389	65985	ENSG00000081760	AACS
HGNC:21298	SUR-5	65985	ENSG00000081760	AACS
HGNC:21298	ACSF1	65985	ENSG00000081760	AACS
HGNC:18226		729522	ENSG00000250420	AACSP1
HGNC:17	DAC	13	ENSG00000114771	AADAC
HGNC:17	CES5A1	13	ENSG00000114771	AADAC
HGNC:24427	MGC72001	344752	ENSG00000197953	AADACL2
HGNC:50301		101928142	ENSG00000242908	AADACL2-AS1
HGNC:32037	OTTHUMG00000001887	126767	ENSG00000188984	AADACL3
HGNC:32038	OTTHUMG00000001889	343066	ENSG00000204518	AADACL4
HGNC:50305		201651	ENSG00000240602	AADACP1
HGNC:17929	KATII	51166	ENSG00000109576	AADAT
HGNC:17929	KAT2	51166	ENSG00000109576	AADAT
HGNC:17929	KYAT2	51166	ENSG00000109576	AADAT
HGNC:25662	FLJ11506	79719	ENSG00000103591	AAGAB
HGNC:25662	p34	79719	ENSG00000103591	AAGAB
HGNC:19679	KIAA1048	22848	ENSG00000115977	AAK1
HGNC:19679	DKFZp686K16132	22848	ENSG00000115977	AAK1
HGNC:30205	PTD015	28971	ENSG00000087884	AAMDC
HGNC:30205	FLJ21035	28971	ENSG00000087884	AAMDC
HGNC:30205	CK067	28971	ENSG00000087884	AAMDC
HGNC:18		14	ENSG00000127837	AAMP
HGNC:19	SNAT	15	ENSG00000129673	AANAT
HGNC:15886	bA234K24.2	25980	ENSG00000131043	AAR2
HGNC:33842	LOC441376	441376	ENSG00000205002	AARD
HGNC:20	CMT2N	16	ENSG00000090861	AARS1
HGNC:20	AlaRS	16	ENSG00000090861	AARS1
HGNC:49894		106480683	ENSG00000249038	AARS1P1
HGNC:21022	KIAA1270	57505	ENSG00000124608	AARS2
HGNC:21022	bA444E17.1	57505	ENSG00000124608	AARS2
HGNC:28417	MGC2744	80755	ENSG00000266967	AARSD1
HGNC:28417	AlaXp	80755	ENSG00000266967	AARSD1
HGNC:54994		117981788	ENSG00000234969	AARSD1P1
HGNC:23993	NRPS998	132949	ENSG00000157426	AASDH
HGNC:23993	LYS2	132949	ENSG00000157426	AASDH
HGNC:23993	ACSF4	132949	ENSG00000157426	AASDH
HGNC:14235	LYS5	60496	ENSG00000149313	AASDHPPT
HGNC:14235	CGI-80	60496	ENSG00000149313	AASDHPPT
HGNC:14235	AASD-PPT	60496	ENSG00000149313	AASDHPPT
HGNC:14235	ACPS	60496	ENSG00000149313	AASDHPPT
HGNC:17366	LORSDH	10157	ENSG00000008311	AASS
HGNC:17366	LKRSDH	10157	ENSG00000008311	AASS
HGNC:17366	LKR/SDH	10157	ENSG00000008311	AASS
HGNC:51526		284837	ENSG00000215458	AATBC
HGNC:19235	DED	26574	ENSG00000275700	AATF
HGNC:19235	CHE-1	26574	ENSG00000275700	AATF
HGNC:19235	CHE1	26574	ENSG00000275700	AATF
HGNC:19235	BFR2	26574	ENSG00000275700	AATF
HGNC:21	AATYK	9625	ENSG00000181409	AATK
HGNC:21	KIAA0641	9625	ENSG00000181409	AATK
HGNC:21	LMTK1	9625	ENSG00000181409	AATK
HGNC:21	LMR1	9625	ENSG00000181409	AATK
HGNC:21	AATYK1	9625	ENSG00000181409	AATK
HGNC:21	PPP1R77	9625	ENSG00000181409	AATK
HGNC:22	AAV	17		AAVS1
HGNC:49667	INXS	103021294	ENSG00000281376	ABALON
HGNC:23	GABAT	18	ENSG00000183044	ABAT
HGNC:23	GABA-T	18	ENSG00000183044	ABAT
HGNC:29	TGD	19	ENSG00000165029	ABCA1
HGNC:32		20	ENSG00000107331	ABCA2
HGNC:33	ABC-C	21	ENSG00000167972	ABCA3
HGNC:33	EST111653	21	ENSG00000167972	ABCA3
HGNC:33	LBM180	21	ENSG00000167972	ABCA3
HGNC:55707		342293	ENSG00000257408	ABCA3P1
HGNC:34	FFM	24	ENSG00000198691	ABCA4
HGNC:34	ARMD2	24	ENSG00000198691	ABCA4
HGNC:34	CORD3	24	ENSG00000198691	ABCA4
HGNC:35	EST90625	23461	ENSG00000154265	ABCA5
HGNC:36	EST155051	23460	ENSG00000154262	ABCA6
HGNC:37	ABCX	10347	ENSG00000064687	ABCA7
HGNC:38	KIAA0822	10351	ENSG00000141338	ABCA8
HGNC:39	EST640918	10350	ENSG00000154258	ABCA9
HGNC:39983		104355297	ENSG00000231749	ABCA9-AS1
HGNC:30	EST698739	10349	ENSG00000154263	ABCA10
HGNC:31	EST1133530	79963	ENSG00000251595	ABCA11P
HGNC:31	FLJ14297	79963	ENSG00000251595	ABCA11P
HGNC:14637	DKFZP434G232	26154	ENSG00000144452	ABCA12
HGNC:14637	LI2	26154	ENSG00000144452	ABCA12
HGNC:14638	FLJ33876	154664	ENSG00000179869	ABCA13
HGNC:14638	FLJ33951	154664	ENSG00000179869	ABCA13
HGNC:34405	FLJ41766	400508	ENSG00000189149	ABCA15P
HGNC:32972		650655	ENSG00000238098	ABCA17P
HGNC:40	P-gp	5243	ENSG00000085563	ABCB1
HGNC:40	CD243	5243	ENSG00000085563	ABCB1
HGNC:40	GP170	5243	ENSG00000085563	ABCB1
HGNC:40	ABC20	5243	ENSG00000085563	ABCB1
HGNC:40	p-170	5243	ENSG00000085563	ABCB1
HGNC:40	PGY1	5243	ENSG00000085563	ABCB1
HGNC:45	MDR2	5244	ENSG00000005471	ABCB4
HGNC:45	PFIC-3	5244	ENSG00000005471	ABCB4
HGNC:45	GBD1	5244	ENSG00000005471	ABCB4
HGNC:46	EST422562	340273	ENSG00000004846	ABCB5
HGNC:46	ABCB5beta	340273	ENSG00000004846	ABCB5
HGNC:46	ABCB5alpha	340273	ENSG00000004846	ABCB5
HGNC:47	EST45597	10058	ENSG00000115657	ABCB6
HGNC:47	umat	10058	ENSG00000115657	ABCB6
HGNC:47	MTABC3	10058	ENSG00000115657	ABCB6
HGNC:48	EST140535	22	ENSG00000131269	ABCB7
HGNC:48	Atm1p	22	ENSG00000131269	ABCB7
HGNC:48	ASAT	22	ENSG00000131269	ABCB7
HGNC:49	EST328128	11194	ENSG00000197150	ABCB8
HGNC:49	M-ABC1	11194	ENSG00000197150	ABCB8
HGNC:49	MABC1	11194	ENSG00000197150	ABCB8
HGNC:49	MITOSUR	11194	ENSG00000197150	ABCB8
HGNC:50	EST122234	23457	ENSG00000150967	ABCB9
HGNC:41	EST20237	23456	ENSG00000135776	ABCB10
HGNC:41	M-ABC2	23456	ENSG00000135776	ABCB10
HGNC:41	MTABC2	23456	ENSG00000135776	ABCB10
HGNC:14114	M-ABC2	56476	ENSG00000274099	ABCB10P1
HGNC:14114	MABC2	56476	ENSG00000274099	ABCB10P1
HGNC:31129		728248	ENSG00000261524	ABCB10P3
HGNC:31130		100132289	ENSG00000260053	ABCB10P4
HGNC:42	ABC16	8647	ENSG00000073734	ABCB11
HGNC:42	SPGP	8647	ENSG00000073734	ABCB11
HGNC:42	PFIC-2	8647	ENSG00000073734	ABCB11
HGNC:42	PGY4	8647	ENSG00000073734	ABCB11
HGNC:51	GS-X	4363	ENSG00000103222	ABCC1
HGNC:53	DJS	1244	ENSG00000023839	ABCC2
HGNC:53	MRP2	1244	ENSG00000023839	ABCC2
HGNC:53	cMRP	1244	ENSG00000023839	ABCC2
HGNC:54	MRP3	8714	ENSG00000108846	ABCC3
HGNC:54	cMOAT2	8714	ENSG00000108846	ABCC3
HGNC:54	EST90757	8714	ENSG00000108846	ABCC3
HGNC:54	MLP2	8714	ENSG00000108846	ABCC3
HGNC:54	MOAT-D	8714	ENSG00000108846	ABCC3
HGNC:55	MRP4	10257	ENSG00000125257	ABCC4
HGNC:55	EST170205	10257	ENSG00000125257	ABCC4
HGNC:55	MOAT-B	10257	ENSG00000125257	ABCC4
HGNC:55	MOATB	10257	ENSG00000125257	ABCC4
HGNC:56	MRP5	10057	ENSG00000114770	ABCC5
HGNC:56	SMRP	10057	ENSG00000114770	ABCC5
HGNC:56	EST277145	10057	ENSG00000114770	ABCC5
HGNC:56	MOAT-C	10057	ENSG00000114770	ABCC5
HGNC:40055		100873982	ENSG00000223882	ABCC5-AS1
HGNC:57	MRP6	368	ENSG00000091262	ABCC6
HGNC:57	EST349056	368	ENSG00000091262	ABCC6
HGNC:57	MLP1	368	ENSG00000091262	ABCC6
HGNC:57	URG7	368	ENSG00000091262	ABCC6
HGNC:33352		653190	ENSG00000256340	ABCC6P1
HGNC:33353		730013	ENSG00000255277	ABCC6P2
HGNC:59	HI	6833	ENSG00000006071	ABCC8
HGNC:59	PHHI	6833	ENSG00000006071	ABCC8
HGNC:59	SUR1	6833	ENSG00000006071	ABCC8
HGNC:59	MRP8	6833	ENSG00000006071	ABCC8
HGNC:59	ABC36	6833	ENSG00000006071	ABCC8
HGNC:59	HHF1	6833	ENSG00000006071	ABCC8
HGNC:59	TNDM2	6833	ENSG00000006071	ABCC8
HGNC:60	SUR2	10060	ENSG00000069431	ABCC9
HGNC:60	CMD1O	10060	ENSG00000069431	ABCC9
HGNC:52	EST182763	89845	ENSG00000124574	ABCC10
HGNC:52	MRP7	89845	ENSG00000124574	ABCC10
HGNC:52	SIMRP7	89845	ENSG00000124574	ABCC10
HGNC:14639	MRP8	85320	ENSG00000121270	ABCC11
HGNC:14640	MRP9	94160	ENSG00000140798	ABCC12
HGNC:16022	PRED6	150000	ENSG00000243064	ABCC13
HGNC:16022	C21orf73	150000	ENSG00000243064	ABCC13
HGNC:16022	ABCC13P	150000	ENSG00000243064	ABCC13
HGNC:61	AMN	215	ENSG00000101986	ABCD1
HGNC:61	ALDP	215	ENSG00000101986	ABCD1
HGNC:61	adrenoleukodystrophy	215	ENSG00000101986	ABCD1
HGNC:62		23785		ABCD1P1
HGNC:63	bA453N3.6	26983	ENSG00000215151	ABCD1P2
HGNC:64		26982	ENSG00000261233	ABCD1P3
HGNC:65		26957	ENSG00000225293	ABCD1P4
HGNC:42662		642762	ENSG00000214330	ABCD1P5
HGNC:66	ALDR	225	ENSG00000173208	ABCD2
HGNC:66	ALDRP	225	ENSG00000173208	ABCD2
HGNC:67	PMP70	5825	ENSG00000117528	ABCD3
HGNC:67	ZWS2	5825	ENSG00000117528	ABCD3
HGNC:68	PMP69	5826	ENSG00000119688	ABCD4
HGNC:68	P70R	5826	ENSG00000119688	ABCD4
HGNC:68	EST352188	5826	ENSG00000119688	ABCD4
HGNC:69	RLI	6059	ENSG00000164163	ABCE1
HGNC:69	OABP	6059	ENSG00000164163	ABCE1
HGNC:69	RLI1	6059	ENSG00000164163	ABCE1
HGNC:70	EST123147	23	ENSG00000204574	ABCF1
HGNC:53628		107986587		ABCF1-DT
HGNC:71	EST133090	10061	ENSG00000033050	ABCF2
HGNC:71	ABC28	10061	ENSG00000033050	ABCF2
HGNC:71	M-ABC1	10061	ENSG00000033050	ABCF2
HGNC:71	HUSSY-18	10061	ENSG00000033050	ABCF2
HGNC:54751		114483834	ENSG00000285292	ABCF2-H2BK1
HGNC:48841		344653	ENSG00000242159	ABCF2P1
HGNC:48842		100422059	ENSG00000228769	ABCF2P2
HGNC:72	EST201864	55324	ENSG00000161204	ABCF3
HGNC:73	ABC8	9619	ENSG00000160179	ABCG1
HGNC:74	EST157481	9429	ENSG00000118777	ABCG2
HGNC:74	MXR	9429	ENSG00000118777	ABCG2
HGNC:74	BCRP	9429	ENSG00000118777	ABCG2
HGNC:74	ABCP	9429	ENSG00000118777	ABCG2
HGNC:74	CD338	9429	ENSG00000118777	ABCG2
HGNC:13884	WHITE2	64137	ENSG00000172350	ABCG4
HGNC:13886	STSL	64240	ENSG00000138075	ABCG5
HGNC:13887	GBD4	64241	ENSG00000143921	ABCG8
HGNC:17553	LABH1	84696	ENSG00000143994	ABHD1
HGNC:17553	FLJ36128	84696	ENSG00000143994	ABHD1
HGNC:18717	LABH2	11057	ENSG00000140526	ABHD2
HGNC:18718	LABH3	171586	ENSG00000158201	ABHD3
HGNC:20154	FLJ12816	63874	ENSG00000100439	ABHD4
HGNC:21396	CGI-58	51099	ENSG00000011198	ABHD5
HGNC:21396	NCIE2	51099	ENSG00000011198	ABHD5
HGNC:21398		57406	ENSG00000163686	ABHD6
HGNC:23759	FLJ11743	79575	ENSG00000127220	ABHD8
HGNC:23759	MGC14280	79575	ENSG00000127220	ABHD8
HGNC:23759	MGC2512	79575	ENSG00000127220	ABHD8
HGNC:25656	FLJ11342	55347	ENSG00000144827	ABHD10
HGNC:16407	PP1226	83451	ENSG00000106077	ABHD11
HGNC:40012				ABHD11-AS2
HGNC:15868	DKFZP434P106	26090	ENSG00000100997	ABHD12
HGNC:15868	dJ965G21.2	26090	ENSG00000100997	ABHD12
HGNC:15868	BEM46L2	26090	ENSG00000100997	ABHD12
HGNC:15868	ABHD12A	26090	ENSG00000100997	ABHD12
HGNC:19837	BEM46L3	145447	ENSG00000131969	ABHD12B
HGNC:20293	bA153I24.2	84945	ENSG00000139826	ABHD13
HGNC:20293	FLJ14906	84945	ENSG00000139826	ABHD13
HGNC:20293	BEM46L1	84945	ENSG00000139826	ABHD13
HGNC:24538	DKFZP564O243	25864	ENSG00000248487	ABHD14A
HGNC:24538	DORZ1	25864	ENSG00000248487	ABHD14A
HGNC:38856		100526760	ENSG00000114786	ABHD14A-ACY1
HGNC:28235	MGC15429	84836	ENSG00000114779	ABHD14B
HGNC:28235	CIB	84836	ENSG00000114779	ABHD14B
HGNC:26971		116236	ENSG00000168792	ABHD15
HGNC:49685	linc-TP53I13	104355133	ENSG00000264031	ABHD15-AS1
HGNC:49685	lnc-TP53I13	104355133	ENSG00000264031	ABHD15-AS1
HGNC:13921	NG26	7920	ENSG00000204427	ABHD16A
HGNC:13921	D6S82E	7920	ENSG00000204427	ABHD16A
HGNC:16128	dJ591C20.1	140701	ENSG00000183260	ABHD16B
HGNC:28756	MGC5244	81926	ENSG00000129968	ABHD17A
HGNC:28394	C1orf47	728917	ENSG00000198658	ABHD17AP1
HGNC:34041		648359	ENSG00000250536	ABHD17AP3
HGNC:34042		729495	ENSG00000229107	ABHD17AP4
HGNC:34043		91219	ENSG00000263366	ABHD17AP5
HGNC:34044		644988	ENSG00000226981	ABHD17AP6
HGNC:38508		100133212	ENSG00000260864	ABHD17AP7
HGNC:38509		647144	ENSG00000260540	ABHD17AP8
HGNC:38510		100132251	ENSG00000261536	ABHD17AP9
HGNC:24278	CGI-67	51104	ENSG00000107362	ABHD17B
HGNC:26925		58489	ENSG00000136379	ABHD17C
HGNC:26111	FLJ21106	80167	ENSG00000164074	ABHD18
HGNC:11320	E3B1	10006	ENSG00000136754	ABI1
HGNC:11320	ABI-1	10006	ENSG00000136754	ABI1
HGNC:20035		326268	ENSG00000271484	ABI1P1
HGNC:24011	ABI-2	10152	ENSG00000138443	ABI2
HGNC:24011	AIP-1	10152	ENSG00000138443	ABI2
HGNC:24011	ABI2B	10152	ENSG00000138443	ABI2
HGNC:24011	AblBP3	10152	ENSG00000138443	ABI2
HGNC:24011	argBPIA	10152	ENSG00000138443	ABI2
HGNC:24011	SSH3BP2	10152	ENSG00000138443	ABI2
HGNC:29859	NESH	51225	ENSG00000108798	ABI3
HGNC:29859	SSH3BP3	51225	ENSG00000108798	ABI3
HGNC:17265	NESHBP	25890	ENSG00000154175	ABI3BP
HGNC:17265	DKFZP586L2024	25890	ENSG00000154175	ABI3BP
HGNC:17265	TARSH	25890	ENSG00000154175	ABI3BP
HGNC:1364	CG-8	54942	ENSG00000119328	ABITRAM
HGNC:1364	FLJ20457	54942	ENSG00000119328	ABITRAM
HGNC:1364	Simiate	54942	ENSG00000119328	ABITRAM
HGNC:39851		390403	ENSG00000251106	ABITRAMP1
HGNC:76	JTK7	25	ENSG00000097007	ABL1
HGNC:76	c-ABL	25	ENSG00000097007	ABL1
HGNC:76	p150	25	ENSG00000097007	ABL1
HGNC:77	ARG	27	ENSG00000143322	ABL2
HGNC:78	abLIM	3983	ENSG00000099204	ABLIM1
HGNC:78	limatin	3983	ENSG00000099204	ABLIM1
HGNC:19195	KIAA1808	84448	ENSG00000163995	ABLIM2
HGNC:29132	KIAA0843	22885	ENSG00000173210	ABLIM3
HGNC:79	A3GALNT	28	ENSG00000175164	ABO
HGNC:79	A3GALT1	28	ENSG00000175164	ABO
HGNC:81	MDB	29	ENSG00000159842	ABR
HGNC:55674		105371479	ENSG00000235361	ABR-AS1
HGNC:30655	STARS	137735	ENSG00000174429	ABRA
HGNC:21230	PRO2013	58527	ENSG00000146386	ABRACL
HGNC:21230	HSPC280	58527	ENSG00000146386	ABRACL
HGNC:21230	Costars	58527	ENSG00000146386	ABRACL
HGNC:25829	FLJ13614	84142	ENSG00000163322	ABRAXAS1
HGNC:25829	ABRA1	84142	ENSG00000163322	ABRAXAS1
HGNC:25829	ABRAXAS	84142	ENSG00000163322	ABRAXAS1
HGNC:56461		100421580	ENSG00000213431	ABRAXAS1P1
HGNC:56462		100133073	ENSG00000253384	ABRAXAS1P2
HGNC:28975	Em:AC068896.4	23172	ENSG00000165660	ABRAXAS2
HGNC:28975	ABRO1	23172	ENSG00000165660	ABRAXAS2
HGNC:17369	Esf2	29777	ENSG00000146109	ABT1
HGNC:39557		100420695	ENSG00000250496	ABT1P1
HGNC:18275	BPOZ	80325	ENSG00000114626	ABTB1
HGNC:18275	EF1ABP	80325	ENSG00000114626	ABTB1
HGNC:18275	Btb3	80325	ENSG00000114626	ABTB1
HGNC:18275	BTBD21	80325	ENSG00000114626	ABTB1
HGNC:18275	BPOZ-2	80325	ENSG00000114626	ABTB1
HGNC:23842	DKFZP586C1619	25841	ENSG00000166016	ABTB2
HGNC:23842	BTBD22	25841	ENSG00000166016	ABTB2
HGNC:23842	ABTB2A	25841	ENSG00000166016	ABTB2
HGNC:23844	FLJ33957	121551	ENSG00000151136	ABTB3
HGNC:23844	ABTB2B	121551	ENSG00000151136	ABTB3
HGNC:82	Lnc-Myd88	30	ENSG00000060971	ACAA1
HGNC:83	DSAEC	10449	ENSG00000167315	ACAA2
HGNC:55880		100420869	ENSG00000233585	ACAA2P1
HGNC:84	ACC1	31	ENSG00000278540	ACACA
HGNC:84	ACC-alpha	31	ENSG00000278540	ACACA
HGNC:84	ACCA	31	ENSG00000278540	ACACA
HGNC:84	ACCalpha	31	ENSG00000278540	ACACA
HGNC:84	ACACalpha	31	ENSG00000278540	ACACA
HGNC:84	Acac1	31	ENSG00000278540	ACACA
HGNC:84	hACC1	31	ENSG00000278540	ACACA
HGNC:85	HACC275	32	ENSG00000076555	ACACB
HGNC:85	ACC2	32	ENSG00000076555	ACACB
HGNC:85	ACCB	32	ENSG00000076555	ACACB
HGNC:85	ACC-beta	32	ENSG00000076555	ACACB
HGNC:85	ACCbeta	32	ENSG00000076555	ACACB
HGNC:85	ACACbeta	32	ENSG00000076555	ACACB
HGNC:86				ACAD
HGNC:87		27034	ENSG00000151498	ACAD8
HGNC:21497	NPD002	28976	ENSG00000177646	ACAD9
HGNC:21497	MGC14452	28976	ENSG00000177646	ACAD9
HGNC:56086		123706524	ENSG00000287110	ACAD9-DT
HGNC:21597	MGC5601	80724	ENSG00000111271	ACAD10
HGNC:30211	FLJ12592	84129	ENSG00000240303	ACAD11
HGNC:88	LCAD	33	ENSG00000115361	ACADL
HGNC:88	ACAD4	33	ENSG00000115361	ACADL
HGNC:89	MCAD	34	ENSG00000117054	ACADM
HGNC:89	MCADH	34	ENSG00000117054	ACADM
HGNC:89	ACAD1	34	ENSG00000117054	ACADM
HGNC:90	SCAD	35	ENSG00000122971	ACADS
HGNC:90	ACAD3	35	ENSG00000122971	ACADS
HGNC:91	SBCAD	36	ENSG00000196177	ACADSB
HGNC:91	ACAD7	36	ENSG00000196177	ACADSB
HGNC:92	VLCAD	37	ENSG00000072778	ACADVL
HGNC:92	LCACD	37	ENSG00000072778	ACADVL
HGNC:92	ACAD6	37	ENSG00000072778	ACADVL
HGNC:319	CSPGCP	176	ENSG00000157766	ACAN
HGNC:16467	KIAA0050	9744	ENSG00000072818	ACAP1
HGNC:16469	KIAA0041	23527	ENSG00000114331	ACAP2
HGNC:16469	CNT-B2	23527	ENSG00000114331	ACAP2
HGNC:41426		100874306	ENSG00000229325	ACAP2-IT1
HGNC:16754	KIAA1716	116983	ENSG00000131584	ACAP3
HGNC:93	THIL	38	ENSG00000075239	ACAT1
HGNC:94		39	ENSG00000120437	ACAT2
HGNC:15453	GCP60	64746	ENSG00000182827	ACBD3
HGNC:15453	PAP7	64746	ENSG00000182827	ACBD3
HGNC:40701	RP11-275I14.4	107985353	ENSG00000234478	ACBD3-AS1
HGNC:23337	FLJ13322	79777	ENSG00000181513	ACBD4
HGNC:23338	DKFZp434A2417	91452	ENSG00000107897	ACBD5
HGNC:23338	KIAA1996	91452	ENSG00000107897	ACBD5
HGNC:23339	MGC2404	84320	ENSG00000230124	ACBD6
HGNC:17715	FLJ38219	414149	ENSG00000176244	ACBD7
HGNC:17715	bA455B2.2	414149	ENSG00000176244	ACBD7
HGNC:23989	PHACS	84680	ENSG00000110455	ACCS
HGNC:23989	ACS	84680	ENSG00000110455	ACCS
HGNC:34391		390110	ENSG00000205126	ACCSL
HGNC:56899		100422646	ENSG00000230570	ACCSLP1
HGNC:25070	Ptop	65057	ENSG00000102977	ACD
HGNC:25070	Pip1	65057	ENSG00000102977	ACD
HGNC:25070	Tpp1	65057	ENSG00000102977	ACD
HGNC:25070	Tint1	65057	ENSG00000102977	ACD
HGNC:2707	ACE1	1636	ENSG00000159640	ACE
HGNC:2707	CD143	1636	ENSG00000159640	ACE
HGNC:13557	ACEH	59272	ENSG00000130234	ACE2
HGNC:56255	GS1-594A7.3	104798195	ENSG00000225833	ACE2-DT
HGNC:44365		100129123	ENSG00000224353	ACE3P
HGNC:18356		125981	ENSG00000167769	ACER1
HGNC:23675	FLJ41587	340485	ENSG00000177076	ACER2
HGNC:23675	ALKCDase2	340485	ENSG00000177076	ACER2
HGNC:54674		645978	ENSG00000180105	ACER2P1
HGNC:16066	FLJ11238	55331	ENSG00000078124	ACER3
HGNC:16066	APHC	55331	ENSG00000078124	ACER3
HGNC:108		43	ENSG00000087085	ACHE
HGNC:17066	KIAA0670	22985	ENSG00000100813	ACIN1
HGNC:17066	fSAP152	22985	ENSG00000100813	ACIN1
HGNC:4035	CCBP1	2532	ENSG00000213088	ACKR1
HGNC:4035	GPD	2532	ENSG00000213088	ACKR1
HGNC:4035	Dfy	2532	ENSG00000213088	ACKR1
HGNC:4035	CD234	2532	ENSG00000213088	ACKR1
HGNC:1565	CCR10	1238	ENSG00000144648	ACKR2
HGNC:1565	D6	1238	ENSG00000144648	ACKR2
HGNC:1565	CCR9	1238	ENSG00000144648	ACKR2
HGNC:23692	RDC1	57007	ENSG00000144476	ACKR3
HGNC:23692	GPR159	57007	ENSG00000144476	ACKR3
HGNC:1611	CCR11	51554	ENSG00000129048	ACKR4
HGNC:1611	CCBP2	51554	ENSG00000129048	ACKR4
HGNC:1611	VSHK1	51554	ENSG00000129048	ACKR4
HGNC:1611	CCX-CKR	51554	ENSG00000129048	ACKR4
HGNC:1611	PPR1	51554	ENSG00000129048	ACKR4
HGNC:21142	dJ509I19.4	285737	ENSG00000225415	ACKR4P1
HGNC:114				ACLS
HGNC:115	ATPCL	47	ENSG00000131473	ACLY
HGNC:115	CLATP	47	ENSG00000131473	ACLY
HGNC:115	ACL	47	ENSG00000131473	ACLY
HGNC:116				ACMG
HGNC:19288		130013	ENSG00000153086	ACMSD
HGNC:34504		347275	ENSG00000227411	ACNATP
HGNC:117	IRP1	48	ENSG00000122729	ACO1
HGNC:117	IREBP	48	ENSG00000122729	ACO1
HGNC:118	ACONM	50	ENSG00000100412	ACO2
HGNC:56989		441996	ENSG00000235485	ACO2P1
HGNC:56990		343508	ENSG00000235371	ACO2P2
HGNC:33904	CAD	730249	ENSG00000102794	ACOD1
HGNC:33128	ACH2	641371	ENSG00000184227	ACOT1
HGNC:33128	CTE-1	641371	ENSG00000184227	ACOT1
HGNC:33128	LACH2	641371	ENSG00000184227	ACOT1
HGNC:18431	Mte1	10965	ENSG00000119673	ACOT2
HGNC:18431	ZAP128	10965	ENSG00000119673	ACOT2
HGNC:19748	FLJ31235	122970	ENSG00000177465	ACOT4
HGNC:19748	PTE-Ib	122970	ENSG00000177465	ACOT4
HGNC:19748	PTE2B	122970	ENSG00000177465	ACOT4
HGNC:33159		641372	ENSG00000205669	ACOT6
HGNC:24157	BACH	11332	ENSG00000097021	ACOT7
HGNC:24157	ACH1	11332	ENSG00000097021	ACOT7
HGNC:24157	ACT	11332	ENSG00000097021	ACOT7
HGNC:24157	CTE-II	11332	ENSG00000097021	ACOT7
HGNC:24157	LACH1	11332	ENSG00000097021	ACOT7
HGNC:24157	MGC1126	11332	ENSG00000097021	ACOT7
HGNC:24157	hBACH	11332	ENSG00000097021	ACOT7
HGNC:15919	hACTE-III	10005	ENSG00000101473	ACOT8
HGNC:15919	hTE	10005	ENSG00000101473	ACOT8
HGNC:15919	PTE-2	10005	ENSG00000101473	ACOT8
HGNC:15919	NAP1	10005	ENSG00000101473	ACOT8
HGNC:17152	CGI-16	23597	ENSG00000123130	ACOT9
HGNC:17152	MT-ACT48	23597	ENSG00000123130	ACOT9
HGNC:17152	ACATE2	23597	ENSG00000123130	ACOT9
HGNC:18156	STARD14	26027	ENSG00000162390	ACOT11
HGNC:18156	BFIT	26027	ENSG00000162390	ACOT11
HGNC:18156	KIAA0707	26027	ENSG00000162390	ACOT11
HGNC:18156	BFIT1	26027	ENSG00000162390	ACOT11
HGNC:18156	THEM1	26027	ENSG00000162390	ACOT11
HGNC:24436	Cach	134526	ENSG00000172497	ACOT12
HGNC:24436	THEAL	134526	ENSG00000172497	ACOT12
HGNC:24436	STARD15	134526	ENSG00000172497	ACOT12
HGNC:20999	HT012	55856	ENSG00000112304	ACOT13
HGNC:119	PALMCOX	51	ENSG00000161533	ACOX1
HGNC:120	BRCACOX	8309	ENSG00000168306	ACOX2
HGNC:120	BRCOX	8309	ENSG00000168306	ACOX2
HGNC:120	THCCox	8309	ENSG00000168306	ACOX2
HGNC:121		8310	ENSG00000087008	ACOX3
HGNC:25621	FLJ11042	55289	ENSG00000153093	ACOXL
HGNC:25621	ACOX4	55289	ENSG00000153093	ACOXL
